id,ordinalNumber,facilityName,terc,address,zipCode,wojew,powiat,community,place,lon,lat,facilityType
492769,4323,GABINET ZABIEGOWY,2061011,SIENKIEWICZA 79,15-003,podlaskie,Białystok,Białystok,BIAŁYSTOK,23.171446,53.140372,1
492781,4335,GABINET DIAGNOSTYCZNO-ZABIEGOWY,2061011,MIŁOSNA 24,15-666,podlaskie,Białystok,Białystok,BIAŁYSTOK,23.083842999999998,53.133729,1
492758,4312,GABINET DIAGNOSTYCZNO-ZABIEGOWY,2061011,DUBOIS 3 LOK.1,15-349,podlaskie,Białystok,Białystok,BIAŁYSTOK,23.124304000000002,53.108532,1
492759,4313,GABINET DIAGNOSTYCZNO-ZABIEGOWY Z PUNKTEM SZCZEPIEŃ,2061011,FABRYCZNA 27,15-471,podlaskie,Białystok,Białystok,BIAŁYSTOK,23.165727800000003,53.13934939999999,1
492760,4314,GABINET ZABIEGOWO-SZCZEPIENNY,2061011,AKADEMICKA 3,15-267,podlaskie,Białystok,Białystok,BIAŁYSTOK,23.16399,53.127928000000004,1
492761,4315,GABINET ZABIEGOWO-SZCZEPIENNY,2061011,FABRYCZNA 27/ LOKAL 1/15,15-471,podlaskie,Białystok,Białystok,BIAŁYSTOK,23.166232,53.139013,1
492762,4316,GABINET ZABIEGOWO-SZCZEPIENNY,2061011,CIOŁKOWSKIEGO 27,15-264,podlaskie,Białystok,Białystok,BIAŁYSTOK,23.18344,53.116512,1
492763,4317,GABINET ZABIEGOWO-SZCZEPIENNY,2061011,KOMISJI EDUKACJI NARODOWEJ 3/U3,15-687,podlaskie,Białystok,Białystok,BIAŁYSTOK,23.088695,53.150735,1
492764,4318,GABINET DIAGNOSTYCZNO-ZABIEGOWY,2061011,"1000-LECIA PAŃSTWA POLSKIEGO 10 LOK 17A, 18A",15-111,podlaskie,Białystok,Białystok,BIAŁYSTOK,23.155036,53.151396,1
492765,4319,GABINET SZCZEPIENNY,2061011,PIŁSUDSKIEGO 4A,15-445,podlaskie,Białystok,Białystok,BIAŁYSTOK,23.1483552,53.135186600000004,1
492766,4320,GABINET SZCZEPIENNY,2061011,SWOBODNA 24,15-756,podlaskie,Białystok,Białystok,BIAŁYSTOK,23.108168,53.147932,1
492767,4321,GABINET DIAGNOSTYCZNO-ZABIEGOWY,2061011,ŚW. ROCHA 12A GAB. 8,15-879,podlaskie,Białystok,Białystok,BIAŁYSTOK,23.1413659,53.134352,1
492754,4308,GABINET DIAGNOSTYCZNO-ZABIEGOWY,2061011,ALEJA JANA PAWŁA II 59 6U,15-704,podlaskie,Białystok,Białystok,BIAŁYSTOK,23.1015609,53.140369799999995,1
492768,4322,GABINET SZCZEPIENNY,2061011,MAZOWIECKA 33,15-301,podlaskie,Białystok,Białystok,BIAŁYSTOK,23.150012,53.124553000000006,1
492771,4325,PUNKT SZCZEPIEŃ QMEDICA,2061011,JERZEGO WASZYNGTONA 30/1U,15-305,podlaskie,Białystok,Białystok,BIAŁYSTOK,23.152482,53.124858999999994,1
492772,4326,GABINET ZABIEGOWO-SZCZEPIENNY,2061011,WASZYNGTONA 17,15-274,podlaskie,Białystok,Białystok,BIAŁYSTOK,23.155810100000004,53.123957999999995,1
492773,4327,GABINET ZABIEGOWO-SZCZEPIENNY,2061011,MICKIEWICZA 44A,15-223,podlaskie,Białystok,Białystok,BIAŁYSTOK,23.172368,53.122427,1
492774,4328,GABINET PIELĘGNIARKI POZ,2061011,ADAMA MICKIEWICZA 14/28,15-224,podlaskie,Białystok,Białystok,BIAŁYSTOK,23.171079000000002,53.125443999999995,1
492775,4329,CENTRUM MEDYCZNE RODZINA (GABINET DIAGNOSTYCZNO- ZABIEGOWY),2061011,WITOSA 15B GAB 5,15-660,podlaskie,Białystok,Białystok,BIAŁYSTOK,23.105506,53.132114,1
492776,4330,GABINET ZABIEGOWO-SZCZEPIENNY,2061011,AL. JANA PAWŁA II 59/14U,15-704,podlaskie,Białystok,Białystok,BIAŁYSTOK,23.101542000000002,53.140624,1
492777,4331,GABINET SZCZEPIENNY,2061011,ZWIERZYNIECKA 9,15-312,podlaskie,Białystok,Białystok,BIAŁYSTOK,23.149565,53.120431999999994,1
492778,4332,GABINET ZABIEGOWO-SZCZEPIENNY,2061011,ŚWIĘTEGO JERZEGO 22,15-349,podlaskie,Białystok,Białystok,BIAŁYSTOK,23.125066,53.107473,1
492779,4333,GABINET SZCZEPIEŃ,2061011,ŚWIĘTOKRZYSKA 5A LOK U5,15-843,podlaskie,Białystok,Białystok,BIAŁYSTOK,23.134004,53.14591899999999,1
492780,4334,GABINET ZABIEGOWO-SZCZEPIENNY,2061011,GAJOWA 75,15-794,podlaskie,Białystok,Białystok,BIAŁYSTOK,23.116959,53.15424300000001,1
492770,4324,GABINET SZCZEPIENNY,2061011,SOWLAŃSKA 3/U2,15-560,podlaskie,Białystok,Białystok,BIAŁYSTOK,23.210562,53.121573,1
492753,4307,GABINET ZABIEGOWO-SZCZEPIENNY,2061011,RZEMIEŚLNICZA 31,15-773,podlaskie,Białystok,Białystok,BIAŁYSTOK,23.116695,53.143365,1
492801,4355,KLINIKA DERMATOLOGII I WENEROLOGII Z PODODDZIAŁEM DERMATOLOGII DZIECIĘCEJ I PODODDZIAŁEM DERMATOLOGICZNYM DZIENNEGO POBYTU,2061011,ŻURAWIA 14,15-540,podlaskie,Białystok,Białystok,BIAŁYSTOK,23.189966000000002,53.108895,1
492751,4305,GABINET SZCZEPIENNY,2061011,NOWOSIELSKA 34,15-617,podlaskie,Białystok,Białystok,BIAŁYSTOK,23.078291,53.12653100000001,1
492752,4306,GABINET ZABIEGOWO-SZCZEPIENNY,2061011,BUKOWSKIEGO 1 LOK. 2,15-066,podlaskie,Białystok,Białystok,BIAŁYSTOK,23.173953,53.132128,1
496149,20079,KAROL KONDRAT,2061011,BRAK INFORMACJI,00-000,podlaskie,Białystok,Białystok,BRAK INFORMACJI,0.0,0.0,3
492818,4372,APTEKA RODZINNA,2061011,ANTONIUKOWSKA 56/16 I 17,15-845,podlaskie,Białystok,Białystok,BIAŁYSTOK,23.132645,53.144539,4
492817,4371,APTEKA POD GRYFEM,2061011,LEGIONOWA 30/3,15-281,podlaskie,Białystok,Białystok,BIAŁYSTOK,23.15314,53.12851,4
492816,4370,APTEKA DR.MAX,2061011,FABRYCZNA 22,15-950,podlaskie,Białystok,Białystok,BIAŁYSTOK,23.1709,53.141290000000005,4
492815,4369,APTEKA GEMINI,2061011,GAJOWA 59 C,15-794,podlaskie,Białystok,Białystok,BIAŁYSTOK,23.1191068,53.153554099999994,4
492813,4367,PUNKT SZCZEPIEŃ POWSZECHNYCH - SZKOŁA PODSTAWOWA NR 12,2061011,KEN 1A,15-687,podlaskie,Białystok,Białystok,BIAŁYSTOK,23.090876,53.150816000000006,2
492812,4366,PUNKT SZCZEPIEŃ POWSZECHNYCH - SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ WOJEWÓDZKI SZPITAL ZESPOLONY IM. JĘDRZEJA ŚNIADECKIEGO W BIAŁYMSTOKU,2061011,M.SKŁODOWSKIEJ-CURIE 26,15-950,podlaskie,Białystok,Białystok,BIAŁYSTOK,23.161720000000003,53.125403000000006,2
492811,4365,PUNKT SZCZEPIEŃ POWSZECHNYCH - ZESPÓŁ SZKÓŁ MECHANICZNYCH CENTRUM KSZTAŁCENIA PRAKTYCZNEGO NR 2 IM. ŚW. JÓZEFA W BIAŁYMSTOKU,2061011,BRONIEWSKIEGO 14,15-750,podlaskie,Białystok,Białystok,BIAŁYSTOK,23.125941,53.139247,2
492810,4364,PUNKT SZCZEPIEŃ POWSZECHNYCH - UNIWERSYTECKI SZPITAL KLINICZNY W BIAŁYMSTOKU,2061011,JERZEGO WASZYNGTONA 15A,15-274,podlaskie,Białystok,Białystok,BIAŁYSTOK,23.157525,53.124483999999995,2
492809,4363,ZESPÓŁ WYJAZDOWY OBSZAR NR 3,2061011,POLESKA 89,15-874,podlaskie,Białystok,Białystok,BIAŁYSTOK,23.144087,53.137614,1
492814,4368,"ZESPOŁY WYJAZDOWE OBSZAR NR 1,3",2061011,ZŁOTA 5,15-016,podlaskie,Białystok,Białystok,BIAŁYSTOK,23.172572,53.13921,1
492807,4361,UNIWERSYTECKI SZPITAL KLINICZNY W BIAŁYMSTOKU SZPITAL TYMCZASOWY NR 1 - PUNKT SZCZEPIEŃ,2061011,UL. ŻURAWIA 14,15-535,podlaskie,Białystok,Białystok,BIALYSTOK,23.190500139963397,53.1089934727923,1
492806,4360,UNIWERSYTECKI SZPITAL KLINICZNY W BIAŁYMSTOKU SZPITAL TYMCZASOWY NR 2 - PUNKT SZCZEPIEŃ,2061011,UL. WOŁODYJOWSKIEGO 1,15-369,podlaskie,Białystok,Białystok,BIALYSTOK,23.160938,53.122879000000005,1
492805,4359,GABINET DIAGNOSTYCZNO-ZABIEGOWY,2061011,KEN 50/U4,15-687,podlaskie,Białystok,Białystok,BIAŁYSTOK,23.0841236,53.1506002,1
492804,4358,"PUNKT SZCZEPIEŃ, BIAŁYSTOK, UL. STORCZYKOWA 5 LOK. 104",2061011,STORCZYKOWA 5/104,15-644,podlaskie,Białystok,Białystok,BIAŁYSTOK,23.094394,53.121424,1
492803,4357,GABINET ZABIEGOWO-SZCZEPIENNY,2061011,TRANSPORTOWA 9 LOK. U1,15-399,podlaskie,Białystok,Białystok,BIAŁYSTOK,23.122484,53.110629,1
492802,4356,AMBULATORYJNY PUNKT SZCZEPIEŃ,2061011,POLESKA 89,15-874,podlaskie,Białystok,Białystok,BIAŁYSTOK,23.144087,53.137614,1
492748,4302,GABINET SZCZEPIEŃ,2061011,TUWIMA 1/2 LOK2,15-746,podlaskie,Białystok,Białystok,BIAŁYSTOK,23.124958,53.138268999999994,1
492749,4303,PORADNIA LEKARZA POZ,2061011,ANTONIUKOWSKA 11A,15-740,podlaskie,Białystok,Białystok,BIAŁYSTOK,23.136499,53.140181999999996,1
492808,4362,"ZESPÓŁ WYJAZDOWY OBSZAR NR 2,3",2061011,1000LECIA PP 10 LOK 21A,15-111,podlaskie,Białystok,Białystok,BIAŁYSTOK,23.1555155,53.1514781,1
492750,4304,GABINET SZCZEPIEŃ,2061011,MICKIEWICZA 14,15-222,podlaskie,Białystok,Białystok,BIAŁYSTOK,23.171079000000002,53.125443999999995,1
495394,6948,PUNKT SZCZEPIEŃ,2461011,WIŚNIOWA 7,43-300,śląskie,Bielsko-Biała,Bielsko-Biała,BIELSKO-BIAŁA,19.0162923,49.8162213,1
495395,6949,PUNKT SZCZEPIEŃ,2461011,OLSZÓWKA 2,43-300,śląskie,Bielsko-Biała,Bielsko-Biała,BIELSKO-BIAŁA,19.0520601326309,49.793038525719794,1
495396,6950,CENTRUM MEDYCZNE CZTERY PORY ROKU,2461011,WŁADYSŁAWA BRONIEWSKIEGO 39,43-300,śląskie,Bielsko-Biała,Bielsko-Biała,BIELSKO-BIAŁA,19.0514157,49.8137949,1
495397,6951,"NIEPUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ ""JEDYNKA""",2461011,POWSTAŃCÓW ŚLĄSKICH 8,43-300,śląskie,Bielsko-Biała,Bielsko-Biała,BIELSKO-BIAŁA,19.0449342,49.8181148,1
495398,6952,PRZYCHODNIA W BIELSKU - BIAŁEJ,2461011,KOMOROWICKA 79 A,43-300,śląskie,Bielsko-Biała,Bielsko-Biała,BIELSKO-BIAŁA,19.051133,49.838994,1
495403,6957,GABINET LEKARZA RODZINNEGO,2461011,KOMOROWICKA 314,43-346,śląskie,Bielsko-Biała,Bielsko-Biała,BIELSKO-BIAŁA,19.042769,49.855367,1
495400,6954,PORADNIA LEKARZA POZ,2461011,KUSTRONIA 40,43-300,śląskie,Bielsko-Biała,Bielsko-Biała,BIELSKO-BIAŁA,19.047627,49.800992,1
495404,6958,PORADNIA POZ,2461011,WILLOWA 2A,43-309,śląskie,Bielsko-Biała,Bielsko-Biała,BIELSKO-BIAŁA,19.059872,49.783848,1
495408,6962,PORADNIA LEKARZA RODZINNEGO,2461011,ARMII KRAJOWEJ 101,43-316,śląskie,Bielsko-Biała,Bielsko-Biała,BIELSKO-BIAŁA (POZ),19.0392917,49.7924992,1
495393,6947,NIEPUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ WIELOSPECJALISTYCZNE CENTRUM MEDYCZNE EUROMEDICA SP. Z O. O.,2461011,ŻYWIECKA 142,43-300,śląskie,Bielsko-Biała,Bielsko-Biała,BIELSKO-BIAŁA,19.059537,49.800973,1
495399,6953,ALEKSANDRA KUBICZEK   ANNA KALITA  DOROTA KUBICZEK  SPÓŁKA CYWILNA    NIEPUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ   X-MED,2461011,JANOWICKA 9,43-344,śląskie,Bielsko-Biała,Bielsko-Biała,BIELSKO-BIAŁA,19.087003,49.850283000000005,1
496117,20035,ŁUKASZ PLUTA,2461011,BRAK INFORMACJI,00-000,śląskie,Bielsko-Biała,Bielsko-Biała,BRAK INFORMACJI,0.0,0.0,3
495407,6961,"CENTRUM OPIEKI MEDYCZNEJ ""MED WORK"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",2461011,FILAROWA 50,43-300,śląskie,Bielsko-Biała,Bielsko-Biała,BIELSKO-BIAŁA,19.033472,49.832972999999996,1
495392,6946,PORADNIA LEKARZA RODZINNEGO,2461011,ALEJA ARMII KRAJOWEJ 132,43-300,śląskie,Bielsko-Biała,Bielsko-Biała,BIELSKO-BIAŁA,19.034546,49.789592,1
496111,20027,MACIEJ KRUPOWIES,2461011,BRAK INFORMACJI,00-000,śląskie,Bielsko-Biała,Bielsko-Biała,BRAK INFORMACJI,0.0,0.0,3
495405,6959,PORADNIA LEKARZA POZ,2461011,REYMONTA 5,43-300,śląskie,Bielsko-Biała,Bielsko-Biała,BIELSKO-BIAŁA,19.043512,49.810068,1
495391,6945,GABINET DIAGNOSTYCZNO-ZABIEGOWY- GYNCENTRUM ODDZIAŁ BIELSKO-BIAŁA,2461011,JANA SOBIESKIEGO 89,43-300,śląskie,Bielsko-Biała,Bielsko-Biała,BIELSKO-BIAŁA,19.024323000000003,49.821506,1
495390,6944,GABINET DIAGNOSTYCZNO-ZABIEGOWY,2461011,CZEREŚNIOWA 22,43-346,śląskie,Bielsko-Biała,Bielsko-Biała,BIELSKO-BIAŁA,19.041798,49.852247999999996,1
495389,6943,PORADNIA (GABINET) LEKARZA PODSTAWOWEJ OPIEKI ZDROWOTNEJ,2461011,PIOTRA SKARGI 9,43-300,śląskie,Bielsko-Biała,Bielsko-Biała,BIELSKO-BIAŁA,19.036306199955,49.8197636010397,1
495388,6942,SZPITAL PEDIATRYCZNY W BIELSKU-BIAŁEJ ZESPÓŁ SPECJALISTYCZNYCH PORADNI DZIECIĘCYCH Z DIAGNOSTYKĄ,2461011,SOBIESKIEGO 83,43-300,śląskie,Bielsko-Biała,Bielsko-Biała,BIELSKO-BIAŁA,19.028454999999997,49.820626399999995,1
495387,6941,PORADNIA LEKARZA POZ,2461011,PSZENNA 11,43-300,śląskie,Bielsko-Biała,Bielsko-Biała,BIELSKO-BIAŁA,19.011574,49.819427000000005,1
495406,6960,PUNKT SZCZEPIEŃ,2461011,MORSKIE OKO 23,43-316,śląskie,Bielsko-Biała,Bielsko-Biała,BIELSKO-BIAŁA,19.031018,49.804352,1
495386,6940,PORADNIA LEKARZA RODZINNEGO,2461011,URODZAJNA 37,43-300,śląskie,Bielsko-Biała,Bielsko-Biała,BIELSKO-BIAŁA,19.072126,49.80826,1
496101,20017,RYSZARD SĘDZIAK,2461011,BRAK INFORMACJI,00-000,śląskie,Bielsko-Biała,Bielsko-Biała,BRAK INFORMACJI,0.0,0.0,3
495409,6963,SZPITAL 2,2461011,STANISŁAWA WYSPIAŃSKIEGO 21,43-300,śląskie,Bielsko-Biała,Bielsko-Biała,BIELSKO-BIAŁA,19.035706,49.823137,1
495402,6956,"NZOZ CENTRUM LEKARSKIE ""ALFA"" - OPIEKA AMBULATORYJNA",2461011,GRAŻYNY 9,43-300,śląskie,Bielsko-Biała,Bielsko-Biała,BIELSKO-BIAŁA,19.035078,49.811518,1
495410,6964,"NIEPUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ PRZYCHODNIA LEKARSKA ""IKAR""SP. Z O.O.",2461011,IKARA 6,43-300,śląskie,Bielsko-Biała,Bielsko-Biała,BIELSKO-BIAŁA,18.999222,49.811756,1
495401,6955,PORADNIA LEKARZA POZ STRACONKA,2461011,STRACONKI 57,43-300,śląskie,Bielsko-Biała,Bielsko-Biała,BIELSKO-BIAŁA,19.061318,49.801108,1
495412,6966,PRZYCHODNIA VITA,2461011,STERNICZA 26A,43-300,śląskie,Bielsko-Biała,Bielsko-Biała,BIELSKO-BIAŁA,19.025574,49.808127,1
495411,6965,PUNKT SZCZEPIEŃ,2461011,CIESZYNSKA 413,43-382,śląskie,Bielsko-Biała,Bielsko-Biała,BIELSKO-BIAŁA,18.981354,49.807408,1
495421,6975,ZESPÓŁ WYJAZDOWY - OBSZAR: 12-3,2461011,JANA SOBIESKIEGO 89/49,43-300,śląskie,Bielsko-Biała,Bielsko-Biała,BIELSKO-BIAŁA,19.025246,49.822385,1
495420,6974,ZESPÓŁ WYJAZDOWY - OBSZAR: 12-2,2461011,JANA SOBIESKIEGO 89/49,43-300,śląskie,Bielsko-Biała,Bielsko-Biała,BIELSKO-BIAŁA,19.024329,49.821274,1
495419,6973,"PUNKT SZCZEPIEŃ POWSZECHNYCH - HALA WIDOWISKOWA BBOSIR ""POD DĘBOWCEM""",2461011,KARBOWA 26,43-300,śląskie,Bielsko-Biała,Bielsko-Biała,BIELSKO-BIAŁA,19.022246112355898,49.7857857712296,2
495418,6972,CENTRUM SZCZEPIEŃ BURY,2461011,CICHA 2,43-300,śląskie,Bielsko-Biała,Bielsko-Biała,BIELSKO-BIAŁA,19.0484635700288,49.815290007669105,1
495422,6976,APTEKA DR. MAX,2461011,SARNI STOK 2/12 I 13,43-300,śląskie,Bielsko-Biała,Bielsko-Biała,BIELSKO-BIAŁA,19.0359358547353,49.8399842331776,4
495416,6970,PRZYCHODNIA BIELSKO-BIAŁA,2461011,BRONIEWSKIEGO 48,43-300,śląskie,Bielsko-Biała,Bielsko-Biała,BIELSKO-BIAŁA,19.0503827,49.81599779999999,1
495415,6969,PUNKT SZCZEPIEŃ,2461011,KARPACKA 24,43-300,śląskie,Bielsko-Biała,Bielsko-Biała,BIELSKO-BIAŁA,19.038707695129197,49.8077189695461,1
495414,6968,NZOZ PRZYCHODNIA CENTRUM MEDYCZNE ENERGETYKÓW,2461011,TUWIMA 2,43-300,śląskie,Bielsko-Biała,Bielsko-Biała,BIELSKO-BIAŁA,19.054112,49.813212,1
495413,6967,PUNKT SZCZEPIEŃ,2461011,PIŁSUDSKIEGO 7,43-300,śląskie,Bielsko-Biała,Bielsko-Biała,BIELSKO-BIAŁA,19.0505942,49.825818100000006,1
495417,6971,SZPITAL WOJEWÓDZKI W BIELSKU-BIAŁEJ,2461011,AL. ARMII KRAJOWEJ 101,43-316,śląskie,Bielsko-Biała,Bielsko-Biała,BIELSKO-BIAŁA (SZPITAL WOJEWÓDZKI),19.0391443580025,49.792977647803,1
489320,873,GALERIA POMORSKA,461011,FORDOŃSKA 141,85-739,kujawsko-pomorskie,Bydgoszcz,Bydgoszcz,BYDGOSZCZ,18.0181101,53.1253022,1
489285,838,PRZYCHODNIA RODZINNA WILCZAKI,461011,BIELICKA 7A/1,85-135,kujawsko-pomorskie,Bydgoszcz,Bydgoszcz,BYDGOSZCZ,17.991754,53.114411,1
489286,839,MEDIC KLINIKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,461011,ŁOCHOWSKIEGO 7A,85-796,kujawsko-pomorskie,Bydgoszcz,Bydgoszcz,BYDGOSZCZ,18.123742,53.152035,1
489287,840,UNIWERSYTECKIE CENTRUM KLINICZNE,461011,MARII SKŁODOWSKIEJ-CURIE 9,85-094,kujawsko-pomorskie,Bydgoszcz,Bydgoszcz,BYDGOSZCZ,18.031592,53.12724300000001,1
489288,841,"NZOZ "" RODZINA """,461011,ALEJE PREZYDENTA LECHA KACZYŃSKIEGO 40,85-806,kujawsko-pomorskie,Bydgoszcz,Bydgoszcz,BYDGOSZCZ,18.052181,53.108373,1
489289,842,"NZOZ ""PRZYCHODNIA DOKTOR""",461011,GAWĘDY 2A,85-792,kujawsko-pomorskie,Bydgoszcz,Bydgoszcz,BYDGOSZCZ,18.152422,53.146997,1
489290,843,"PRZYCHODNIA ""OGRODY""",461011,OGRODY 21,85-870,kujawsko-pomorskie,Bydgoszcz,Bydgoszcz,BYDGOSZCZ,18.037719,53.112078000000004,1
489291,844,PRZYCHODNIA OSOWA,461011,WIELORYBIA 106,85-435,kujawsko-pomorskie,Bydgoszcz,Bydgoszcz,BYDGOSZCZ,17.915177,53.158916000000005,1
