JPT,powiat,70+ lat,12-19 lat,20-39 lat,40-59 lat,60-69 lat,population,total_full,percent full,total_1d,nazwa,wojew,typ_p
JPT_3215023,szczecinecki,621,86,538,959,781,8457,2396,"28,3",2985,Barwice,zachodniopomorskie,<20k
JPT_0605012,janowski,250,29,151,329,222,3227,748,"23,2",981,Batorz,lubelskie,<20k
JPT_2606012,opatowski,366,37,294,537,346,4837,1236,"25,6",1580,Baćkowice,świętokrzyskie,<20k
JPT_2607022,ostrowiecki,325,21,202,365,334,3349,870,26,1247,Bałtów,świętokrzyskie,<20k
JPT_1002022,kutnowski,570,48,446,801,530,5263,1685,32,2395,Bedlno,łódzkie,<20k
JPT_2603012,kazimierski,314,35,286,445,295,3982,1048,"26,3",1375,Bejsce,świętokrzyskie,<20k
JPT_1406012,grójecki,639,105,562,958,562,6440,2153,"33,4",2826,Belsk Duży,mazowieckie,<20k
JPT_1817022,sanocki,257,31,244,395,270,4489,1038,"23,1",1197,Besko,podkarpackie,<20k
JPT_2402022,bielski (śląskie),1043,236,1342,2040,1099,11950,4339,"36,3",5760,Bestwina,śląskie,<20k
JPT_1001011,bełchatowski,3985,784,4772,7396,6878,56419,18937,"33,6",23815,Bełchatów,łódzkie,50k-100k
JPT_0618022,tomaszowski (lubelskie),237,38,185,345,254,3300,789,"23,9",1059,Bełżec,lubelskie,<20k
JPT_0609013,lubelski,1038,148,1194,1693,1138,13167,4552,"34,6",5211,Bełżyce,lubelskie,<20k
JPT_1610013,prudnicki,815,112,665,944,621,10544,2697,"25,6",3157,Biała,opolskie,<20k
JPT_1017012,wieluński,470,60,444,699,420,5396,1768,"32,8",2093,Biała,łódzkie,<20k
JPT_2816013,piski,750,120,744,1188,749,11534,2721,"23,6",3551,Biała Piska,warmińsko-mazurskie,<20k
JPT_0661000,Biała Podlaska,4580,766,4976,7362,5713,56942,19871,"34,9",23397,Biała Podlaska,lubelskie,50k-100k
JPT_0601032,bialski,656,219,1153,1702,832,14542,3655,"25,1",4562,Biała Podlaska,lubelskie,<20k
JPT_1013023,rawski,953,111,770,1254,887,11239,2794,"24,9",3975,Biała Rawska,łódzkie,<20k
JPT_1007012,opoczyński,458,42,345,621,428,5723,1383,"24,2",1894,Białaczów,łódzkie,<20k
JPT_0403012,bydgoski,1372,765,2892,4952,1768,23206,9203,"39,7",11749,Białe Błota,kujawsko-pomorskie,20k-50k
JPT_1401013,białobrzeski,966,213,1068,1616,1036,10236,3707,"36,2",4899,Białobrzegi,mazowieckie,<20k
JPT_1810022,łańcucki,558,65,572,920,531,8733,2310,"26,5",2646,Białobrzegi,podkarpackie,<20k
JPT_3201011,białogardzki,2356,431,1908,3293,2326,23950,8421,"35,2",10314,Białogard,zachodniopomorskie,20k-50k
JPT_0603022,chełmski,239,27,183,283,256,2836,727,"25,6",988,Białopole,lubelskie,<20k
JPT_2005022,hajnowski,294,28,144,288,197,2130,840,"39,4",951,Białowieża,podlaskie,<20k
JPT_3019022,pilski,357,83,394,706,447,4809,1272,"26,5",1987,Białośliwie,wielkopolskie,<20k
JPT_3215033,szczecinecki,427,88,420,654,556,5275,1838,"34,8",2145,Biały Bór,zachodniopomorskie,<20k
JPT_1217022,tatrzański,209,35,307,421,238,7166,880,"12,3",1210,Biały Dunajec,małopolskie,<20k
JPT_2061000,Białystok,28327,4545,30604,41884,25868,296958,119512,"40,2",131228,Białystok,podlaskie,>100k
JPT_1205023,gorlicki,1060,126,980,1506,1035,16742,3991,"23,8",4707,Biecz,małopolskie,<20k
JPT_1429022,sokołowski,340,23,272,441,324,3558,990,"27,8",1400,Bielany,mazowieckie,<20k
JPT_0202011,dzierżoniowski,3211,380,1974,3348,2965,29523,9436,32,11879,Bielawa,dolnośląskie,20k-50k
JPT_1005022,łowicki,554,54,378,700,469,5267,1772,"33,6",2155,Bielawy,łódzkie,<20k
JPT_3212012,pyrzycki,203,53,274,482,264,3142,1006,32,1276,Bielice,zachodniopomorskie,<20k
JPT_2604012,kielecki,604,114,871,1330,775,10260,2830,"27,6",3694,Bieliny,świętokrzyskie,<20k
JPT_1419012,płocki,588,140,859,1303,654,9053,2359,"26,1",3544,Bielsk,mazowieckie,<20k
JPT_2003011,bielski (podlaskie),2182,206,1569,2786,2307,25044,7726,"30,8",9050,Bielsk Podlaski,podlaskie,20k-50k
JPT_2461000,Bielsko-Biała,19708,3354,18341,25676,16787,169756,64512,38,83866,Bielsko-Biała,śląskie,>100k
JPT_1603022,kędzierzyńsko-kozielski,586,95,569,812,545,7895,2145,"27,2",2607,Bierawa,opolskie,<20k
JPT_0214023,oleśnicki,805,118,821,1275,925,9873,3075,"31,1",3944,Bierutów,dolnośląskie,<20k
JPT_2414011,bieruńsko-lędziński,1375,384,2194,2955,1966,19375,6760,"34,9",8874,Bieruń,śląskie,<20k
JPT_3202012,choszczeński,492,79,412,714,504,4666,1712,"36,7",2201,Bierzwnik,zachodniopomorskie,<20k
JPT_3209022,koszaliński,480,121,707,1237,670,7199,2674,"37,1",3215,Biesiekierz,zachodniopomorskie,<20k
JPT_1437013,żuromiński,409,41,366,542,411,4903,1234,"25,2",1769,Bieżuń,mazowieckie,<20k
JPT_1813012,przemyski,378,36,323,600,418,6470,1288,"19,9",1755,Bircza,podkarpackie,<20k
JPT_1219012,wielicki,636,164,1116,1599,804,10556,3228,"30,6",4319,Biskupice,małopolskie,<20k
JPT_2812022,nowomiejski,613,92,659,1008,692,9319,2258,"24,2",3064,Biskupiec,warmińsko-mazurskie,<20k
JPT_2814023,olsztyński,1579,264,1448,2518,1893,18913,5794,"30,6",7702,Biskupiec,warmińsko-mazurskie,<20k
JPT_0602042,biłgorajski,310,29,226,394,321,3717,1000,"26,9",1280,Biszcza,lubelskie,<20k
JPT_2801043,bartoszycki,472,83,433,767,618,6198,1709,"27,6",2373,Bisztynek,warmińsko-mazurskie,<20k
JPT_0602011,biłgorajski,2422,332,1751,2984,2263,26114,8004,"30,7",9752,Biłgoraj,lubelskie,20k-50k
JPT_2404013,częstochowski,1292,245,1202,1971,1393,12831,4674,"36,4",6103,Blachownia,śląskie,<20k
JPT_0803012,międzyrzecki,387,77,414,614,432,4281,1597,"37,3",1924,Bledzew,lubuskie,<20k
JPT_3007012,kaliski,682,139,875,1418,805,9932,2702,"27,2",3919,Blizanów,wielkopolskie,<20k
JPT_2610022,skarżyski,696,56,536,937,648,7995,2167,"27,1",2873,Bliżyn,świętokrzyskie,<20k
JPT_3209033,koszaliński,724,132,704,1210,881,8857,3073,"34,7",3651,Bobolice,zachodniopomorskie,<20k
JPT_1205033,gorlicki,568,82,624,994,580,9805,2219,"22,6",2848,Bobowa,małopolskie,<20k
JPT_2213042,starogardzki,157,49,239,377,184,3199,677,"21,2",1006,Bobowo,pomorskie,<20k
JPT_0802022,krośnieński (lubuskie),260,68,270,466,308,3161,967,"30,6",1372,Bobrowice,lubuskie,<20k
JPT_2401042,będziński,1387,332,1322,2308,1330,12122,5655,"46,7",6679,Bobrowniki,śląskie,<20k
JPT_0408022,lipnowski,193,39,265,458,235,3093,937,"30,3",1190,Bobrowniki,kujawsko-pomorskie,<20k
JPT_0402022,brodnicki,448,96,502,775,508,6337,1533,"24,2",2329,Bobrowo,kujawsko-pomorskie,<20k
JPT_1201011,bocheński,2932,607,3119,4481,2741,29554,10443,"35,3",13880,Bochnia,małopolskie,20k-50k
JPT_1419022,płocki,732,117,742,1185,792,8152,2571,"31,5",3568,Bodzanów,mazowieckie,<20k
JPT_2607032,ostrowiecki,1241,200,986,1794,1280,13177,4105,"31,2",5501,Bodzechów,świętokrzyskie,<20k
JPT_2604023,kielecki,706,81,876,1268,845,11426,2702,"23,6",3776,Bodzentyn,świętokrzyskie,<20k
JPT_0225033,zgorzelecki,1758,252,1666,3205,2145,22633,7461,33,9026,Bogatynia,dolnośląskie,20k-50k
JPT_0801022,gorzowski,518,133,606,1062,570,7122,2443,"34,3",2889,Bogdaniec,lubuskie,<20k
JPT_2612012,staszowski,658,69,657,971,639,7641,2301,"30,1",2994,Bogoria,świętokrzyskie,<20k
JPT_1816033,rzeszowski,1502,263,1731,2620,1363,20916,6748,"32,3",7479,Boguchwała,podkarpackie,20k-50k
JPT_0221011,wałbrzyski,1408,197,1145,1867,1528,15154,5005,33,6145,Boguszów-Gorce,dolnośląskie,<20k
JPT_1416032,ostrowski (mazowieckie),248,26,182,308,227,2558,743,29,991,Boguty-Pianki,mazowieckie,<20k
JPT_0809022,zielonogórski,286,33,256,427,317,3282,1106,"33,7",1319,Bojadła,lubuskie,<20k
JPT_3022013,rawicki,776,139,758,1200,785,8710,2602,"29,9",3658,Bojanowo,wielkopolskie,<20k
JPT_1818022,stalowowolski,300,51,289,476,322,7621,1138,"14,9",1438,Bojanów,podkarpackie,<20k
JPT_2414042,bieruńsko-lędziński,489,178,984,1338,623,8045,2826,"35,1",3612,Bojszowy,śląskie,<20k
JPT_3210022,myśliborski,174,40,202,329,221,2846,762,"26,8",966,Boleszkowice,zachodniopomorskie,<20k
JPT_1204012,dąbrowski,192,10,118,228,150,2586,556,"21,5",698,Bolesław,małopolskie,<20k
JPT_1212032,olkuski,820,146,685,1157,741,7727,2865,"37,1",3549,Bolesław,małopolskie,<20k
JPT_0201011,bolesławiecki,4699,481,3224,4843,3940,38486,14767,"38,4",17187,Bolesławiec,dolnośląskie,20k-50k
JPT_1018012,wieruszowski,335,43,325,519,353,4075,1187,"29,1",1575,Bolesławiec,łódzkie,<20k
JPT_1015012,skierniewicki,381,56,383,571,366,4026,1390,"34,5",1757,Bolimów,łódzkie,<20k
JPT_0205023,jaworski,882,169,703,1222,1034,10311,3271,"31,7",4010,Bolków,dolnośląskie,<20k
JPT_0418032,włocławski,329,64,341,515,262,3346,961,"28,7",1511,Boniewo,kujawsko-pomorskie,<20k
JPT_3004013,gostyński,554,83,553,945,632,7441,1998,"26,9",2767,Borek Wielkopolski,wielkopolskie,<20k
JPT_0615022,radzyński,382,45,284,540,401,5961,1225,"20,6",1652,Borki,lubelskie,<20k
JPT_1423012,przysuski,394,31,323,506,379,4234,1189,"28,1",1633,Borkowice,mazowieckie,<20k
JPT_3215043,szczecinecki,1078,196,756,1338,949,9840,3467,"35,2",4317,Borne Sulinowo,zachodniopomorskie,<20k
JPT_2407022,lubliniecki,272,51,280,434,268,3449,972,"28,2",1305,Boronów,śląskie,<20k
JPT_1811022,mielecki,419,44,408,560,374,5490,1432,"26,1",1805,Borowa,podkarpackie,<20k
JPT_1403032,garwoliński,402,63,472,691,420,5231,1393,"26,6",2048,Borowie,mazowieckie,<20k
JPT_0609022,lubelski,255,33,231,389,257,3777,954,"25,3",1165,Borzechów,lubelskie,<20k
JPT_2201012,bytowski,162,25,248,359,190,3399,650,"19,1",984,Borzytuchom,pomorskie,<20k
JPT_1202012,brzeski (małopolskie),569,72,572,904,555,8267,2047,"24,8",2672,Borzęcin,małopolskie,<20k
JPT_0217012,strzeliński,461,116,523,848,502,5238,1722,"32,9",2450,Borów,dolnośląskie,<20k
JPT_2003042,bielski (podlaskie),486,23,218,397,278,4099,1146,28,1402,Boćki,podlaskie,<20k
JPT_3008022,kępiński,460,104,572,832,495,6084,1867,"30,7",2463,Bralin,wielkopolskie,<20k
JPT_1602022,głubczycki,663,108,524,977,698,6363,2678,"42,1",2970,Branice,opolskie,<20k
JPT_2802011,braniewski,1458,294,1826,2545,1668,16974,6317,"37,2",7791,Braniewo,warmińsko-mazurskie,<20k
JPT_2003021,bielski (podlaskie),328,33,264,420,343,3694,1239,"33,5",1388,Brańsk,podlaskie,<20k
JPT_1435012,wyszkowski,621,75,505,912,603,8110,1965,"24,2",2716,Brańszczyk,mazowieckie,<20k
JPT_2403042,cieszyński,829,149,834,1282,885,11373,2968,"26,1",3979,Brenna,śląskie,<20k
JPT_1428022,sochaczewski,374,91,393,654,397,4375,1241,"28,4",1909,Brochów,mazowieckie,<20k
JPT_0402011,brodnicki,2596,634,3237,4598,2943,28701,10609,37,14008,Brodnica,kujawsko-pomorskie,20k-50k
JPT_3026012,śremski,309,92,552,731,416,4902,1384,"28,2",2100,Brodnica,wielkopolskie,<20k
JPT_2611022,starachowicki,811,134,783,1350,803,10760,2988,"27,8",3881,Brody,świętokrzyskie,<20k
JPT_0811032,żarski,226,61,274,416,310,3364,1014,"30,1",1287,Brody,lubuskie,<20k
JPT_3205012,gryficki,211,59,308,399,297,3664,892,"24,3",1274,Brojce,zachodniopomorskie,<20k
JPT_1416043,ostrowski (mazowieckie),186,33,182,303,219,2780,746,"26,8",923,Brok,mazowieckie,<20k
JPT_3027022,turecki,453,54,427,729,441,5958,1387,"23,3",2104,Brudzew,wielkopolskie,<20k
JPT_1419032,płocki,613,124,672,1145,619,8236,2256,"27,4",3173,Brudzeń Duży,mazowieckie,<20k
JPT_2202023,chojnicki,924,183,1230,1831,971,14627,3404,"23,3",5139,Brusy,pomorskie,<20k
JPT_1421033,pruszkowski,2448,852,3707,5455,2516,26812,12006,"44,8",14978,Brwinów,mazowieckie,20k-50k
JPT_1601011,brzeski (opolskie),3793,403,2838,4143,3166,35226,12503,"35,5",14343,Brzeg,opolskie,20k-50k
JPT_0222013,wołowski,1598,255,1575,2365,1653,16093,6528,"40,6",7446,Brzeg Dolny,dolnośląskie,<20k
JPT_1202023,brzeski (małopolskie),2733,535,3172,4533,2807,36264,10383,"28,6",13780,Brzesko,małopolskie,20k-50k
JPT_1213023,oświęcimski,1959,421,2181,3331,2364,21103,7903,"37,4",10256,Brzeszcze,małopolskie,20k-50k
JPT_1021011,brzeziński,1138,174,1101,1749,1169,12365,4320,"34,9",5331,Brzeziny,łódzkie,<20k
JPT_3007022,kaliski,390,49,340,554,350,5792,1186,"20,5",1683,Brzeziny,wielkopolskie,<20k
JPT_0418043,włocławski,856,189,1015,1801,1002,11352,3848,"33,9",4863,Brześć Kujawski,kujawsko-pomorskie,<20k
JPT_1218022,wadowicki,717,163,1088,1407,800,10521,3114,"29,6",4175,Brzeźnica,małopolskie,<20k
JPT_0810032,żagański,287,69,366,470,315,3721,1259,"33,8",1507,Brzeźnica,lubuskie,<20k
JPT_1014042,sieradzki,571,66,508,887,500,6379,1880,"29,5",2532,Brzeźnio,łódzkie,<20k
JPT_3216022,świdwiński,205,29,237,359,284,2781,855,"30,7",1114,Brzeżno,zachodniopomorskie,<20k
JPT_1803023,dębicki,649,67,541,928,627,12944,2281,"17,6",2812,Brzostek,podkarpackie,<20k
JPT_0402042,brodnicki,268,49,291,483,283,3828,992,"25,9",1374,Brzozie,kujawsko-pomorskie,<20k
JPT_1802013,brzozowski,1741,298,1758,2798,1859,26553,7624,"28,7",8454,Brzozów,podkarpackie,20k-50k
JPT_0412022,rypiński,420,73,437,624,446,5284,1331,"25,2",2000,Brzuze,kujawsko-pomorskie,<20k
JPT_1805022,jasielski,292,36,344,567,300,6523,1219,"18,7",1539,Brzyska,podkarpackie,<20k
JPT_1006032,łódzki wschodni,425,148,708,1088,531,6761,2330,"34,5",2900,Brójce,łódzkie,<20k
JPT_1014032,sieradzki,312,35,282,426,245,4466,924,"20,7",1300,Brąszewice,łódzkie,<20k
JPT_1003012,łaski,402,51,367,594,423,5095,1444,"28,3",1837,Buczek,łódzkie,<20k
JPT_2402032,bielski (śląskie),886,233,1081,1679,874,11226,3529,"31,4",4753,Buczkowice,śląskie,<20k
JPT_2819012,węgorzewski,247,51,236,383,253,2760,800,29,1170,Budry,warmińsko-mazurskie,<20k
JPT_1016032,tomaszowski (łódzkie),140,20,129,175,149,2161,477,"22,1",613,Budziszewice,łódzkie,<20k
JPT_3001022,chodzieski,581,174,876,1282,854,8494,2319,"27,3",3767,Budzyń,wielkopolskie,<20k
JPT_1215032,suski,530,124,866,1136,597,8902,2143,"24,1",3253,Budzów,małopolskie,<20k
JPT_3021033,poznański,1103,259,1697,2278,1144,12673,4903,"38,7",6481,Buk,wielkopolskie,<20k
JPT_0414012,świecki,333,75,470,674,494,5130,1557,"30,4",2046,Bukowiec,kujawsko-pomorskie,<20k
JPT_1217032,tatrzański,638,104,730,1033,640,13455,2335,"17,4",3145,Bukowina Tatrzańska,małopolskie,<20k
JPT_1212011,olkuski,1056,153,964,1513,1120,9976,3959,"39,7",4806,Bukowno,małopolskie,<20k
JPT_1817032,sanocki,283,33,252,401,311,5463,1006,"18,4",1280,Bukowsko,podkarpackie,<20k
JPT_1419042,płocki,468,77,475,732,432,5472,1431,"26,2",2184,Bulkowo,mazowieckie,<20k
JPT_1014052,sieradzki,510,51,406,725,469,5498,1784,"32,4",2161,Burzenin,łódzkie,<20k
JPT_2601013,buski,3272,392,2806,4770,3161,32005,12124,"37,9",14401,Busko-Zdrój,świętokrzyskie,20k-50k
JPT_0609033,lubelski,1026,155,929,1396,914,11532,3742,"32,4",4420,Bychawa,lubelskie,<20k
JPT_1604013,kluczborski,744,153,830,1190,794,9170,2936,32,3711,Byczyna,opolskie,<20k
JPT_0461000,Bydgoszcz,42726,7620,41144,55217,35813,344091,144022,"41,9",182520,Bydgoszcz,kujawsko-pomorskie,>100k
JPT_1215042,suski,415,62,525,861,392,6895,1622,"23,5",2255,Bystra-Sidzina,małopolskie,<20k
JPT_0208063,kłodzki,1897,221,1209,2066,1860,18607,5825,"31,3",7253,Bystrzyca Kłodzka,dolnośląskie,<20k
JPT_0802032,krośnieński (lubuskie),195,36,202,344,233,2494,803,"32,2",1010,Bytnica,lubuskie,<20k
JPT_2462000,Bytom,16264,3077,15652,23096,14360,163255,58109,"35,6",72449,Bytom,śląskie,>100k
JPT_0804023,nowosolski,472,87,429,748,537,5376,1858,"34,6",2273,Bytom Odrzański,lubuskie,<20k
JPT_0411022,radziejowski,367,57,316,570,340,3411,1224,"35,9",1650,Bytoń,kujawsko-pomorskie,<20k
JPT_2201023,bytowski,2007,396,2207,3354,2345,25372,7789,"30,7",10309,Bytów,pomorskie,20k-50k
JPT_0401052,aleksandrowski,393,44,367,542,388,4187,1267,"30,3",1734,Bądkowo,kujawsko-pomorskie,<20k
JPT_1016022,tomaszowski (łódzkie),317,31,268,439,297,3253,1007,31,1352,Będków,łódzkie,<20k
JPT_2401011,będziński,6305,1264,5686,9551,5970,56008,24301,"43,4",28776,Będzin,śląskie,50k-100k
JPT_3209012,koszaliński,605,143,763,1237,882,8639,2906,"33,6",3630,Będzino,zachodniopomorskie,<20k
JPT_1014023,sieradzki,1293,157,1074,1792,1137,14373,3941,"27,4",5453,Błaszki,łódzkie,<20k
JPT_1816023,rzeszowski,833,97,618,1073,601,10835,2759,"25,5",3222,Błażowa,podkarpackie,<20k
JPT_1432013,warszawski zachodni,2266,642,2800,4070,2120,21610,9464,"43,8",11898,Błonie,mazowieckie,20k-50k
JPT_1406022,grójecki,675,110,563,939,625,7357,2108,"28,7",2912,Błędów,mazowieckie,<20k
JPT_2204022,gdański,417,126,708,1074,590,6986,2336,"33,4",2915,Cedry Wielkie,pomorskie,<20k
JPT_3206023,gryfiński,329,68,411,615,400,4168,1400,"33,6",1823,Cedynia,zachodniopomorskie,<20k
JPT_1412042,miński,575,83,573,909,674,6072,2282,"37,6",2814,Cegłów,mazowieckie,<20k
JPT_0416012,tucholski,455,108,599,835,608,6901,2001,29,2605,Cekcyn,kujawsko-pomorskie,<20k
JPT_3007032,kaliski,420,55,367,660,401,4767,1323,"27,8",1903,Ceków-Kolonia,wielkopolskie,<20k
JPT_1417032,otwocki,999,242,1372,1974,1100,11701,4164,"35,6",5687,Celestynów,mazowieckie,<20k
JPT_1429032,sokołowski,233,16,138,270,185,2126,642,"30,2",842,Ceranów,mazowieckie,<20k
JPT_2208032,lęborski,397,106,683,875,541,7621,1893,"24,8",2602,Cewice,pomorskie,<20k
JPT_1208012,miechowski,801,126,748,1074,760,7377,2725,"36,9",3509,Charsznica,małopolskie,<20k
JPT_0662000,Chełm,6097,813,4599,8207,6561,61135,21557,"35,3",26277,Chełm,lubelskie,50k-100k
JPT_0603032,chełmski,806,151,958,1741,986,15099,3656,"24,2",4642,Chełm,lubelskie,<20k
JPT_2414052,bieruńsko-lędziński,511,110,771,978,507,6403,2178,34,2877,Chełm Śląski,śląskie,<20k
JPT_1213033,oświęcimski,1348,264,1346,2155,1273,12837,5002,39,6386,Chełmek,małopolskie,<20k
JPT_1210022,nowosądecki,1336,357,2470,3436,1719,28959,7195,"24,8",9318,Chełmiec,małopolskie,20k-50k
JPT_0404011,chełmiński,1941,453,1910,3028,2063,19205,7351,"38,3",9395,Chełmno,kujawsko-pomorskie,<20k
JPT_0415011,toruński,1193,304,1419,2235,1406,14362,4924,"34,3",6557,Chełmża,kujawsko-pomorskie,<20k
JPT_1430012,szydłowiecki,411,25,352,560,427,5865,1174,20,1775,Chlewiska,mazowieckie,<20k
JPT_2604043,kielecki,988,108,884,1379,845,11170,3357,"30,1",4204,Chmielnik,świętokrzyskie,<20k
JPT_1816042,rzeszowski,418,83,479,717,381,6968,1862,"26,7",2078,Chmielnik,podkarpackie,<20k
JPT_2205012,kartuski,444,126,627,874,482,7872,1892,24,2553,Chmielno,pomorskie,<20k
JPT_0418052,włocławski,618,101,729,1107,735,7910,2340,"29,6",3290,Choceń,kujawsko-pomorskie,<20k
JPT_0216013,polkowicki,943,151,941,1523,1203,12721,3786,"29,8",4761,Chocianów,dolnośląskie,<20k
JPT_3214023,stargardzki,461,99,556,861,636,5733,1949,34,2613,Chociwel,zachodniopomorskie,<20k
JPT_3020013,pleszewski,383,36,330,623,373,4741,1291,"27,2",1745,Chocz,wielkopolskie,<20k
JPT_2215042,wejherowski,380,78,431,676,550,5446,1583,"29,1",2115,Choczewo,pomorskie,<20k
JPT_0418063,włocławski,480,59,466,745,528,5972,1755,"29,4",2278,Chodecz,kujawsko-pomorskie,<20k
JPT_0612012,opolski (lubelskie),470,66,396,658,405,6536,1672,"25,6",1995,Chodel,lubelskie,<20k
JPT_3001011,chodzieski,2171,436,1932,3035,2079,18229,6637,"36,4",9653,Chodzież,wielkopolskie,<20k
JPT_3009032,kolski,296,37,239,420,283,2985,1064,"35,6",1275,Chodów,wielkopolskie,<20k
JPT_3206033,gryfiński,987,183,1104,1868,1308,13616,4101,"30,1",5450,Chojna,zachodniopomorskie,<20k
JPT_2202011,chojnicki,3831,841,3983,5713,4030,39647,13804,"34,8",18398,Chojnice,pomorskie,20k-50k
JPT_0209011,legnicki,1285,174,1041,1774,1528,13236,4704,"35,5",5802,Chojnów,dolnośląskie,<20k
JPT_1807012,krośnieński (podkarpackie),827,102,745,1294,887,13451,3394,"25,2",3855,Chorkówka,podkarpackie,<20k
JPT_2002013,białostocki,1103,189,1402,2304,1305,15781,5657,"35,8",6303,Choroszcz,podlaskie,<20k
JPT_1422023,przasnyski,681,90,621,1134,658,10075,2583,"25,6",3184,Chorzele,mazowieckie,<20k
JPT_2463000,Chorzów,11466,2169,11473,16836,8751,106846,41438,"38,8",50695,Chorzów,śląskie,>100k
JPT_3202023,choszczeński,2175,396,1989,3116,2316,21529,7893,"36,7",9992,Choszczno,zachodniopomorskie,20k-50k
JPT_1409012,lipski,210,9,112,206,201,2333,610,"26,1",738,Chotcza,mazowieckie,<20k
JPT_0408032,lipnowski,234,54,252,364,214,2851,755,"26,5",1118,Chrostkowo,kujawsko-pomorskie,<20k
JPT_1203033,chrzanowski,5387,936,4604,7268,5068,46321,19385,"41,8",23263,Chrzanów,małopolskie,20k-50k
