id,ordinalNumber,facilityName,terc,address,zipCode,wojew,powiat,community,place,lon,lat,facilityType
455148,4108,GABINET ZABIEGOWO-SZCZEPIENNY,2061011,BUKOWSKIEGO 1 LOK. 2,15-066,podlaskie,Białystok,Białystok,BIAŁYSTOK,23.173953,53.132128,1
458360,20079,Karol Kondrat,2061011,brak informacji,00-000,podlaskie,Białystok,Białystok,brak informacji,0.0,0.0,3
455147,4107,GABINET SZCZEPIENNY,2061011,NOWOSIELSKA 34,15-617,podlaskie,Białystok,Białystok,BIAŁYSTOK,23.078291,53.12653100000001,1
455146,4106,GABINET SZCZEPIEŃ,2061011,MICKIEWICZA 14,15-222,podlaskie,Białystok,Białystok,BIAŁYSTOK,23.171079000000002,53.125443999999995,1
455145,4105,PORADNIA LEKARZA POZ,2061011,ANTONIUKOWSKA 11A,15-740,podlaskie,Białystok,Białystok,BIAŁYSTOK,23.136499,53.140181999999996,1
455144,4104,GABINET SZCZEPIEŃ,2061011,TUWIMA 1/2 LOK2,15-746,podlaskie,Białystok,Białystok,BIAŁYSTOK,23.124958,53.138268999999994,1
455154,4114,GABINET DIAGNOSTYCZNO-ZABIEGOWY,2061011,DUBOIS 3 LOK.1,15-349,podlaskie,Białystok,Białystok,BIAŁYSTOK,23.124304000000002,53.108532,1
455165,4125,GABINET ZABIEGOWY,2061011,SIENKIEWICZA 79,15-003,podlaskie,Białystok,Białystok,BIAŁYSTOK,23.171446,53.140372,1
457662,6622,PORADNIA LEKARZA RODZINNEGO,2461011,ARMII KRAJOWEJ 101,43-316,śląskie,Bielsko-Biała,Bielsko-Biała,BIELSKO-BIAŁA (POZ),19.0392917,49.7924992,1
457675,6635,ZESPÓŁ WYJAZDOWY - OBSZAR: 12-3,2461011,JANA SOBIESKIEGO 89/49,43-300,śląskie,Bielsko-Biała,Bielsko-Biała,BIELSKO-BIAŁA,19.025246,49.822385,1
457674,6634,ZESPÓŁ WYJAZDOWY - OBSZAR: 12-2,2461011,JANA SOBIESKIEGO 89/49,43-300,śląskie,Bielsko-Biała,Bielsko-Biała,BIELSKO-BIAŁA,19.024329,49.821274,1
457673,6633,"PUNKT SZCZEPIEŃ POWSZECHNYCH - HALA WIDOWISKOWA BBOSIR ""POD DĘBOWCEM""",2461011,KARBOWA 26,43-300,śląskie,Bielsko-Biała,Bielsko-Biała,BIELSKO-BIAŁA,19.022246112355898,49.7857857712296,2
457672,6632,CENTRUM SZCZEPIEŃ BURY,2461011,CICHA 2,43-300,śląskie,Bielsko-Biała,Bielsko-Biała,BIELSKO-BIAŁA,19.0484635700288,49.815290007669105,1
457661,6621,"CENTRUM OPIEKI MEDYCZNEJ ""MED WORK"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",2461011,FILAROWA 50,43-300,śląskie,Bielsko-Biała,Bielsko-Biała,BIELSKO-BIAŁA,19.033472,49.832972999999996,1
457660,6620,PUNKT SZCZEPIEŃ,2461011,MORSKIE OKO 23,43-316,śląskie,Bielsko-Biała,Bielsko-Biała,BIELSKO-BIAŁA,19.031018,49.804352,1
457659,6619,PORADNIA LEKARZA POZ,2461011,REYMONTA 5,43-300,śląskie,Bielsko-Biała,Bielsko-Biała,BIELSKO-BIAŁA,19.043512,49.810068,1
457664,6624,"NIEPUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ PRZYCHODNIA LEKARSKA ""IKAR""SP. Z O.O.",2461011,IKARA 6,43-300,śląskie,Bielsko-Biała,Bielsko-Biała,BIELSKO-BIAŁA,18.999222,49.811756,1
457657,6617,GABINET LEKARZA RODZINNEGO,2461011,KOMOROWICKA 314,43-346,śląskie,Bielsko-Biała,Bielsko-Biała,BIELSKO-BIAŁA,19.042769,49.855367,1
457656,6616,"NZOZ CENTRUM LEKARSKIE ""ALFA"" - OPIEKA AMBULATORYJNA",2461011,GRAŻYNY 9,43-300,śląskie,Bielsko-Biała,Bielsko-Biała,BIELSKO-BIAŁA,19.035078,49.811518,1
457655,6615,PORADNIA LEKARZA POZ STRACONKA,2461011,STRACONKI 57,43-300,śląskie,Bielsko-Biała,Bielsko-Biała,BIELSKO-BIAŁA,19.061318,49.801108,1
457654,6614,PORADNIA LEKARZA POZ,2461011,KUSTRONIA 40,43-300,śląskie,Bielsko-Biała,Bielsko-Biała,BIELSKO-BIAŁA,19.047627,49.800992,1
457653,6613,ALEKSANDRA KUBICZEK   ANNA KALITA  DOROTA KUBICZEK  SPÓŁKA CYWILNA    NIEPUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ   X-MED,2461011,JANOWICKA 9,43-344,śląskie,Bielsko-Biała,Bielsko-Biała,BIELSKO-BIAŁA,19.087003,49.850283000000005,1
457652,6612,PRZYCHODNIA W BIELSKU - BIAŁEJ,2461011,KOMOROWICKA 79 A,43-300,śląskie,Bielsko-Biała,Bielsko-Biała,BIELSKO-BIAŁA,19.051133,49.838994,1
457651,6611,"NIEPUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ ""JEDYNKA""",2461011,POWSTAŃCÓW ŚLĄSKICH 8,43-300,śląskie,Bielsko-Biała,Bielsko-Biała,BIELSKO-BIAŁA,19.0449342,49.8181148,1
457650,6610,CENTRUM MEDYCZNE CZTERY PORY ROKU,2461011,WŁADYSŁAWA BRONIEWSKIEGO 39,43-300,śląskie,Bielsko-Biała,Bielsko-Biała,BIELSKO-BIAŁA,19.0514157,49.8137949,1
457649,6609,PUNKT SZCZEPIEŃ,2461011,OLSZÓWKA 2,43-300,śląskie,Bielsko-Biała,Bielsko-Biała,BIELSKO-BIAŁA,19.0520601326309,49.793038525719794,1
457663,6623,SZPITAL 2,2461011,STANISŁAWA WYSPIAŃSKIEGO 21,43-300,śląskie,Bielsko-Biała,Bielsko-Biała,BIELSKO-BIAŁA,19.035706,49.823137,1
457648,6608,PUNKT SZCZEPIEŃ,2461011,WIŚNIOWA 7,43-300,śląskie,Bielsko-Biała,Bielsko-Biała,BIELSKO-BIAŁA,19.0162923,49.8162213,1
457646,6606,PORADNIA LEKARZA RODZINNEGO,2461011,ALEJA ARMII KRAJOWEJ 132,43-300,śląskie,Bielsko-Biała,Bielsko-Biała,BIELSKO-BIAŁA,19.034546,49.789592,1
457645,6605,GABINET DIAGNOSTYCZNO-ZABIEGOWY- GYNCENTRUM ODDZIAŁ BIELSKO-BIAŁA,2461011,JANA SOBIESKIEGO 89,43-300,śląskie,Bielsko-Biała,Bielsko-Biała,BIELSKO-BIAŁA,19.024323000000003,49.821506,1
457644,6604,GABINET DIAGNOSTYCZNO-ZABIEGOWY,2461011,CZEREŚNIOWA 22,43-346,śląskie,Bielsko-Biała,Bielsko-Biała,BIELSKO-BIAŁA,19.041798,49.852247999999996,1
457643,6603,PORADNIA (GABINET) LEKARZA PODSTAWOWEJ OPIEKI ZDROWOTNEJ,2461011,PIOTRA SKARGI 9,43-300,śląskie,Bielsko-Biała,Bielsko-Biała,BIELSKO-BIAŁA,19.036306199955,49.8197636010397,1
457665,6625,PUNKT SZCZEPIEŃ,2461011,CIESZYNSKA 413,43-382,śląskie,Bielsko-Biała,Bielsko-Biała,BIELSKO-BIAŁA,18.981354,49.807408,1
457641,6601,PORADNIA LEKARZA POZ,2461011,PSZENNA 11,43-300,śląskie,Bielsko-Biała,Bielsko-Biała,BIELSKO-BIAŁA,19.011574,49.819427000000005,1
457640,6600,PORADNIA LEKARZA RODZINNEGO,2461011,URODZAJNA 37,43-300,śląskie,Bielsko-Biała,Bielsko-Biała,BIELSKO-BIAŁA,19.072126,49.80826,1
457666,6626,PRZYCHODNIA VITA,2461011,STERNICZA 26A,43-300,śląskie,Bielsko-Biała,Bielsko-Biała,BIELSKO-BIAŁA,19.025574,49.808127,1
457667,6627,PUNKT SZCZEPIEŃ,2461011,PIŁSUDSKIEGO 7,43-300,śląskie,Bielsko-Biała,Bielsko-Biała,BIELSKO-BIAŁA,19.0505942,49.825818100000006,1
457668,6628,NZOZ PRZYCHODNIA CENTRUM MEDYCZNE ENERGETYKÓW,2461011,TUWIMA 2,43-300,śląskie,Bielsko-Biała,Bielsko-Biała,BIELSKO-BIAŁA,19.054112,49.813212,1
457669,6629,PUNKT SZCZEPIEŃ,2461011,KARPACKA 24,43-300,śląskie,Bielsko-Biała,Bielsko-Biała,BIELSKO-BIAŁA,19.038707695129197,49.8077189695461,1
457670,6630,PRZYCHODNIA BIELSKO-BIAŁA,2461011,BRONIEWSKIEGO 48,43-300,śląskie,Bielsko-Biała,Bielsko-Biała,BIELSKO-BIAŁA,19.0503827,49.81599779999999,1
457671,6631,SZPITAL WOJEWÓDZKI W BIELSKU-BIAŁEJ,2461011,AL. ARMII KRAJOWEJ 101,43-316,śląskie,Bielsko-Biała,Bielsko-Biała,BIELSKO-BIAŁA (SZPITAL WOJEWÓDZKI),19.0391443580025,49.792977647803,1
457647,6607,NIEPUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ WIELOSPECJALISTYCZNE CENTRUM MEDYCZNE EUROMEDICA SP. Z O. O.,2461011,ŻYWIECKA 142,43-300,śląskie,Bielsko-Biała,Bielsko-Biała,BIELSKO-BIAŁA,19.059537,49.800973,1
457658,6618,PORADNIA POZ,2461011,WILLOWA 2A,43-309,śląskie,Bielsko-Biała,Bielsko-Biała,BIELSKO-BIAŁA,19.059872,49.783848,1
457642,6602,SZPITAL PEDIATRYCZNY W BIELSKU-BIAŁEJ ZESPÓŁ SPECJALISTYCZNYCH PORADNI DZIECIĘCYCH Z DIAGNOSTYKĄ,2461011,SOBIESKIEGO 83,43-300,śląskie,Bielsko-Biała,Bielsko-Biała,BIELSKO-BIAŁA,19.028454999999997,49.820626399999995,1
458328,20035,Łukasz Pluta,2461011,brak informacji,00-000,śląskie,Bielsko-Biała,Bielsko-Biała,brak informacji,0.0,0.0,3
458322,20027,Maciej Krupowies,2461011,brak informacji,00-000,śląskie,Bielsko-Biała,Bielsko-Biała,brak informacji,0.0,0.0,3
458313,20017,Ryszard Sędziak,2461011,brak informacji,00-000,śląskie,Bielsko-Biała,Bielsko-Biała,brak informacji,0.0,0.0,3
451823,783,PRZYCHODNIA TATRZAŃSKA SP. Z O.O.,461011,WITKIEWICZA 1,85-794,kujawsko-pomorskie,Bydgoszcz,Bydgoszcz,BYDGOSZCZ,18.161233,53.160644,1
451855,815,"PRZYCHODNIA ""OGRODY""",461011,OGRODY 21,85-870,kujawsko-pomorskie,Bydgoszcz,Bydgoszcz,BYDGOSZCZ,18.037719,53.112078000000004,1
451856,816,PRZYCHODNIA OSOWA,461011,WIELORYBIA 106,85-435,kujawsko-pomorskie,Bydgoszcz,Bydgoszcz,BYDGOSZCZ,17.915177,53.158916000000005,1
451857,817,CENTRUM MEDYCZNE GIZIŃSCY,461011,LEŚNA 9,85-676,kujawsko-pomorskie,Bydgoszcz,Bydgoszcz,BYDGOSZCZ,18.018615,53.137643000000004,1
451858,818,"PRZYCHODNIA ""AKADEMICKA"" W BYDGOSZCZY",461011,KOŁŁĄTAJA 9,85-080,kujawsko-pomorskie,Bydgoszcz,Bydgoszcz,BYDGOSZCZ,18.010894,53.128135,1
451859,819,"CENTRUM MEDYCZNE ""ZACHÓD"" - PRZYCHODNIA",461011,GRUNWALDZKA 138,85-429,kujawsko-pomorskie,Bydgoszcz,Bydgoszcz,BYDGOSZCZ,17.963901999999997,53.135912,1
451860,820,MEDIC KLINIKA - PORADNIA POZ,461011,MELCHIORA WAŃKOWICZA 1,85-796,kujawsko-pomorskie,Bydgoszcz,Bydgoszcz,BYDGOSZCZ,18.129463,53.153853000000005,1
451861,821,NIEPUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ LEKARZ RODZINNY,461011,KACZYŃSKIEGO 40,85-806,kujawsko-pomorskie,Bydgoszcz,Bydgoszcz,BYDGOSZCZ,18.0549574,53.1104031,1
451862,822,NIEPUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ LEKARZ RODZINNY,461011,ŚWIETLICOWA 9,85-884,kujawsko-pomorskie,Bydgoszcz,Bydgoszcz,BYDGOSZCZ,18.1095734,53.0958652,1
451863,823,VITAMED GAŁAJ I CICHOMSKI SPÓŁKA JAWNA,461011,KOŚCIUSZKI 35,85-079,kujawsko-pomorskie,Bydgoszcz,Bydgoszcz,BYDGOSZCZ,18.010998,53.135969499999995,1
451864,824,CENTRUM OPIEKI LECZNICZEJ ATMA MATEUSZ MULARSKI SPÓŁKA JAWNA,461011,KURPIŃSKIEGO 5,85-096,kujawsko-pomorskie,Bydgoszcz,Bydgoszcz,BYDGOSZCZ,18.02822,53.125059,1
451865,825,NIEPUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ KATARZYNA WYSOCKA-NOWAKOWSKA,461011,GAJOWA 17,85-087,kujawsko-pomorskie,Bydgoszcz,Bydgoszcz,BYDGOSZCZ,18.039314,53.122823,1
