Rok;Miesiąc;Rok;Miesiąc;producent;czy_druga_dawka;kat_wiek;kat_zakazenia;plec; ile_osob 
2021;kwiecień;;;Astra Zeneca;Pierwsza dawka;41-50 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;M; 10 
2021;maj;;;Astra Zeneca;Pierwsza dawka;41-50 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;M; 3 
2021;luty;;;Astra Zeneca;Pierwsza dawka;51-60 lat;Brak pozytywnego wyniku COVID;K; 708 
2021;marzec;;;Astra Zeneca;Pierwsza dawka;51-60 lat;Brak pozytywnego wyniku COVID;K; 1 108 
2021;kwiecień;;;Astra Zeneca;Pierwsza dawka;51-60 lat;Brak pozytywnego wyniku COVID;K; 802 
2021;maj;;;Astra Zeneca;Pierwsza dawka;51-60 lat;Brak pozytywnego wyniku COVID;K; 660 
2021;czerwiec;;;Astra Zeneca;Pierwsza dawka;51-60 lat;Brak pozytywnego wyniku COVID;K; 32 
2021;lipiec;;;Astra Zeneca;Pierwsza dawka;51-60 lat;Brak pozytywnego wyniku COVID;K; 92 
2021;sierpień;;;Astra Zeneca;Pierwsza dawka;51-60 lat;Brak pozytywnego wyniku COVID;K; 70 
2021;luty;;;Astra Zeneca;Pierwsza dawka;51-60 lat;Brak pozytywnego wyniku COVID;M; 109 
2021;marzec;;;Astra Zeneca;Pierwsza dawka;51-60 lat;Brak pozytywnego wyniku COVID;M; 383 
2021;kwiecień;;;Astra Zeneca;Pierwsza dawka;51-60 lat;Brak pozytywnego wyniku COVID;M; 1 431 
2021;maj;;;Astra Zeneca;Pierwsza dawka;51-60 lat;Brak pozytywnego wyniku COVID;M; 1 384 
2021;czerwiec;;;Astra Zeneca;Pierwsza dawka;51-60 lat;Brak pozytywnego wyniku COVID;M; 73 
2021;lipiec;;;Astra Zeneca;Pierwsza dawka;51-60 lat;Brak pozytywnego wyniku COVID;M; 113 
2021;sierpień;;;Astra Zeneca;Pierwsza dawka;51-60 lat;Brak pozytywnego wyniku COVID;M; 83 
2021;luty;;;Astra Zeneca;Pierwsza dawka;51-60 lat;do 14 dni po pierwszej dawce;K; 37 
2021;marzec;;;Astra Zeneca;Pierwsza dawka;51-60 lat;do 14 dni po pierwszej dawce;K; 46 
2021;kwiecień;;;Astra Zeneca;Pierwsza dawka;51-60 lat;do 14 dni po pierwszej dawce;K; 14 
2021;maj;;;Astra Zeneca;Pierwsza dawka;51-60 lat;do 14 dni po pierwszej dawce;K; 2 
2021;luty;;;Astra Zeneca;Pierwsza dawka;51-60 lat;do 14 dni po pierwszej dawce;M; 8 
2021;marzec;;;Astra Zeneca;Pierwsza dawka;51-60 lat;do 14 dni po pierwszej dawce;M; 25 
2021;kwiecień;;;Astra Zeneca;Pierwsza dawka;51-60 lat;do 14 dni po pierwszej dawce;M; 31 
2021;maj;;;Astra Zeneca;Pierwsza dawka;51-60 lat;do 14 dni po pierwszej dawce;M; 6 
2021;luty;;;Astra Zeneca;Pierwsza dawka;51-60 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;K; 150 
2021;marzec;;;Astra Zeneca;Pierwsza dawka;51-60 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;K; 102 
2021;kwiecień;;;Astra Zeneca;Pierwsza dawka;51-60 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;K; 11 
2021;maj;;;Astra Zeneca;Pierwsza dawka;51-60 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;K; 3 
2021;luty;;;Astra Zeneca;Pierwsza dawka;51-60 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;M; 18 
2021;marzec;;;Astra Zeneca;Pierwsza dawka;51-60 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;M; 41 
2021;kwiecień;;;Astra Zeneca;Pierwsza dawka;51-60 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;M; 15 
2021;maj;;;Astra Zeneca;Pierwsza dawka;51-60 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;M; 2 
2021;luty;;;Astra Zeneca;Pierwsza dawka;61-70 lat;Brak pozytywnego wyniku COVID;K; 54 
2021;marzec;;;Astra Zeneca;Pierwsza dawka;61-70 lat;Brak pozytywnego wyniku COVID;K; 2 688 
2021;kwiecień;;;Astra Zeneca;Pierwsza dawka;61-70 lat;Brak pozytywnego wyniku COVID;K; 3 278 
2021;maj;;;Astra Zeneca;Pierwsza dawka;61-70 lat;Brak pozytywnego wyniku COVID;K; 662 
2021;czerwiec;;;Astra Zeneca;Pierwsza dawka;61-70 lat;Brak pozytywnego wyniku COVID;K; 43 
2021;lipiec;;;Astra Zeneca;Pierwsza dawka;61-70 lat;Brak pozytywnego wyniku COVID;K; 57 
2021;sierpień;;;Astra Zeneca;Pierwsza dawka;61-70 lat;Brak pozytywnego wyniku COVID;K; 39 
2021;luty;;;Astra Zeneca;Pierwsza dawka;61-70 lat;Brak pozytywnego wyniku COVID;M; 25 
2021;marzec;;;Astra Zeneca;Pierwsza dawka;61-70 lat;Brak pozytywnego wyniku COVID;M; 2 263 
2021;kwiecień;;;Astra Zeneca;Pierwsza dawka;61-70 lat;Brak pozytywnego wyniku COVID;M; 3 649 
2021;maj;;;Astra Zeneca;Pierwsza dawka;61-70 lat;Brak pozytywnego wyniku COVID;M; 902 
2021;czerwiec;;;Astra Zeneca;Pierwsza dawka;61-70 lat;Brak pozytywnego wyniku COVID;M; 35 
2021;lipiec;;;Astra Zeneca;Pierwsza dawka;61-70 lat;Brak pozytywnego wyniku COVID;M; 67 
2021;sierpień;;;Astra Zeneca;Pierwsza dawka;61-70 lat;Brak pozytywnego wyniku COVID;M; 55 
2021;luty;;;Astra Zeneca;Pierwsza dawka;61-70 lat;do 14 dni po pierwszej dawce;K; 2 
2021;marzec;;;Astra Zeneca;Pierwsza dawka;61-70 lat;do 14 dni po pierwszej dawce;K; 139 
2021;kwiecień;;;Astra Zeneca;Pierwsza dawka;61-70 lat;do 14 dni po pierwszej dawce;K; 115 
2021;maj;;;Astra Zeneca;Pierwsza dawka;61-70 lat;do 14 dni po pierwszej dawce;K; 4 
2021;luty;;;Astra Zeneca;Pierwsza dawka;61-70 lat;do 14 dni po pierwszej dawce;M; 1 
2021;marzec;;;Astra Zeneca;Pierwsza dawka;61-70 lat;do 14 dni po pierwszej dawce;M; 218 
2021;kwiecień;;;Astra Zeneca;Pierwsza dawka;61-70 lat;do 14 dni po pierwszej dawce;M; 158 
2021;luty;;;Astra Zeneca;Pierwsza dawka;61-70 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;K; 16 
2021;marzec;;;Astra Zeneca;Pierwsza dawka;61-70 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;K; 171 
2021;kwiecień;;;Astra Zeneca;Pierwsza dawka;61-70 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;K; 72 
2021;maj;;;Astra Zeneca;Pierwsza dawka;61-70 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;K; 3 
2021;luty;;;Astra Zeneca;Pierwsza dawka;61-70 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;M; 9 
2021;marzec;;;Astra Zeneca;Pierwsza dawka;61-70 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;M; 177 
2021;kwiecień;;;Astra Zeneca;Pierwsza dawka;61-70 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;M; 122 
2021;maj;;;Astra Zeneca;Pierwsza dawka;61-70 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;M; 5 
2021;marzec;;;Astra Zeneca;Pierwsza dawka;71-80 lat;Brak pozytywnego wyniku COVID;K; 12 
2021;kwiecień;;;Astra Zeneca;Pierwsza dawka;71-80 lat;Brak pozytywnego wyniku COVID;K; 10 
2021;maj;;;Astra Zeneca;Pierwsza dawka;71-80 lat;Brak pozytywnego wyniku COVID;K; 2 
2021;czerwiec;;;Astra Zeneca;Pierwsza dawka;71-80 lat;Brak pozytywnego wyniku COVID;K; 3 
2021;lipiec;;;Astra Zeneca;Pierwsza dawka;71-80 lat;Brak pozytywnego wyniku COVID;K; 4 
2021;sierpień;;;Astra Zeneca;Pierwsza dawka;71-80 lat;Brak pozytywnego wyniku COVID;K; 1 
2021;marzec;;;Astra Zeneca;Pierwsza dawka;71-80 lat;Brak pozytywnego wyniku COVID;M; 5 
2021;kwiecień;;;Astra Zeneca;Pierwsza dawka;71-80 lat;Brak pozytywnego wyniku COVID;M; 10 
2021;maj;;;Astra Zeneca;Pierwsza dawka;71-80 lat;Brak pozytywnego wyniku COVID;M; 5 
2021;czerwiec;;;Astra Zeneca;Pierwsza dawka;71-80 lat;Brak pozytywnego wyniku COVID;M; 1 
2021;lipiec;;;Astra Zeneca;Pierwsza dawka;71-80 lat;Brak pozytywnego wyniku COVID;M; 2 
2021;sierpień;;;Astra Zeneca;Pierwsza dawka;71-80 lat;Brak pozytywnego wyniku COVID;M; 2 
2021;marzec;;;Astra Zeneca;Pierwsza dawka;71-80 lat;do 14 dni po pierwszej dawce;K; 2 
2021;kwiecień;;;Astra Zeneca;Pierwsza dawka;71-80 lat;do 14 dni po pierwszej dawce;M; 1 
2021;maj;;;Astra Zeneca;Pierwsza dawka;71-80 lat;do 14 dni po pierwszej dawce;M; 1 
2021;marzec;;;Astra Zeneca;Pierwsza dawka;71-80 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;M; 2 
2021;marzec;;;Astra Zeneca;Pierwsza dawka;81-90 lat;Brak pozytywnego wyniku COVID;K; 4 
2021;kwiecień;;;Astra Zeneca;Pierwsza dawka;81-90 lat;Brak pozytywnego wyniku COVID;K; 3 
2021;maj;;;Astra Zeneca;Pierwsza dawka;81-90 lat;Brak pozytywnego wyniku COVID;K; 1 
2021;czerwiec;;;Astra Zeneca;Pierwsza dawka;81-90 lat;Brak pozytywnego wyniku COVID;K; 1 
2021;sierpień;;;Astra Zeneca;Pierwsza dawka;81-90 lat;Brak pozytywnego wyniku COVID;K; 1 
2021;marzec;;;Astra Zeneca;Pierwsza dawka;81-90 lat;Brak pozytywnego wyniku COVID;M; 1 
2021;kwiecień;;;Astra Zeneca;Pierwsza dawka;81-90 lat;Brak pozytywnego wyniku COVID;M; 1 
2021;lipiec;;;Astra Zeneca;Pierwsza dawka;81-90 lat;Brak pozytywnego wyniku COVID;M; 1 
2021;marzec;;;Astra Zeneca;Pierwsza dawka;81-90 lat;powyżej 14 dni po pierwszej dawce, przed drugą dawką;M; 1 
2021;marzec;;;Astra Zeneca;Pierwsza dawka;91< lat;Brak pozytywnego wyniku COVID;K; 3 
2021;kwiecień;;;Astra Zeneca;Pierwsza dawka;91< lat;Brak pozytywnego wyniku COVID;K; 1 
2021;lipiec;;;Astra Zeneca;Pierwsza dawka;91< lat;Brak pozytywnego wyniku COVID;K; 1 
2021;marzec;;;Astra Zeneca;Pierwsza dawka;91< lat;Brak pozytywnego wyniku COVID;M; 3 
2021;luty;;;Astra Zeneca;Pierwsza dawka;BD;Brak pozytywnego wyniku COVID;; 14 
2021;marzec;;;Astra Zeneca;Pierwsza dawka;BD;Brak pozytywnego wyniku COVID;; 347 
2021;kwiecień;;;Astra Zeneca;Pierwsza dawka;BD;Brak pozytywnego wyniku COVID;; 54 
2021;maj;;;Astra Zeneca;Pierwsza dawka;BD;Brak pozytywnego wyniku COVID;; 177 
2021;czerwiec;;;Astra Zeneca;Pierwsza dawka;BD;Brak pozytywnego wyniku COVID;; 20 
2021;lipiec;;;Astra Zeneca;Pierwsza dawka;BD;Brak pozytywnego wyniku COVID;; 32 
2021;sierpień;;;Astra Zeneca;Pierwsza dawka;BD;Brak pozytywnego wyniku COVID;; 22 
2021;sierpień;2021;sierpień;Astra Zeneca;Druga dawka;BD;Brak pozytywnego wyniku COVID;K; 1 
2021;maj;2021;maj;Astra Zeneca;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;K; 18 
2021;czerwiec;2021;czerwiec;Astra Zeneca;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;K; 53 
2021;lipiec;2021;lipiec;Astra Zeneca;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;K; 29 
2021;sierpień;2021;sierpień;Astra Zeneca;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;K; 2 
2021;luty;2021;marzec;Astra Zeneca;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;K; 1 
2021;luty;2021;kwiecień;Astra Zeneca;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;K; 67 
2021;luty;2021;maj;Astra Zeneca;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;K; 120 
2021;luty;2021;czerwiec;Astra Zeneca;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;K; 3 
2021;luty;2021;sierpień;Astra Zeneca;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;K; 1 
2021;marzec;2021;kwiecień;Astra Zeneca;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;K; 13 
2021;marzec;2021;maj;Astra Zeneca;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;K; 1 583 
2021;marzec;2021;czerwiec;Astra Zeneca;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;K; 2 699 
2021;marzec;2021;lipiec;Astra Zeneca;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;K; 48 
2021;marzec;2021;sierpień;Astra Zeneca;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;K; 13 
2021;kwiecień;2021;maj;Astra Zeneca;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;K; 149 
2021;kwiecień;2021;czerwiec;Astra Zeneca;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;K; 711 
2021;kwiecień;2021;lipiec;Astra Zeneca;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;K; 290 
2021;kwiecień;2021;sierpień;Astra Zeneca;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;K; 11 
2021;maj;2021;maj;Astra Zeneca;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;K; 5 
2021;maj;2021;czerwiec;Astra Zeneca;Druga dawka;11-20 lat;Brak pozytywnego wyniku COVID;K; 5 857 
