Report Date,School Name,Address,County,Daily Cases,Eircode,location,Long,Lat,type
31.03.2021,Coláiste Mhuire,"Cabra, D7",Dublin,1,D07CY97,"Coláiste Mhuire, Ratoath Road, Cabra West, Blanchardstown ED, Dublin, County Dublin, Leinster, D07 AYW1, Éire / Ireland",-6.302669356522422,53.3660484,SA
31.03.2021,St Gerald's College,Castlebar,Mayo,1,F23WV66,"St Geralds College, Newport Road, Castlebar Urban ED, Castlebar Municipal District, County Mayo, Connacht, F23 WF90, Éire / Ireland",-9.3082698935069,53.85682855,SA
31.03.2021,Holy Child Pre-School,"Mountjoy, D1",Dublin,1,D01F228,"<[OK] Osm - Geocode [Mountjoy, Mountjoy Square, Mountjoy B ED, Dublin, County Dublin, Leinster, D01 K286, Éire / Ireland]>",-6.2576884,53.3564398,AC
31.03.2021,Little Acorns Community Playschool,Headford,Galway,1,"53.44200487084813, -9.041869433822088","<[OK] Osm - Geocode [Headford, Tuam Municipal District, County Galway, Connacht, Éire / Ireland]>",-9.1070527,53.4693403,AC
30.03.2021,Gardiner Street Convent,"Belvedere Court, D1",Dublin,1,D01H9C5,"<[OK] Osm - Geocode [Belvedere Court, Mountjoy B ED, Dublin, Dublin 1, Leinster, D01 K286, Éire / Ireland]>",-6.2586226,53.3578991,AC
30.03.2021,Parteen NS,Parteen,Clare,1,V94EY64,"Tesco, R463, Athlunkard, Ballyglass ED, Shannon Municipal District, County Clare, Munster, V94 HXW5, Éire / Ireland",-8.6061595,52.6857093,SA
30.03.2021,CBS Primary School Tralee,Tralee,Kerry,1,V92FD62,"CBS Primary School, Brewery Road, Monavally, Tralee, Tralee Municipal District, County Kerry, Munster, V92 N9FT, Éire / Ireland",-9.699094838664816,52.2727374,SA
30.03.2021,Scoil Bhride,Tullamore,Offaly,1,R35N406,"Scoil Bhride, R443, Tullamore Urban ED, The Municipal District of Tullamore, County Offaly, Leinster, R35 CD82, Éire / Ireland",-7.500412500271249,53.2725889,SA
30.03.2021,Scoil Chrónáin,Rathcoole,Dublin,1,D24YW81,"Scoil Chronain, Main Street, Rathcoole ED, Rathcoole, South Dublin, County Dublin, Leinster, D24 VP03, Éire / Ireland",-6.467713819514099,53.281854949999996,SA
30.03.2021,Tallaght Comm. NS,"Tallaght, D24",Dublin,1,D24YD74,"<[OK] Osm - Geocode [Tallaght, Belgard Square West, Clondalkin ED, Tallaght, South Dublin, County Dublin, Leinster, D24 V6XK, Éire / Ireland]>",-6.3746438,53.2874685,AC
30.03.2021,Bracken Educate Together NS,Balbriggan,Dublin,1,K32YE94,"<[OK] Osm - Geocode [Balbriggan, Fingal, County Dublin, Leinster, K32 TW27, Éire / Ireland]>",-6.1861964,53.609832,AC
30.03.2021,Thornleigh Educate Together National School,Swords,Dublin,1,K67PH68,"Thornleigh Educate Together National School, Ashton Distributor Road, Swords ED, Swords, Fingal, County Dublin, Leinster, K67 V201, Éire / Ireland",-6.233274055509231,53.4724217,SA
30.03.2021,Holywell Educate Together National School,Swords,Dublin,1,K67AP99,"<[OK] Osm - Geocode [Swords, Fingal, County Dublin, Leinster, K67 X8Y2, Éire / Ireland]>",-6.2184562,53.4598264,AC
30.03.2021,St Laurence College,Dublin 18,Dublin,1,D18AK07,"Saint Laurence, Cork Little, Shankill-Shanganagh ED, Shankill, Dún Laoghaire-Rathdown, Dublin 18, Leinster, D18 E285, Éire / Ireland",-6.1175408,53.2215722,SA
30.03.2021,Coláiste Nano Nagle,Limerick City,Limerick,1,V94YW24,"Presentation Secondary School, Sexton Street, Limerick City, The Metropolitan District of Limerick City, County Limerick, Munster, V94 K377, Éire / Ireland",-8.6221819,52.6601725,SA
29.03.2021,Scoil Seanain Naofa,Clonlara,Clare,1,V94FP92,"<[OK] Osm - Geocode [Clonlara, Shannon Municipal District, County Clare, Munster, V94 2N96, Éire / Ireland]>",-8.553889,52.722222,AC
29.03.2021,Scoil Naomh Fiachra,Letterkenny,Donegal,1,F92WD21,"<[OK] Osm - Geocode [Letterkenny Municipal District, County Donegal, Éire / Ireland]>",-7.7354381,54.9517933,AC
29.03.2021,St Patrick's Jnr Mixed,Skerries,Dublin,2,K34D799,"<[OK] Osm - Geocode [Skerries, Fingal, County Dublin, Leinster, K34 KX03, Éire / Ireland]>",-6.1066867,53.5806379,AC
29.03.2021,Parteen NS,Parteen,Clare,1,V94EY64,"Tesco, R463, Athlunkard, Ballyglass ED, Shannon Municipal District, County Clare, Munster, V94 HXW5, Éire / Ireland",-8.6061595,52.6857093,SA
29.03.2021,Scoil Bhride,Kill,Kildare,1,W91PF85,"Scoil Bhríde, Prosperous Road, Clane ED, The Municipal District of Clane — Maynooth, County Kildare, Leinster, W91 X253, Éire / Ireland",-6.693917233194176,53.29089505,S
29.03.2021,St Patrick's NS,Stamullen,Meath,1,K32KR96,"St Patricks, Carrickbrennan Road, Blackrock-Monkstown ED, Dún Laoghaire, Dún Laoghaire-Rathdown, County Dublin, Leinster, A96 HF51, Éire / Ireland",-6.152905495355443,53.2928278,S
29.03.2021,St Paul's NS,Athlone,Westmeath,1,N37E973,"St. Pauls, Church Lane, Ballymore ED, The Municipal District of Athlone — Moate, County Westmeath, Leinster, Éire / Ireland",-7.671262071299725,53.49325835,SA
29.03.2021,St Mark's Sen NS,"Tallaght, D24",Dublin,1,D24FV07,"<[OK] Osm - Geocode [Tallaght, Belgard Square West, Clondalkin ED, Tallaght, South Dublin, County Dublin, Leinster, D24 V6XK, Éire / Ireland]>",-6.3746438,53.2874685,AC
29.03.2021,St Cronan's SNS,Swords,Dublin,1,K67CH99,"<[OK] Osm - Geocode [Swords, Fingal, County Dublin, Leinster, K67 X8Y2, Éire / Ireland]>",-6.2184562,53.4598264,AC
29.03.2021,St Martin De Porres NS,"Tallaght, D24",Dublin,3,D24HF54,"Saint Martin De Porres, Heatherview Road, Aylesbury, Tallaght-Kiltipper ED, Tallaght, South Dublin, Dublin 24, Leinster, D24 P892, Éire / Ireland",-6.366062190358171,53.27650805,S
29.03.2021,St Oliver's Primary School,Drogheda,Louth,1,A92NV26,"Saint Oliver's, Ratoath ED, The Municipal District of Ratoath, County Meath, Leinster, A85 RX50, Éire / Ireland",-6.4689291,53.5006317,S
29.03.2021,Citywest & Saggart Community National School,"Citywest, D24",Dublin,1,D24R920,"<[OK] Osm - Geocode [Citywest, 27, Dawson Street, Dublin, Dublin 2, Leinster, D02 TK33, Éire / Ireland]>",-6.2588127,53.3398632,AC
29.03.2021,Holy Family School For The Deaf,"Cabra, D7",Dublin,1,D07TH79,"<[OK] Osm - Geocode [Cabra, Connaught Street, Cabra East, Cabra East B ED, Dublin, Dublin 7, Leinster, D07 XH2D, Éire / Ireland]>",-6.2817747,53.3641011,AC
29.03.2021,Trinity Primary School,Tuam,Galway,1,"53.5123246387749, -8.847242407691754","Trinity, College Street, Mansion House A ED, Dublin, County Dublin, Leinster, D02 WN62, Éire / Ireland",-6.2582748,53.3453267,S
29.03.2021,St Joseph's Secondary School,Rush,Dublin,1,K56A308,"St Joseph's Secondary School, Convent Lane, Rush, Rush ED, Rush, Fingal, County Dublin, Leinster, K56 ED95, Éire / Ireland",-6.090591663880328,53.520102300000005,SA
29.03.2021,C.B.S. Thurles,Thurles,Tipperary,2,E41HX75,"<[OK] Osm - Geocode [Thurles, The Municipal District of Thurles, County Tipperary, Munster, E41 F838, Éire / Ireland]>",-7.8151008,52.6801547,AC
29.03.2021,Oaklands Comm. College,Edenderry,Offaly,1,R45R727,"Oaklands Community College, JKL Street, Colgan's Bridge, Edenderry Urban ED, The Municipal District of Edenderry, County Offaly, Leinster, R45 X951, Éire / Ireland",-7.062291970392854,53.336981800000004,SA
29.03.2021,Davitt College,Castlebar,Mayo,1,F23VY15,"Davitt College, R373, Gorteendrunagh, Castlebar Urban ED, Castlebar Municipal District, County Mayo, Connacht, F23 RC84, Éire / Ireland",-9.288971604569346,53.8563675,SA
29.03.2021,Early Years Montessori,Stradbally,Laois,2,R32X6T7,"<[OK] Osm - Geocode [Stradbally, The Municipal District of Graiguecullen — Portarlington, County Laois, Leinster, R32 AP83, Éire / Ireland]>",-7.1499661,53.0160548,AC
29.03.2021,ABA Preschool Academy,"Tallaght, D24",Dublin,1,"53.289321387401486, -6.401757034353222","<[OK] Osm - Geocode [Tallaght, Belgard Square West, Clondalkin ED, Tallaght, South Dublin, County Dublin, Leinster, D24 V6XK, Éire / Ireland]>",-6.3746438,53.2874685,AC
28.03.2021,St Columba's GNS with Facility for Deaf Children,Douglas West,Cork,1,T12WK3D,"<[OK] Osm - Geocode [West Douglas Street, Grange, Douglas, Ballincollig - Carrigaline, Cork, County Cork, Munster, T12 RX66, Éire / Ireland]>",-8.4397421,51.8738756,AC
28.03.2021,St Peter's Girls NS,Athlone,Westmeath,1,N37XY50,"<[OK] Osm - Geocode [Athlone, The Municipal District of Athlone — Moate, County Westmeath, Leinster, N37 N1F2, Éire / Ireland]>",-7.942705,53.4230832,AC
28.03.2021,Scoil Naomh Fiachra,Letterkenny,Donegal,1,F92WD21,"<[OK] Osm - Geocode [Letterkenny Municipal District, County Donegal, Éire / Ireland]>",-7.7354381,54.9517933,AC
28.03.2021,Holy Family NS,Rathcoole,Dublin,1,D24XH22,"<[OK] Osm - Geocode [Rathcoole, South Dublin, County Dublin, Leinster, D24 VP03, Éire / Ireland]>",-6.4679425,53.2813003,AC
28.03.2021,Lisaniska NS,Foxford,Mayo,1,F26EY28,"Lisaniska National School, L1317, Mount Falcon ED, Ballina Municipal District, County Mayo, Connacht, F26 H744, Éire / Ireland",-9.154599231343656,54.02658125,S
28.03.2021,Lindsay Road NS,"Glasnevin, D9",Dublin,1,D09YH93,"Lindsay Road, Botanic C ED, Dublin, Dublin 9, Leinster, D09 W8W8, Éire / Ireland",-6.2675702,53.3653408,S
28.03.2021,Dean Kelly NS,Athlone,Westmeath,1,N37X273,"<[OK] Osm - Geocode [Athlone, The Municipal District of Athlone — Moate, County Westmeath, Leinster, N37 N1F2, Éire / Ireland]>",-7.942705,53.4230832,AC
28.03.2021,St Vincent's Primary School,"Glasnevin, D11",Dublin,2,D11HX78,"Saint Vincents primary school, Gerald Griffin Street, Shandon A, Cork, County Cork, Munster, T23 KX72, Éire / Ireland",-8.4768296,51.9056337,S
28.03.2021,Gathabawn NS,Gathabawn,Kilkenny,1,E41WD59,<[ERROR - No results found] Osm - Geocode [empty]>,,,AC
28.03.2021,CRC Special School,"Clontarf, D3",Dublin,3,D03K298,"<[OK] Osm - Geocode [Clontarf, Clontarf East C ED, Dublin, County Dublin, Leinster, D03 P6D0, Éire / Ireland]>",-6.1968538,53.3608138,AC
28.03.2021,S N Iosef Naofa,Roscrea,Tipperary,2,E53Y449,"<[OK] Osm - Geocode [Roscrea, The Municipal District of Thurles, County Tipperary, Munster, Éire / Ireland]>",-7.788687666946512,52.942640999999995,AC
28.03.2021,St Saviours NS,Waterford,Waterford,2,X91Y472,"St Saviour's, Church Road, Kells, County Antrim, Northern Ireland, BT42 3LA, United Kingdom",-6.212370656791146,54.80735955,S
28.03.2021,St Oliver's NS,Killarney,Kerry,1,V93W594,"Saint Oliver's, Ratoath ED, The Municipal District of Ratoath, County Meath, Leinster, A85 RX50, Éire / Ireland",-6.4689291,53.5006317,S
28.03.2021,Scoil Mhuire JNS,"Mulhuddart, D15",Dublin,1,D15F293,"<[OK] Osm - Geocode [Mulhuddart, Navan Road, Blanchardstown ED, Blanchardstown, Fingal, County Dublin, Leinster, D15 X925, Éire / Ireland]>",-6.4134298,53.4060962,AC
28.03.2021,St Bernadette's Junior NS,"Clondalkin, D22",Dublin,1,D22CD39,"<[OK] Osm - Geocode [Clondalkin, South Dublin, County Dublin, Leinster, D22 E9X5, Éire / Ireland]>",-6.3942689,53.3219624,AC
28.03.2021,Gaelscoil Chill Dara,Newbridge,Kildare,1,R56PR22,"Gaelscoil Mhic Aodha, Ruanbeg Drive, Kildare ED, Kildare, County Kildare, Leinster, Éire / Ireland",-6.900793236049919,53.158858050000006,SA
28.03.2021,Holy Family Junior Sch,Portlaoise,Laois,1,R32CY05,"<[OK] Osm - Geocode [Portlaoise, Railway Street, Portlaoise Urban ED, The Municipal District of Portlaoise, County Laois, Leinster, R32 KV20, Éire / Ireland]>",-7.3013754,53.0368853,AC
28.03.2021,Firhouse Educate Together National School,"Firhouse, D24",Dublin,1,D24FW9Y,"Firhouse Educate Together National School, Ballycullen Drive, Knocklyon, Ballycragh, Firhouse Village ED, South Dublin, Dublin 16, Leinster, D24 FW9Y, Éire / Ireland",-6.3374431,53.277,SA
28.03.2021,Malahide / Portmarnock ETNS,Dublin 17,Dublin,1,D17DR97,"<[OK] Osm - Geocode [Dublin 17, Leinster, Éire / Ireland]>",-6.209491170965708,53.400360750000004,AC
28.03.2021,St Louis High School,"Rathmines, D6",Dublin,1,D06F860,"Saint Louis High School, Grosvenor Road, Rathmines and Rathgar West ED, Dublin, County Dublin, Leinster, D06K7P9, Éire / Ireland",-6.270142041210564,53.32167925,SA
28.03.2021,C.B.S. Thurles,Thurles,Tipperary,1,E41HX75,"<[OK] Osm - Geocode [Thurles, The Municipal District of Thurles, County Tipperary, Munster, E41 F838, Éire / Ireland]>",-7.8151008,52.6801547,AC
28.03.2021,Coláiste Choilm,Tullamore,Offaly,1,R35WF97,"Coláiste Choilm, Bachelor's Walk, Tullamore Urban ED, The Municipal District of Tullamore, County Offaly, Leinster, R35 CD82, Éire / Ireland",-7.489876403969247,53.27093755,SA
28.03.2021,St Kevin's Comm. College,Dunlavin,Wicklow,1,W91R971,"Saint Kevins Community College, Fonthill Road North, Lucan-Esker ED, South Dublin, County Dublin, Leinster, D22 AOC1, Éire / Ireland",-6.405826671810335,53.35274805,S
28.03.2021,St Oliver's Comm. College,Drogheda,Louth,1,A92D766,"Saint Oliver's Community College, Marley's Lane, St. Mary's ED, The Borough District of Drogheda, County Louth, Leinster, A92 VW93, Éire / Ireland",-6.378477715877484,53.7133111,SA
28.03.2021,Tarbert Comp. School,Listowel,Kerry,1,V31WD66,"<[OK] Osm - Geocode [Listowel, Listowel Municipal District, County Kerry, Munster, V31 YK58, Éire / Ireland]>",-9.4846811,52.4472298,AC
28.03.2021,The Village Creche,Ballyroan,Laois,3,"52.94998343659174, -7.306356116637714","The Village, Wellpark, Galway Municipal District, Cathair na Gaillimhe, County Galway, Connacht, H91 D3T0, Éire / Ireland",-9.0299681,53.2825314,S
28.03.2021,Coisceimeanna Comm. Childcare* (not a school),Trim,Meath,1,C15Y32F,"<[OK] Osm - Geocode [Trim Castle Keep, Castle Street, Trim Urban ED, The Municipal District of Trim, County Meath, Leinster, Éire / Ireland]>",-6.789775120801938,53.5542857,AC
27.03.2021,St Mochta's NS,Louth Village,Louth,1,A91AE79,"<[OK] Osm - Geocode [Louth, The Municipal District of Ardee, County Louth, Leinster, Éire / Ireland]>",-6.5403319,53.9508294,AC
27.03.2021,Kiladangan NS,Nenagh,Tipperary,1,E45DT27,"<[OK] Osm - Geocode [Nenagh, The Municipal District of Nenagh, County Tipperary, Munster, E45 KT61, Éire / Ireland]>",-8.196667,52.861944,AC
27.03.2021,Culleens NS,Ballina,Mayo,1,F26TF97,"Culleens, Ballina Rural ED, Ballina Municipal District, County Mayo, Connacht, Éire / Ireland",-9.178708476739558,54.145554149999995,SA
27.03.2021,St David's NS,Naas,Kildare,1,W91AE26,"Saint David's, Beaumont, Drumcondra Rural ED, Dublin, Dublin 9, Leinster, D05 Y4T8, Éire / Ireland",-6.2187632,53.3807599,S
27.03.2021,St Patrick's NS,Dalkey,Dublin,1,A96RR04,"St Patrick's, Harbour Road, Bullock, Dalkey-Bullock ED, Dalkey, Dún Laoghaire-Rathdown, County Dublin, Leinster, A96 TP83, Éire / Ireland",-6.103586500179471,53.281624300000004,SA
27.03.2021,Knockanean NS,Ennis,Clare,1,V95FW42,"Knockanean, Doora ED, Ennis Municipal District, County Clare, Munster, V95 XR6W, Éire / Ireland",-8.938191206974086,52.85509765,SA
27.03.2021,Courtenay School,Newcastle West,Limerick,2,V42X343,"Courtenay School, Bishop Court, Newcastle Urban, The Municipal District of Newcastle West, County Limerick, Munster, V42FK68, Éire / Ireland",-9.056940388556363,52.45397245,SA
27.03.2021,Scoil Mhuire Loughegar,Mullingar,Westmeath,1,N91TD95,"<[OK] Osm - Geocode [Mullingar, The Municipal District of Mullingar — Kinnegad, County Westmeath, Leinster, N91 FY58, Éire / Ireland]>",-7.3415454,53.5263035,AC
27.03.2021,St Pius X GNS,"Terenure, D6W",Dublin,1,D6WPN27,"St Pius X, R241, Moville ED, Inishowen Municipal District, County Donegal, F93 YX40, Éire / Ireland",-7.037914958568136,55.1898069,S
27.03.2021,St Colmcille's Jnr NS,"Knocklyon, D16",Dublin,1,D16H337,"<[OK] Osm - Geocode [Knocklyon, Firhouse-Knocklyon ED, South Dublin, Dublin 16, Leinster, Éire / Ireland]>",-6.3181903,53.2838787,AC
27.03.2021,Solas Chriost NS,"Tallaght, D24",Dublin,3,D24C621,"<[OK] Osm - Geocode [Tallaght, Belgard Square West, Clondalkin ED, Tallaght, South Dublin, County Dublin, Leinster, D24 V6XK, Éire / Ireland]>",-6.3746438,53.2874685,AC
27.03.2021,Scoil Eoin Phoil,Tullamore,Offaly,1,R35HN70,"Scoil Eoin Phóil, Ardan View, Tullamore Urban ED, The Municipal District of Tullamore, County Offaly, Leinster, R35 CD82, Éire / Ireland",-7.495799177555882,53.2812593,SA
27.03.2021,St Bernadette's Junior NS,"Clondalkin, D22",Dublin,1,D22CD39,"<[OK] Osm - Geocode [Clondalkin, South Dublin, County Dublin, Leinster, D22 E9X5, Éire / Ireland]>",-6.3942689,53.3219624,AC
27.03.2021,Scoil Náisiúnta Bhríde,Clane,Kildare,1,W91PF77,"Lackagh National School, L21332, Lackaghbeg ED, Athenry-Oranmore Municipal District, County Galway, Connacht, Éire / Ireland",-8.88866195131801,53.3694292,S
27.03.2021,St Kevin's NS,Sallynoggin,Dublin,1,A96W862,"Saint Kevin's, Harrington Street, Portobello, Saint Kevin's, Dublin, Dublin 2, Leinster, DO8 XTN5, Éire / Ireland",-6.2675800341096455,53.332777750000005,S
27.03.2021,Killashee Multi-Denominational NS,NAAS,Kildare,2,W91YV60,"<[OK] Osm - Geocode [Naas, The Municipal District of Naas, County Kildare, Leinster, Éire / Ireland]>",-6.6574093,53.2214677,AC
27.03.2021,Scoil Choilm Comm. NS,"Clonsilla, D15",Dublin,2,D15X582,"Scoil Choilm Community National School, Porterstown Road, Castleknock-Knockmaroon ED, Clonsilla, Fingal, Dublin 15, Leinster, D15 NPY1, Éire / Ireland",-6.408011957432251,53.3760899,S
27.03.2021,Holy Family Senior School,Portlaoise,Laois,1,R32N8C2,"<[OK] Osm - Geocode [Portlaoise, Railway Street, Portlaoise Urban ED, The Municipal District of Portlaoise, County Laois, Leinster, R32 KV20, Éire / Ireland]>",-7.3013754,53.0368853,AC
27.03.2021,St Christopher's NS,"Ballsbridge, D4",Dublin,1,D04FP20,"Saint Christophers, Fatima Avenue, Cranmore, Sligo, Sligo Municipal Borough District, County Sligo, Connacht, F91 P9WV, Éire / Ireland",-8.465957891146711,54.2620772,S
27.03.2021,St Louis High School,"Rathmines, D6",Dublin,1,D06F860,"Saint Louis High School, Grosvenor Road, Rathmines and Rathgar West ED, Dublin, County Dublin, Leinster, D06K7P9, Éire / Ireland",-6.270142041210564,53.32167925,SA
27.03.2021,St Bricin's College,Belturbet,Cavan,1,H14P896,"Saint Bricin's College, Railway Road, Belturbet Urban ED, Cavan-Belturbet Municipal District, County Cavan, H14 FX68, Éire / Ireland",-7.442934153146822,54.0993588,SA
27.03.2021,St Oliver's Comm. College,Drogheda,Louth,1,A92D766,"Saint Oliver's Community College, Marley's Lane, St. Mary's ED, The Borough District of Drogheda, County Louth, Leinster, A92 VW93, Éire / Ireland",-6.378477715877484,53.7133111,SA
26.03.2021,Holy Family NS,Rathcoole,Dublin,1,D24XH22,"<[OK] Osm - Geocode [Rathcoole, South Dublin, County Dublin, Leinster, D24 VP03, Éire / Ireland]>",-6.4679425,53.2813003,AC
26.03.2021,Lisaniska NS,Foxford,Mayo,1,F26EY28,"Lisaniska National School, L1317, Mount Falcon ED, Ballina Municipal District, County Mayo, Connacht, F26 H744, Éire / Ireland",-9.154599231343656,54.02658125,S
26.03.2021,St Patrick's Snr Mixed,Skerries,Dublin,1,K34X751,"<[OK] Osm - Geocode [Skerries, Fingal, County Dublin, Leinster, K34 KX03, Éire / Ireland]>",-6.1066867,53.5806379,AC
26.03.2021,St Patrick's Jnr Mixed,Skerries,Dublin,1,K34D799,"<[OK] Osm - Geocode [Skerries, Fingal, County Dublin, Leinster, K34 KX03, Éire / Ireland]>",-6.1066867,53.5806379,AC
26.03.2021,St Luke's NS,"Tyrrelstown, D15",Dublin,1,D15CH64,"Saint Luke's, Drumcondra Road Lower, Drumcondra, Botanic B ED, Dublin, Dublin 9, Leinster, D09 VX57, Éire / Ireland",-6.255043089407927,53.3677787,S
26.03.2021,"Mary, Help Of Christians G.N.S.",Dublin 7,Dublin,1,D07EH68,"<[OK] Osm - Geocode [Dublin 7, Leinster, Éire / Ireland]>",-6.2844704545646435,53.3605505,AC
26.03.2021,St Paul's NS,Athlone,Westmeath,1,N37E973,"St. Pauls, Church Lane, Ballymore ED, The Municipal District of Athlone — Moate, County Westmeath, Leinster, Éire / Ireland",-7.671262071299725,53.49325835,SA
26.03.2021,St Joseph's NS,Tullamore,Offaly,3,R35PH94,"Saint Joseph's, Clara Road, Tullamore Urban ED, The Municipal District of Tullamore, County Offaly, Leinster, R35 CD82, Éire / Ireland",-7.5059201,53.28379295,SA
26.03.2021,Scoil Naomh Ide,"Clondalkin, D22",Dublin,1,D22ED72,"<[OK] Osm - Geocode [Clondalkin, South Dublin, County Dublin, Leinster, D22 E9X5, Éire / Ireland]>",-6.3942689,53.3219624,AC
26.03.2021,St Martin De Porres NS,"Tallaght, D24",Dublin,1,D24HF54,"Saint Martin De Porres, Heatherview Road, Aylesbury, Tallaght-Kiltipper ED, Tallaght, South Dublin, Dublin 24, Leinster, D24 P892, Éire / Ireland",-6.366062190358171,53.27650805,S
26.03.2021,Drimnagh Castle C.B.S. NS,"Walkinstown, D12",Dublin,1,D12C893,"<[OK] Osm - Geocode [Walkinstown, Tallaght-Tymon ED, Tallaght, South Dublin, Dublin 24, Leinster, Éire / Ireland]>",-6.358213583168933,53.2890582,AC
26.03.2021,Gaelscoil An Longfoirt,Longford Town,Longford,1,N39TW62,"Gaelscoil Longfoirt, L1127, Farranyoogan, Longford Rural ED, Longford Municipal District, County Longford, Leinster, N39 V9W3, Éire / Ireland",-7.800439377479744,53.7153244,S
26.03.2021,Scoil Choilm Comm. NS,"Clonsilla, D15",Dublin,1,D15X582,"Scoil Choilm Community National School, Porterstown Road, Castleknock-Knockmaroon ED, Clonsilla, Fingal, Dublin 15, Leinster, D15 NPY1, Éire / Ireland",-6.408011957432251,53.3760899,S
26.03.2021,Kilcoole Primary School,Kilcoole,Wicklow,4,A63XT71,"Kilcoole, Sea Road, Kilcoole ED, The Municipal District of Greystones, County Wicklow, Leinster, A63 YW71, Éire / Ireland",-6.040974,53.1063282,SA
26.03.2021,Coláiste Bríde,"Clondalkin, D22",Dublin,1,D22C6Y2,"Coláiste Bríde, New Road, Clondalkin ED, Clondalkin, South Dublin, County Dublin, Leinster, D22 V6Y6, Éire / Ireland",-6.388698834365401,53.31766865,SA
26.03.2021,Mount Carmel Secondary School,Dublin 1,Dublin,2,D01W657,"Mount Carmel Secondary School, Dominick Street Lower, Rotunda B ED, Dublin, County Dublin, Leinster, 7, Éire / Ireland",-6.268348938314302,53.352065499999995,SA
26.03.2021,Our Lady Of Mercy Secondary School,"Drimnagh, D12",Dublin,1,D12HT22,"Our Lady of Mercy Secondary School, Ozanam Street, Military Road, Waterford, County Waterford, Munster, X91 P04E, Éire / Ireland",-7.1253896,52.2601954,S
26.03.2021,Presentation Secondary School,Grogan's Road,Wexford,1,Y35XV70,"Presentation Secondary School, Grogans Road, The South End, Wexford No 2 Urban ED, Wexford, County Wexford, Leinster, Y35 D23C, Éire / Ireland",-6.464872634939888,52.3359954,SA
26.03.2021,The Village Creche,Ballyroan,Laois,1,"52.94995757957609, -7.306270285949632","The Village, Wellpark, Galway Municipal District, Cathair na Gaillimhe, County Galway, Connacht, H91 D3T0, Éire / Ireland",-9.0299681,53.2825314,S
25.03.2021,St Mary's National School,"Sandyford, D18",Dublin,1,D18XV90,"Saint Mary's National School, Slate Cabin Lane, Woodside, Dundrum-Sandyford ED, Sandyford, Dún Laoghaire-Rathdown, Dublin 18, Leinster, D18 W5W9, Éire / Ireland",-6.229548528103754,53.26425545,SA
25.03.2021,Mercy Primary School,Birr,Offaly,1,R42TX89,"Mercy Primary School, 614, Crumlin Road, Glencairn, Belfast, County Antrim, Northern Ireland, BT14 7GL, United Kingdom",-5.971321477462574,54.6165757,S
25.03.2021,St Columba's GNS with Facility for Deaf Children,Douglas West,Cork,1,T12WK3D,"<[OK] Osm - Geocode [West Douglas Street, Grange, Douglas, Ballincollig - Carrigaline, Cork, County Cork, Munster, T12 RX66, Éire / Ireland]>",-8.4397421,51.8738756,AC
