Report Date,School Name,Address,County,Daily Cases,Eircode,location,Long,Lat,type
10.05.2021,Kildare Town Comm. School,Kildare Town,Kildare,1,R51D288,"<[OK] Osm - Geocode [Kildare Town, R445, Kildare ED, The Municipal District of Kildare — Newbridge, County Kildare, Leinster, Éire / Ireland]>",-6.9106278,53.1569027,AC
09.05.2021,Coláiste Cois Life,Lucan,Dublin,1,K78Y330,"Colaiste Cois Life, Esker Manor, Lucan ED, Lucan, South Dublin, County Dublin, Leinster, K78 N8X6, Éire / Ireland",-6.43546567580807,53.349423099999996,SA
09.05.2021,Gaelcholáiste Charraig Uí Leighin,Carrigaline,Cork,1,P43YW71,"Gaelcholáiste Charraig Uí Leighin, Windsor Court, Carrigaline ED, Ballincollig - Carrigaline, Carrigaline, County Cork, Munster, P43 XE06, Éire / Ireland",-8.386297700259085,51.8162832,SA
09.05.2021,Gaelscoil Eiscir Riada,Lucan,Dublin,1,K78YX77,"Gaelscoil Eiscir Riada, Griffeen Road, Lucan ED, Lucan, South Dublin, County Dublin, Leinster, K78 N8X6, Éire / Ireland",-6.436399258181559,53.348147749999995,SA
09.05.2021,Kishoge Comm. College,Lucan,Dublin,1,K78DC89,"Kishoge Community College, Thomas Omer Way, Clondalkin-Cappaghmore ED, Clondalkin, South Dublin, Dublin 22, Leinster, K78 DC89, Éire / Ireland",-6.424771405724201,53.336093,SA
09.05.2021,Maryfield College,"Drumcondra, D9",Dublin,1,D09AE64,"Murphy's Transports Ltd., Ballinlough ED C, Cork, County Cork, Munster, T12 EC63, Éire / Ireland",-8.436175648573151,51.88891125,S
09.05.2021,Milford Grange NS,Castletroy,Limerick,1,V94W3W4,"Milford Grange, Castletroy, Ballysimon ED, The Metropolitan District of Limerick City, County Limerick, Munster, V94 NX93, Éire / Ireland",-8.5686843,52.6688556,SA
09.05.2021,St Clare's NS,Ballyjamesduff,Cavan,1,A82XN67,"<[OK] Osm - Geocode [Ballyjamesduff, Ballyjamesduff Municipal District, County Cavan, Éire / Ireland]>",-7.2061572,53.8639055,AC
09.05.2021,St Mary's NS,"Fairview, D3",Dublin,1,D03AH64,"St. Mary's NS, Drumboe Avenue, Stranorlar ED, Lifford-Stranorlar Municipal District, County Donegal, F93 Y27K, Éire / Ireland",-7.7758096,54.8024652,S
09.05.2021,Beaufort College,Navan,Meath,1,C15PY53,"Beaufort College, New Road, Navan Urban ED, The Municipal District of Navan, County Meath, Leinster, C15H6EK, Éire / Ireland",-6.683067666655539,53.64338265,SA
09.05.2021,Coláiste Bhaile Chláir,Claregalway,Galway,1,H91D635,"<[OK] Osm - Geocode [Baile Chláir, Athenry-Oranmore Municipal District, County Galway, Connacht, H91 W9KH, Éire / Ireland]>",-8.9462388,53.3404819,AC
09.05.2021,St Columba's NS,"Glasnevin, D9",Dublin,1,D09YX46,"Saint Columba's, Waterloo Road, Dromore, The Municipal District of Kanturk – Mallow, County Cork, Munster, Éire / Ireland",-8.716810808086983,52.0432438,S
09.05.2021,St Francis College,Rochestown,Cork,1,T12TK82,"Saint Francis, Ballybane Village, Ballybaan, Galway Municipal District, Cathair na Gaillimhe, County Galway, Connacht, H91 F62K, Éire / Ireland",-9.004128952041228,53.28140055,S
09.05.2021,Clonturk College,"Whitehall, D9",Dublin,1,D09W5K6,"Clonturk, Whitehall A ED, Dublin, Dublin 9, Leinster, D09 C7F8, Éire / Ireland",-6.245751593837436,53.38171705,S
09.05.2021,Scoil Bhríde,Rathcormac,Cork,1,P61ER24,"Scoil Bhríde, Prosperous Road, Clane ED, The Municipal District of Clane — Maynooth, County Kildare, Leinster, W91 X253, Éire / Ireland",-6.693917233194176,53.29089505,S
09.05.2021,Árdscoil Rís,"Marino, D9",Dublin,1,D09AK30,"Ardscoil Rís, Malahide Road, Donnycarney, Clontarf West C ED, Dublin, County Dublin, Leinster, D05 Y4T8, Éire / Ireland",-6.226922891181463,53.369752250000005,S
09.05.2021,Coláiste Achadh an Iuir,Virginia,Cavan,1,A82X224,"<[OK] Osm - Geocode [Virginia, Ballyjamesduff Municipal District, County Cavan, A82 X086, Éire / Ireland]>",-7.0809547,53.8347779,AC
09.05.2021,Scoil Santain NS,"Tallaght, D24",Dublin,1,D24TW35,"Scoil Santain, Avonmore Road, New Bawn, Tallaght-Avonbeg ED, Tallaght, South Dublin, Dublin 24, Leinster, D24 TW35, Éire / Ireland",-6.34742141248186,53.284279,S
09.05.2021,St Joseph's Mxd NS,Dublin 3,Dublin,1,D03HF24,"<[OK] Osm - Geocode [Dublin 3, Dublin, Dublin 3, Leinster, Éire / Ireland]>",-6.1854668060000355,53.361223100000004,AC
09.05.2021,Missus Tatty's Nursery* (not a school),"Clonee, D15",Dublin,2,D15NXT3,"<[OK] Osm - Geocode [Clonee, Navan Road, Blanchardstown-Blakestown ED, Blanchardstown, Fingal, County Dublin, Leinster, D15 X925, Éire / Ireland]>",-6.418708,53.4067306,AC
09.05.2021,Gaelscoil Éadan Doire,Edenderry,Offaly,1,R45ED89,"Gaelscoil Éadan Doire, R441, Edenderry Urban ED, The Municipal District of Edenderry, County Offaly, Leinster, R45 X951, Éire / Ireland",-7.07152264144625,53.33896365,SA
09.05.2021,St Kevin's Comm. College,Dunlavin,Wicklow,1,W91R971,"Saint Kevins Community College, Fonthill Road North, Lucan-Esker ED, South Dublin, County Dublin, Leinster, D22 AOC1, Éire / Ireland",-6.405826671810335,53.35274805,S
09.05.2021,St Peter's College,Dunboyne,Meath,1,A86W864,"St Peter's College, Station Road, Dunboyne ED, The Municipal District of Ratoath, County Meath, Leinster, A86 YE37, Éire / Ireland",-6.4683355,53.4170301,SA
09.05.2021,Mullingar ETNS,Mullingar,Westmeath,1,N91N722,"<[OK] Osm - Geocode [Mullingar, The Municipal District of Mullingar — Kinnegad, County Westmeath, Leinster, N91 FY58, Éire / Ireland]>",-7.3415454,53.5263035,AC
09.05.2021,Scoil Mhuire,Trim,Meath,2,C15FF67,"Scoil Mhuire, Patrick Street, Trim Urban ED, The Municipal District of Trim, County Meath, Leinster, Éire / Ireland",-6.7900059644731545,53.5524722,SA
08.05.2021,Carrigaline Comm. School,Carrigaline,Cork,1,P43XE06,"Carrigaline Community School, Highbury Drive, Carrigaline ED, Ballincollig - Carrigaline, Carrigaline, County Cork, Munster, P43 XE06, Éire / Ireland",-8.386942448519159,51.8182443,SA
08.05.2021,Christ The King BNS,"Cabra, D7",Dublin,1,D07EF63,"<[OK] Osm - Geocode [Cabra, Connaught Street, Cabra East, Cabra East B ED, Dublin, Dublin 7, Leinster, D07 XH2D, Éire / Ireland]>",-6.2817747,53.3641011,AC
08.05.2021,Coláiste Choilm,Swords,Dublin,1,K67KW30,"Gaelcholáiste Choilm, Poulavone, Ballincollig ED, Ballincollig - Carrigaline, Cork, County Cork, Munster, P31 VY93, Éire / Ireland",-8.580434207802018,51.890021000000004,S
08.05.2021,St Benildus College,Stillorgan,Dublin,1,A94X886,"St Benildus College, Kilmacud Road Upper, Kilmacud West, Stillorgan-Kilmacud ED, Goatstown, Dún Laoghaire-Rathdown, County Dublin, Leinster, A94 X886, Éire / Ireland",-6.222981957612072,53.28396065,SA
08.05.2021,St Joseph's Sec. School,Navan,Meath,1,C15HW32,"<[OK] Osm - Geocode [Navan, The Municipal District of Navan, County Meath, Leinster, C15H6EK, Éire / Ireland]>",-6.6833615,53.651908,AC
08.05.2021,Scoil Chualann,Bray,Wicklow,1,A98VP93,"Scoil Chualann, Vevay Road, Bray No 2 ED, The Municipal District of Bray, County Wicklow, Leinster, A98 EY89, Éire / Ireland",-6.103884999647558,53.192065,SA
08.05.2021,St Anne's NS,Ardclough,Kildare,7,W23H330,"Saint Anne's, Ballintruckle, Waterford City Metropolitan District, County Waterford, Munster, X91 KT29, Éire / Ireland",-7.1182477,52.245565,S
08.05.2021,Scoil Bhríde Primary School,Edenderry,Offaly,1,R45X951,"Scoil Bhríde, Green Lane, Leixlip, Lucan ED, The Municipal District of Celbridge — Leixlip, County Kildare, Leinster, W23K5D0, Éire / Ireland",-6.500474218036072,53.3658646,S
08.05.2021,St Clare's NS,Ballyjamesduff,Cavan,1,A82XN67,"<[OK] Osm - Geocode [Ballyjamesduff, Ballyjamesduff Municipal District, County Cavan, Éire / Ireland]>",-7.2061572,53.8639055,AC
08.05.2021,Gaelscoil Moshíológ,Gorey,Wexford,2,Y25VP62,"<[OK] Osm - Geocode [Gorey Corporation Townlands, Gorey Urban ED, Gorey, County Wexford, Leinster, Y25 Y5C1, Éire / Ireland]>",-6.296367241943167,52.6769779,AC
08.05.2021,Blessington 1 NS,Blessington,Wicklow,1,W91YX06,"<[OK] Osm - Geocode [Blessington, The Municipal District of Baltinglass, County Wicklow, Leinster, W91 AC86, Éire / Ireland]>",-6.5330892,53.1726046,AC
07.05.2021,Corduff NS,Lusk,Dublin,1,K45XV34,"Corduff, Lusk ED, Lusk, Fingal, County Dublin, Leinster, Éire / Ireland",-6.186900011696174,53.5118189,SA
07.05.2021,Dunmore Comm. School,Dunmore,Galway,1,H54KP03,"Dunmore Community School, Barrack Square, Dunmore South ED, Tuam Municipal District, County Galway, Connacht, Éire / Ireland",-8.739739456569255,53.6165425,SA
07.05.2021,Scoil Chualann,Bray,Wicklow,1,A98VP93,"Scoil Chualann, Vevay Road, Bray No 2 ED, The Municipal District of Bray, County Wicklow, Leinster, A98 EY89, Éire / Ireland",-6.103884999647558,53.192065,SA
07.05.2021,St Johns College De La Salle,"Ballyfermot, D10",Dublin,2,D10X592,"<[OK] Osm - Geocode [Ballyfermot, Ballyfermot Road, Ballyfermot, Drumfinn ED, Dublin, County Dublin, Leinster, DUBLIN 10, Éire / Ireland]>",-6.3587715,53.3427187,AC
07.05.2021,Villiers Sec. School,Limerick,Limerick,1,V94F983,"<[OK] Osm - Geocode [Limerick City, The Metropolitan District of Limerick City, County Limerick, Munster, Éire / Ireland]>",-8.6301239,52.661252,AC
07.05.2021,Cabinteely Community School,"Cabinteely, D18",Dublin,1,D18VH73,"Cabinteely Community School, Johnstown Road, Cabinteely-Pottery ED, Cornelscourt, Dún Laoghaire-Rathdown, County Dublin, Leinster, D18 FV07, Éire / Ireland",-6.146423399813312,53.262331599999996,SA
07.05.2021,Rathfarnham Educate Together,"Rathfarnham, D14",Dublin,1,D14V5W4,"Rathfarnham Educate Together National School, Loreto Avenue, Loreto, Rathfarnham, Churchtown Nutgrove ED, Dundrum, Dún Laoghaire-Rathdown, County Dublin, Leinster, DUBLIN 14, Éire / Ireland",-6.275012842416438,53.2917425,S
07.05.2021,Scoil Mhuire Ogh 1 Loreto Snr Primary School,Dublin 12,Dublin,1,D12EH28,"<[OK] Osm - Geocode [Dublin 12, Dublin, South Dublin, Dublin 12, Leinster, Éire / Ireland]>",-6.3288241420909905,53.32052905,AC
07.05.2021,Ballyroan BNS,"Rathfarnham, D16",Dublin,1,D16YX54,"<[OK] Osm - Geocode [Rathfarnham, Whitechurch ED, Dún Laoghaire-Rathdown, Dublin 16, Leinster, Éire / Ireland]>",-6.295062159596275,53.260304649999995,AC
07.05.2021,Cloghroe Mixed NS,Cloghroe,Cork,1,T23AH2R,"<[OK] Osm - Geocode [Cloghroe, Blarney - Macroom, County Cork, Munster, T23 YX51, Éire / Ireland]>",-8.6185995,51.9197148,AC
07.05.2021,Scoil Na Naomh Uilig,Newbridge,Kildare,1,W12FK10,"<[OK] Osm - Geocode [Newbridge, The Municipal District of Kildare — Newbridge, County Kildare, Leinster, W12 AD93, Éire / Ireland]>",-6.7982137,53.180124,AC
07.05.2021,St Catherine's NS,Rush,Dublin,1,K56TY32,"St, Catherine's NS, L3413, Aughrim ED, Ballinasloe Municipal District, County Galway, Connacht, Éire / Ireland",-8.319930096624832,53.3056033,S
07.05.2021,St Joseph's Mxd NS,Dublin 3,Dublin,1,D03HF24,"<[OK] Osm - Geocode [Dublin 3, Dublin, Dublin 3, Leinster, Éire / Ireland]>",-6.1854668060000355,53.361223100000004,AC
07.05.2021,St Vincent's Primary School,"Glasnevin, D11",Dublin,1,D11HX78,"Saint Vincents primary school, Gerald Griffin Street, Shandon A, Cork, County Cork, Munster, T23 KX72, Éire / Ireland",-8.4768296,51.9056337,S
07.05.2021,Edmund Rice College,"Blanchardstown, D15",Dublin,2,D15TPP8,"Edmund Rice College, 96-100, Hightown Road, Glengormley, Belfast, County Antrim, Northern Ireland, BT36 7AU, United Kingdom",-5.967245814894271,54.666613,S
07.05.2021,Scoil Maelruain Senior,"Tallaght, D24",Dublin,3,D24EV18,"<[OK] Osm - Geocode [Tallaght, Belgard Square West, Clondalkin ED, Tallaght, South Dublin, County Dublin, Leinster, D24 V6XK, Éire / Ireland]>",-6.3746438,53.2874685,AC
07.05.2021,Coláiste Eoin,"Finglas West, D11",Dublin,2,D11AY65,"Coláiste Eoin, Cappagh Road, Finglas ED, Dublin, County Dublin, Leinster, D11 K254, Éire / Ireland",-6.309491490660492,53.3878455,S
