Województwo;Powiat/Miasto;Liczba;Liczba na 10 tys. mieszkañców;Wszystkie przypadki œmiertelne;Przypadki œmiertelne w wyniku Covid;Przypadki œmiertelne w wyniku chorób wspó³istniej¹cych;id
³ódzkie;brzeziñski;10;3,25;6;0;6;t1021
³ódzkie;£ódŸ;324;4,78;0;0;0;t1061
³ódzkie;Piotrków Trybunalski;23;3,16;0;0;0;t1062
³ódzkie;Skierniewice;25;5,22;1;0;1;t1063
ma³opolskie;bocheñski;25;2,34;1;0;1;t1201
ma³opolskie;brzeski;18;1,93;2;0;2;t1202
ma³opolskie;chrzanowski;46;3,7;0;0;0;t1203
ma³opolskie;d¹browski;19;3,21;0;0;0;t1204
ma³opolskie;gorlicki;14;1,29;0;0;0;t1205
ma³opolskie;krakowski;84;3;3;2;1;t1206
ma³opolskie;limanowski;40;3,03;1;1;0;t1207
ma³opolskie;miechowski;11;2,26;2;1;1;t1208
ma³opolskie;myœlenicki;32;2,5;0;0;0;t1209
ma³opolskie;nowos¹decki;35;1,61;1;0;1;t1210
ma³opolskie;nowotarski;25;1,3;5;0;5;t1211
ma³opolskie;olkuski;35;3,16;1;0;1;t1212
ma³opolskie;oœwiêcimski;48;3,13;1;0;1;t1213
ma³opolskie;proszowicki;2;0,46;4;0;4;t1214
ma³opolskie;suski;31;3,68;0;0;0;t1215
ma³opolskie;tarnowski;36;1,79;0;0;0;t1216
ma³opolskie;tatrzañski;9;1,32;1;0;1;t1217
ma³opolskie;wadowicki;43;2,69;4;0;4;t1218
ma³opolskie;wielicki;36;2,77;2;0;2;t1219
ma³opolskie;Kraków;285;3,65;12;10;2;t1261
ma³opolskie;Nowy S¹cz;15;1,79;0;0;0;t1262
ma³opolskie;Tarnów;25;2,31;0;0;0;t1263
mazowieckie;bia³obrzeski;2;0,6;0;0;0;t1401
mazowieckie;ciechanowski;29;3,25;0;0;0;t1402
mazowieckie;garwoliñski;12;1,1;2;0;2;t1403
mazowieckie;gostyniñski;11;2,46;1;0;1;t1404
mazowieckie;grodziski;148;15,31;3;0;3;t1405
mazowieckie;grójecki;14;1,43;0;0;0;t1406
mazowieckie;kozienicki;21;3,51;1;0;1;t1407
mazowieckie;legionowski;19;1,59;2;2;0;t1408
mazowieckie;lipski;4;1,19;3;0;3;t1409
mazowieckie;³osicki;4;1,3;2;0;2;t1410
mazowieckie;makowski;13;2,91;2;0;2;t1411
mazowieckie;miñski;72;4,65;0;0;0;t1412
mazowieckie;m³awski;12;1,66;1;0;1;t1413
mazowieckie;nowodworski;18;2,27;2;0;2;t1414
mazowieckie;ostro³êcki;6;0,68;0;0;0;t1415
mazowieckie;ostrowski;17;2,36;2;0;2;t1416
mazowieckie;otwocki;22;1,77;0;0;0;t1417
mazowieckie;piaseczyñski;61;3,22;0;0;0;t1418
mazowieckie;p³ocki;56;5,05;2;0;2;t1419
mazowieckie;p³oñski;11;1,27;0;0;0;t1420
mazowieckie;pruszkowski;88;5,29;3;0;3;t1421
mazowieckie;przasnyski;14;2,67;0;0;0;t1422
mazowieckie;przysuski;15;3,63;0;0;0;t1423
mazowieckie;pu³tuski;4;0,77;0;0;0;t1424
mazowieckie;radomski;30;1,97;2;2;0;t1425
mazowieckie;siedlecki;16;1,97;5;0;5;t1426
mazowieckie;sierpecki;12;2,32;0;0;0;t1427
mazowieckie;sochaczewski;37;4,35;0;0;0;t1428
mazowieckie;soko³owski;12;2,24;1;0;1;t1429
mazowieckie;szyd³owiecki;3;0,76;1;0;1;t1430
mazowieckie;warszawski zachodni;63;5,27;0;0;0;t1432
mazowieckie;wêgrowski;11;1,68;3;0;3;t1433
mazowieckie;wo³omiñski;131;5,21;2;0;2;t1434
mazowieckie;wyszkowski;11;1,48;3;0;3;t1435
mazowieckie;zwoleñski;11;3,05;0;0;0;t1436
mazowieckie;¿uromiñski;11;2,87;0;0;0;t1437
mazowieckie;¿yrardowski;27;3,57;4;0;4;t1438
mazowieckie;Ostro³êka;10;1,93;0;0;0;t1461
mazowieckie;P³ock;51;4,29;3;0;3;t1462
mazowieckie;Radom;47;2,23;0;0;0;t1463
mazowieckie;Siedlce;25;3,19;4;0;4;t1464
mazowieckie;Warszawa;604;3,37;20;0;20;t1465
opolskie;brzeski;41;4,57;1;0;1;t1601
opolskie;g³ubczycki;32;7,07;0;0;0;t1602
opolskie;kêdzierzyñsko-kozielski;53;5,67;0;0;0;t1603
opolskie;kluczborski;10;1,53;1;0;1;t1604
opolskie;krapkowicki;56;8,81;0;0;0;t1605
opolskie;namys³owski;29;6,79;1;0;1;t1606
opolskie;nyski;91;6,71;8;0;8;t1607
opolskie;oleski;17;2,65;3;0;3;t1608
opolskie;opolski;103;8,32;2;0;2;t1609
opolskie;prudnicki;32;5,81;0;0;0;t1610
opolskie;strzelecki;49;6,61;5;0;5;t1611
opolskie;Opole;74;5,78;2;0;2;t1661
podkarpackie;bieszczadzki;5;2,32;2;1;1;t1801
podkarpackie;brzozowski;15;2,29;1;0;1;t1802
podkarpackie;dêbicki;23;1,7;5;0;5;t1803
podkarpackie;jaros³awski;32;2,66;7;4;3;t1804
podkarpackie;jasielski;88;7,77;6;0;6;t1805
podkarpackie;kolbuszowski;6;0,96;0;0;0;t1806
podkarpackie;kroœnieñski;42;3,74;8;0;8;t1807
podkarpackie;le¿ajski;10;1,44;0;0;0;t1808
podkarpackie;lubaczowski;38;6,91;1;1;0;t1809
podkarpackie;³añcucki;23;2,83;2;0;2;t1810
podkarpackie;mielecki;20;1,46;8;0;8;t1811
podkarpackie;ni¿añski;23;3,46;9;0;9;t1812
podkarpackie;przemyski;32;4,33;0;0;0;t1813
podkarpackie;przeworski;3;0,38;5;0;5;t1814
podkarpackie;ropczycko-sêdziszowski;8;1,07;0;0;0;t1815
podkarpackie;rzeszowski;49;2,88;2;1;1;t1816
podkarpackie;sanocki;22;2,34;2;0;2;t1817
podkarpackie;stalowowolski;29;2,74;2;0;2;t1818
podkarpackie;strzy¿owski;11;1,79;1;1;0;t1819
podkarpackie;tarnobrzeski;22;4,16;0;0;0;t1820
podkarpackie;leski;12;4,54;2;0;2;t1821
podkarpackie;Krosno;17;3,68;1;0;1;t1861
podkarpackie;Przemyœl;21;3,47;0;0;0;t1862
podkarpackie;Rzeszów;80;4,06;2;2;0;t1863
podkarpackie;Tarnobrzeg;18;3,86;3;0;3;t1864
podlaskie;augustowski;15;2,59;3;0;3;t2001
podlaskie;bia³ostocki;70;4,66;5;0;5;t2002
podlaskie;bielski;23;4,25;0;0;0;t2003
podlaskie;grajewski;7;1,49;0;0;0;t2004
podlaskie;hajnowski;9;2,13;5;1;4;t2005
podlaskie;kolneñski;10;2,63;1;0;1;t2006
podlaskie;³om¿yñski;4;0,79;0;0;0;t2007
podlaskie;moniecki;0;0;0;0;0;t2008
podlaskie;sejneñski;9;4,54;0;0;0;t2009
podlaskie;siemiatycki;15;3,42;2;2;0;t2010
podlaskie;sokólski;45;6,79;1;0;1;t2011
podlaskie;suwalski;18;5,06;0;0;0;t2012
podlaskie;wysokomazowiecki;7;1,24;1;0;1;t2013
podlaskie;zambrowski;5;1,15;0;0;0;t2014
podlaskie;Bia³ystok;160;5,38;6;0;6;t2061
podlaskie;£om¿a;21;3,34;0;0;0;t2062
podlaskie;Suwa³ki;46;6,59;0;0;0;t2063
pomorskie;bytowski;37;4,68;1;0;1;t2201
pomorskie;chojnicki;44;4,5;1;0;1;t2202
pomorskie;cz³uchowski;23;4,11;3;0;3;t2203
pomorskie;gdañski;79;6,62;1;0;1;t2204
pomorskie;kartuski;47;3,34;3;0;3;t2205
pomorskie;koœcierski;44;6,04;1;0;1;t2206
pomorskie;kwidzyñski;37;4,46;0;0;0;t2207
pomorskie;lêborski;21;3,18;2;1;1;t2208
pomorskie;malborski;34;5,36;1;0;1;t2209
pomorskie;nowodworski;11;3,1;2;1;1;t2210
pomorskie;pucki;53;6,08;1;0;1;t2211
pomorskie;s³upski;61;6,18;1;0;1;t2212
pomorskie;starogardzki;33;2,57;1;1;0;t2213
pomorskie;tczewski;80;6,92;2;0;2;t2214
pomorskie;wejherowski;87;3,98;5;1;4;t2215
pomorskie;sztumski;25;6,08;1;0;1;t2216
pomorskie;Gdañsk;180;3,82;2;0;2;t2261
pomorskie;Gdynia;129;5,25;2;1;1;t2262
pomorskie;S³upsk;71;7,86;2;0;2;t2263
pomorskie;Sopot;9;2,53;0;0;0;t2264
œl¹skie;bêdziñski;48;3,25;0;0;0;t2401
œl¹skie;bielski;59;3,55;0;0;0;t2402
œl¹skie;cieszyñski;62;3,48;1;0;1;t2403
œl¹skie;czêstochowski;43;3,2;1;0;1;t2404
œl¹skie;gliwicki;67;5,8;0;0;0;t2405
œl¹skie;k³obucki;30;3,55;4;1;3;t2406
œl¹skie;lubliniecki;55;7,21;1;1;0;t2407
œl¹skie;miko³owski;76;7,66;3;0;3;t2408
œl¹skie;myszkowski;34;4,81;3;0;3;t2409
œl¹skie;pszczyñski;36;3,22;0;0;0;t2410
œl¹skie;raciborski;39;3,61;3;0;3;t2411
œl¹skie;rybnicki;28;3,58;4;0;4;t2412
œl¹skie;tarnogórski;75;5,33;0;0;0;t2413
œl¹skie;bieruñsko-lêdziñski;11;1,84;0;0;0;t2414
œl¹skie;wodzis³awski;43;2,74;7;0;7;t2415
œl¹skie;zawierciañski;42;3,59;0;0;0;t2416
œl¹skie;¿ywiecki;35;2,3;0;0;0;t2417
œl¹skie;Bielsko-Bia³a;60;3,52;0;0;0;t2461
œl¹skie;Bytom;58;3,53;1;0;1;t2462
œl¹skie;Chorzów;49;4,56;5;0;5;t2463
œl¹skie;Czêstochowa;72;3,28;9;0;9;t2464
œl¹skie;D¹browa Górnicza;65;5,47;3;0;3;t2465
œl¹skie;Gliwice;81;4,55;0;0;0;t2466
œl¹skie;Jastrzêbie-Zdrój;30;3,39;1;0;1;t2467
œl¹skie;Jaworzno;48;5,29;1;0;1;t2468
œl¹skie;Katowice;132;4,52;3;0;3;t2469
œl¹skie;Mys³owice;21;2,81;2;0;2;t2470
œl¹skie;Piekary Œl¹skie;14;2,55;0;0;0;t2471
œl¹skie;Ruda Œl¹ska;66;4,82;8;1;7;t2472
œl¹skie;Rybnik;63;4,57;1;0;1;t2473
œl¹skie;Siemianowice Œl¹skie;33;4,96;2;0;2;t2474
œl¹skie;Sosnowiec;70;3,52;1;0;1;t2475
œl¹skie;Œwiêtoch³owice;25;5,06;1;0;1;t2476
œl¹skie;Tychy;73;5,73;2;0;2;t2477
œl¹skie;Zabrze;58;3,38;0;0;0;t2478
œl¹skie;¯ory;23;3,67;2;0;2;t2479
œwiêtokrzyskie;buski;9;1,26;0;0;0;t2601
œwiêtokrzyskie;jêdrzejowski;31;3,64;1;0;1;t2602
œwiêtokrzyskie;kazimierski;3;0,9;0;0;0;t2603
œwiêtokrzyskie;kielecki;51;2,41;0;0;0;t2604
œwiêtokrzyskie;konecki;32;4,02;0;0;0;t2605
œwiêtokrzyskie;opatowski;25;4,82;2;0;2;t2606
œwiêtokrzyskie;ostrowiecki;44;4,06;3;0;3;t2607
œwiêtokrzyskie;piñczowski;17;4,39;0;0;0;t2608
œwiêtokrzyskie;sandomierski;64;8,34;0;0;0;t2609
œwiêtokrzyskie;skar¿yski;30;4,08;0;0;0;t2610
œwiêtokrzyskie;starachowicki;81;9,09;2;0;2;t2611
œwiêtokrzyskie;staszowski;11;1,54;0;0;0;t2612
œwiêtokrzyskie;w³oszczowski;12;2,67;1;0;1;t2613
œwiêtokrzyskie;Kielce;63;3,24;1;0;1;t2661
warmiñsko-mazurskie;bartoszycki;50;8,79;2;0;2;t2801
warmiñsko-mazurskie;braniewski;47;11,48;0;0;0;t2802
warmiñsko-mazurskie;dzia³dowski;66;10,16;0;0;0;t2803
warmiñsko-mazurskie;elbl¹ski;55;9,64;0;0;0;t2804
warmiñsko-mazurskie;e³cki;78;8,51;0;0;0;t2805
warmiñsko-mazurskie;gi¿ycki;43;7,62;0;0;0;t2806
warmiñsko-mazurskie;i³awski;80;8,62;0;0;0;t2807
warmiñsko-mazurskie;kêtrzyñski;35;5,64;3;0;3;t2808
warmiñsko-mazurskie;lidzbarski;44;10,72;3;0;3;t2809
warmiñsko-mazurskie;mr¹gowski;50;10,07;1;0;1;t2810
warmiñsko-mazurskie;nidzicki;21;6,41;0;0;0;t2811
warmiñsko-mazurskie;nowomiejski;35;8;0;0;0;t2812
warmiñsko-mazurskie;olecki;61;17,91;0;0;0;t2813
warmiñsko-mazurskie;olsztyñski;68;5,35;0;0;0;t2814
warmiñsko-mazurskie;ostródzki;65;6,26;4;0;4;t2815
warmiñsko-mazurskie;piski;69;12,33;2;2;0;t2816
warmiñsko-mazurskie;szczycieñski;38;5,49;1;0;1;t2817
warmiñsko-mazurskie;go³dapski;9;3,38;2;0;2;t2818
warmiñsko-mazurskie;wêgorzewski;13;5,76;0;0;0;t2819
warmiñsko-mazurskie;Elbl¹g;140;11,76;4;1;3;t2861
warmiñsko-mazurskie;Olsztyn;143;8,32;0;0;0;t2862
wielkopolskie;chodzieski;33;7,03;0;0;0;t3001
wielkopolskie;czarnkowsko-trzcianecki;70;8,06;0;0;0;t3002
wielkopolskie;gnieŸnieñski;32;2,2;3;0;3;t3003
wielkopolskie;gostyñski;13;1,71;1;0;1;t3004
wielkopolskie;grodziski;10;1,93;1;0;1;t3005
wielkopolskie;jarociñski;26;3,64;1;0;1;t3006
wielkopolskie;kaliski;8;0,96;0;0;0;t3007
wielkopolskie;kêpiñski;40;7,09;1;1;0;t3008
wielkopolskie;kolski;16;1,85;4;0;4;t3009
wielkopolskie;koniñski;54;4,15;3;0;3;t3010
wielkopolskie;koœciañski;41;5,18;2;0;2;t3011
wielkopolskie;krotoszyñski;37;4,79;0;0;0;t3012
wielkopolskie;leszczyñski;22;3,82;0;0;0;t3013
wielkopolskie;miêdzychodzki;10;2,73;3;0;3;t3014
wielkopolskie;nowotomyski;5;0,66;2;0;2;t3015
wielkopolskie;obornicki;55;9,19;1;0;1;t3016
wielkopolskie;ostrowski;48;2,97;1;1;0;t3017
wielkopolskie;ostrzeszowski;29;5,23;2;0;2;t3018
wielkopolskie;pilski;79;5,81;1;0;1;t3019
wielkopolskie;pleszewski;22;3,49;1;0;1;t3020
wielkopolskie;poznañski;251;6,22;0;0;0;t3021
wielkopolskie;rawicki;20;3,32;2;0;2;t3022
wielkopolskie;s³upecki;60;10,16;0;0;0;t3023
wielkopolskie;szamotulski;48;5,23;1;0;1;t3024
wielkopolskie;œredzki;22;3,73;4;4;0;t3025
wielkopolskie;œremski;60;9,76;1;0;1;t3026
wielkopolskie;turecki;36;4,3;0;0;0;t3027
wielkopolskie;w¹growiecki;23;3,28;1;1;0;t3028
wielkopolskie;wolsztyñski;21;3,65;0;0;0;t3029
wielkopolskie;wrzesiñski;82;10,5;2;0;2;t3030
wielkopolskie;z³otowski;34;4,91;1;0;1;t3031
wielkopolskie;Kalisz;28;2,81;2;0;2;t3061
wielkopolskie;Konin;63;8,61;0;0;0;t3062
wielkopolskie;Leszno;35;5,53;1;1;0;t3063
wielkopolskie;Poznañ;235;4,4;3;0;3;t3064
zachodniopomorskie;bia³ogardzki;18;3,79;0;0;0;t3201
zachodniopomorskie;choszczeñski;3;0,62;0;0;0;t3202
zachodniopomorskie;drawski;25;4,4;1;0;1;t3203
zachodniopomorskie;goleniowski;50;6,07;1;0;1;t3204
zachodniopomorskie;gryficki;27;4,5;1;0;1;t3205
zachodniopomorskie;gryfiñski;28;3,43;1;0;1;t3206
zachodniopomorskie;kamieñski;31;6,62;0;0;0;t3207
zachodniopomorskie;ko³obrzeski;44;5,54;2;1;1;t3208
zachodniopomorskie;koszaliñski;31;4,66;0;0;0;t3209
zachodniopomorskie;myœliborski;38;5,81;0;0;0;t3210
zachodniopomorskie;policki;45;5,54;1;0;1;t3211
zachodniopomorskie;pyrzycki;14;3,57;0;0;0;t3212
zachodniopomorskie;s³awieñski;26;4,64;1;1;0;t3213
zachodniopomorskie;stargardzki;85;7,07;1;0;1;t3214
zachodniopomorskie;szczecinecki;51;6,59;5;0;5;t3215
zachodniopomorskie;œwidwiñski;22;4,73;2;0;2;t3216
zachodniopomorskie;wa³ecki;42;7,94;0;0;0;t3217
zachodniopomorskie;³obeski;20;5,48;0;0;0;t3218
zachodniopomorskie;Koszalin;39;3,65;0;0;0;t3261
zachodniopomorskie;Szczecin;327;8,15;6;0;6;t3262
zachodniopomorskie;Œwinoujœcie;25;6,12;1;1;0;t3263
