Województwo;Powiat/Miasto;Liczba;Liczba na 10 tys. mieszkañców;Wszystkie przypadki œmiertelne;Przypadki œmiertelne w wyniku Covid;Przypadki œmiertelne w wyniku chorób wspó³istniej¹cych;id
mazowieckie;sochaczewski;9;1,06;;;;t1428
mazowieckie;soko³owski;14;2,61;;;;t1429
mazowieckie;szyd³owiecki;6;1,52;1;0;1;t1430
mazowieckie;warszawski zachodni;33;2,76;1;0;1;t1432
mazowieckie;wêgrowski;9;1,37;;;;t1433
mazowieckie;wo³omiñski;36;1,43;3;0;3;t1434
mazowieckie;wyszkowski;4;0,54;;;;t1435
mazowieckie;zwoleñski;3;0,83;;;;t1436
mazowieckie;¿uromiñski;5;1,3;1;0;1;t1437
mazowieckie;¿yrardowski;16;2,12;1;0;1;t1438
mazowieckie;Ostro³êka;12;2,31;;;;t1461
mazowieckie;P³ock;24;1,93;;;;t1462
mazowieckie;Radom;53;2,52;1;1;0;t1463
mazowieckie;Siedlce;6;0,77;1;0;1;t1464
mazowieckie;Warszawa;437;2,45;13;0;13;t1465
opolskie;brzeski;31;3,46;1;0;1;t1601
opolskie;g³ubczycki;50;11,04;1;0;1;t1602
opolskie;kêdzierzyñsko-kozielski;22;2,35;3;0;3;t1603
opolskie;kluczborski;17;2,6;;;;t1604
opolskie;krapkowicki;25;3,93;3;0;3;t1605
opolskie;namys³owski;21;4,69;;;;t1606
opolskie;nyski;83;6,2;;;;t1607
opolskie;oleski;23;3,43;2;0;2;t1608
opolskie;opolski;73;5,9;5;0;5;t1609
opolskie;prudnicki;22;3,99;3;0;3;t1610
opolskie;strzelecki;27;3,64;1;0;1;t1611
opolskie;Opole;118;9,3;5;0;5;t1661
podkarpackie;bieszczadzki;1;0,46;;;;t1801
podkarpackie;brzozowski;11;1,68;;;;t1802
podkarpackie;dêbicki;12;0,89;1;0;1;t1803
podkarpackie;jaros³awski;61;5,08;1;0;1;t1804
podkarpackie;jasielski;35;3,09;;;;t1805
podkarpackie;kolbuszowski;20;3,22;;;;t1806
podkarpackie;kroœnieñski;36;3,21;;;;t1807
podkarpackie;le¿ajski;4;0,58;;;;t1808
podkarpackie;lubaczowski;5;0,91;2;1;1;t1809
podkarpackie;³añcucki;26;3,2;;;;t1810
podkarpackie;mielecki;83;6,07;1;0;1;t1811
podkarpackie;ni¿añski;7;1,05;1;0;1;t1812
podkarpackie;przemyski;16;2,16;2;0;2;t1813
podkarpackie;przeworski;12;1,53;;;;t1814
podkarpackie;ropczycko-sêdziszowski;0;0;;;;t1815
podkarpackie;rzeszowski;38;2,29;;;;t1816
podkarpackie;sanocki;7;0,74;2;0;2;t1817
podkarpackie;stalowowolski;8;0,76;;;;t1818
podkarpackie;strzy¿owski;6;0,98;;;;t1819
podkarpackie;tarnobrzeski;30;5,67;;;;t1820
podkarpackie;leski;1;0,38;1;0;1;t1821
podkarpackie;Krosno;18;3,9;;;;t1861
podkarpackie;Przemyœl;7;1,16;;;;t1862
podkarpackie;Rzeszów;79;4,01;2;2;0;t1863
podkarpackie;Tarnobrzeg;17;3,65;;;;t1864
podlaskie;augustowski;12;2,07;;;;t2001
podlaskie;bia³ostocki;39;2,53;;;;t2002
podlaskie;bielski;4;0,74;;;;t2003
podlaskie;grajewski;3;0,64;;;;t2004
podlaskie;hajnowski;23;5,2;1;0;1;t2005
podlaskie;kolneñski;3;0,79;2;0;2;t2006
podlaskie;³om¿yñski;13;2,55;1;0;1;t2007
podlaskie;moniecki;34;8,45;13;0;13;t2008
podlaskie;sejneñski;5;2,52;;;;t2009
podlaskie;siemiatycki;19;4,33;;;;t2010
podlaskie;sokólski;43;6,49;;;;t2011
podlaskie;suwalski;8;2,25;;;;t2012
podlaskie;wysokomazowiecki;1;0,18;2;0;2;t2013
podlaskie;zambrowski;6;1,38;;;;t2014
podlaskie;Bia³ystok;56;1,95;;;;t2061
podlaskie;£om¿a;21;3,34;;;;t2062
podlaskie;Suwa³ki;19;2,72;;;;t2063
pomorskie;bytowski;14;1,77;;;;t2201
pomorskie;chojnicki;17;1,74;3;0;3;t2202
pomorskie;cz³uchowski;66;11,8;;;;t2203
pomorskie;gdañski;50;4,19;1;0;1;t2204
pomorskie;kartuski;44;3,27;4;0;4;t2205
pomorskie;koœcierski;33;4,53;1;1;0;t2206
pomorskie;kwidzyñski;8;0,96;2;0;2;t2207
pomorskie;lêborski;14;2,12;;;;t2208
pomorskie;malborski;25;3,94;2;0;2;t2209
pomorskie;nowodworski;15;4,23;;;;t2210
pomorskie;pucki;76;8,72;1;0;1;t2211
pomorskie;s³upski;54;5,47;;;;t2212
pomorskie;starogardzki;54;4,21;;;;t2213
pomorskie;tczewski;38;3,29;1;1;0;t2214
pomorskie;wejherowski;69;3,15;2;0;2;t2215
pomorskie;sztumski;9;2,19;5;0;5;t2216
pomorskie;Gdañsk;230;4,81;9;0;9;t2261
pomorskie;Gdynia;105;4,27;4;1;3;t2262
pomorskie;S³upsk;48;5,31;;;;t2263
pomorskie;Sopot;10;2,81;;;;t2264
œl¹skie;bêdziñski;56;3,86;6;0;6;t2401
œl¹skie;bielski;11;0,66;7;0;7;t2402
œl¹skie;cieszyñski;30;1,69;1;0;1;t2403
œl¹skie;czêstochowski;22;1,64;4;0;4;t2404
œl¹skie;gliwicki;39;3,38;2;0;2;t2405
œl¹skie;k³obucki;7;0,83;1;1;0;t2406
œl¹skie;lubliniecki;25;3,28;3;0;3;t2407
œl¹skie;miko³owski;27;2,72;3;0;3;t2408
œl¹skie;myszkowski;9;1,27;3;0;3;t2409
œl¹skie;pszczyñski;20;1,79;3;0;3;t2410
œl¹skie;raciborski;32;2,96;1;0;1;t2411
œl¹skie;rybnicki;9;1,15;;;;t2412
œl¹skie;tarnogórski;45;3,2;;;;t2413
œl¹skie;bieruñsko-lêdziñski;16;2,67;3;1;2;t2414
œl¹skie;wodzis³awski;11;0,7;;;;t2415
œl¹skie;zawierciañski;39;3,33;5;0;5;t2416
œl¹skie;¿ywiecki;13;0,85;6;0;6;t2417
œl¹skie;Bielsko-Bia³a;22;1,29;4;0;4;t2461
œl¹skie;Bytom;11;0,67;3;1;2;t2462
œl¹skie;Chorzów;32;3,07;4;0;4;t2463
œl¹skie;Czêstochowa;28;1,28;5;0;5;t2464
œl¹skie;D¹browa Górnicza;33;2,86;2;0;2;t2465
œl¹skie;Gliwice;39;2,13;;;;t2466
œl¹skie;Jastrzêbie-Zdrój;18;2,04;2;0;2;t2467
œl¹skie;Jaworzno;26;2,75;1;0;1;t2468
œl¹skie;Katowice;72;2,47;2;0;2;t2469
œl¹skie;Mys³owice;15;2,01;2;0;2;t2470
œl¹skie;Piekary Œl¹skie;5;0,91;1;0;1;t2471
œl¹skie;Ruda Œl¹ska;21;1,53;;;;t2472
œl¹skie;Rybnik;37;2,69;;;;t2473
œl¹skie;Siemianowice Œl¹skie;8;1,2;1;0;1;t2474
œl¹skie;Sosnowiec;37;1,81;;;;t2475
œl¹skie;Œwiêtoch³owice;5;1,01;;;;t2476
œl¹skie;Tychy;32;2,51;1;0;1;t2477
œl¹skie;Zabrze;89;5,18;1;0;1;t2478
œl¹skie;¯ory;4;0,64;;;;t2479
œwiêtokrzyskie;buski;16;2,24;;;;t2601
œwiêtokrzyskie;jêdrzejowski;19;2,23;3;0;3;t2602
œwiêtokrzyskie;kazimierski;6;1,79;;;;t2603
œwiêtokrzyskie;kielecki;45;2,13;;;;t2604
œwiêtokrzyskie;konecki;49;6,16;1;0;1;t2605
œwiêtokrzyskie;opatowski;9;1,74;3;0;3;t2606
œwiêtokrzyskie;ostrowiecki;29;2,67;1;0;1;t2607
œwiêtokrzyskie;piñczowski;9;2,33;;;;t2608
œwiêtokrzyskie;sandomierski;8;1,04;;;;t2609
œwiêtokrzyskie;skar¿yski;33;4,49;;;;t2610
œwiêtokrzyskie;starachowicki;46;5,16;7;0;7;t2611
œwiêtokrzyskie;staszowski;20;2,79;1;0;1;t2612
œwiêtokrzyskie;w³oszczowski;9;2;;;;t2613
œwiêtokrzyskie;Kielce;61;3,14;1;0;1;t2661
warmiñsko-mazurskie;bartoszycki;30;5,27;1;0;1;t2801
warmiñsko-mazurskie;braniewski;11;2,69;1;0;1;t2802
warmiñsko-mazurskie;dzia³dowski;46;7,08;;;;t2803
warmiñsko-mazurskie;elbl¹ski;6;1,05;;;;t2804
warmiñsko-mazurskie;e³cki;41;4,48;2;0;2;t2805
warmiñsko-mazurskie;gi¿ycki;14;2,48;;;;t2806
warmiñsko-mazurskie;i³awski;17;1,83;;;;t2807
warmiñsko-mazurskie;kêtrzyñski;7;1,13;4;0;4;t2808
warmiñsko-mazurskie;lidzbarski;14;3,41;;;;t2809
warmiñsko-mazurskie;mr¹gowski;7;1,41;1;0;1;t2810
warmiñsko-mazurskie;nidzicki;7;2,14;2;0;2;t2811
warmiñsko-mazurskie;nowomiejski;2;0,46;;;;t2812
warmiñsko-mazurskie;olecki;5;1,47;2;0;2;t2813
warmiñsko-mazurskie;olsztyñski;51;4,01;;;;t2814
warmiñsko-mazurskie;ostródzki;14;1,35;3;0;3;t2815
warmiñsko-mazurskie;piski;51;9,11;3;0;3;t2816
warmiñsko-mazurskie;szczycieñski;22;3,18;;;;t2817
warmiñsko-mazurskie;go³dapski;0;0;;;;t2818
warmiñsko-mazurskie;wêgorzewski;4;1,77;3;0;3;t2819
warmiñsko-mazurskie;Elbl¹g;37;3,11;2;2;0;t2861
warmiñsko-mazurskie;Olsztyn;87;5,06;7;0;7;t2862
wielkopolskie;chodzieski;5;1,06;;;;t3001
wielkopolskie;czarnkowsko-trzcianecki;23;2,65;3;0;3;t3002
wielkopolskie;gnieŸnieñski;35;2,41;1;0;1;t3003
wielkopolskie;gostyñski;13;1,71;;;;t3004
wielkopolskie;grodziski;6;0,96;;;;t3005
wielkopolskie;jarociñski;18;2,52;1;0;1;t3006
wielkopolskie;kaliski;2;0,24;1;0;1;t3007
wielkopolskie;kêpiñski;13;2,3;;;;t3008
wielkopolskie;kolski;6;0,69;1;0;1;t3009
wielkopolskie;koniñski;7;0,54;;;;t3010
wielkopolskie;koœciañski;4;0,51;1;0;1;t3011
wielkopolskie;krotoszyñski;4;0,52;1;0;1;t3012
wielkopolskie;leszczyñski;3;0,52;;;;t3013
wielkopolskie;miêdzychodzki;3;0,82;;;;t3014
wielkopolskie;nowotomyski;13;1,72;;;;t3015
wielkopolskie;obornicki;20;3,34;;;;t3016
wielkopolskie;ostrowski;9;0,56;;;;t3017
wielkopolskie;ostrzeszowski;15;2,71;;;;t3018
wielkopolskie;pilski;16;1,18;;;;t3019
wielkopolskie;pleszewski;2;0,32;;;;t3020
wielkopolskie;poznañski;130;3,22;21;0;21;t3021
wielkopolskie;rawicki;5;0,83;1;0;1;t3022
wielkopolskie;s³upecki;23;3,9;1;0;1;t3023
wielkopolskie;szamotulski;16;1,74;;;;t3024
wielkopolskie;œredzki;31;5,25;;;;t3025
wielkopolskie;œremski;8;1,3;1;0;1;t3026
wielkopolskie;turecki;8;0,95;;;;t3027
wielkopolskie;w¹growiecki;6;0,85;1;0;1;t3028
wielkopolskie;wolsztyñski;2;0,52;1;0;1;t3029
wielkopolskie;wrzesiñski;18;2,31;3;0;3;t3030
wielkopolskie;z³otowski;6;0,87;3;1;2;t3031
wielkopolskie;Kalisz;12;1,2;;;;t3061
wielkopolskie;Konin;3;0,41;;;;t3062
wielkopolskie;Leszno;8;1,26;;;;t3063
wielkopolskie;Poznañ;137;2,57;;;;t3064
zachodniopomorskie;bia³ogardzki;3;0,63;;;;t3201
zachodniopomorskie;choszczeñski;8;1,67;1;0;1;t3202
zachodniopomorskie;drawski;28;4,93;2;0;2;t3203
zachodniopomorskie;goleniowski;28;3,28;1;0;1;t3204
zachodniopomorskie;gryficki;10;1,67;;;;t3205
zachodniopomorskie;gryfiñski;30;3,8;2;2;0;t3206
zachodniopomorskie;kamieñski;3;0,64;;;;t3207
zachodniopomorskie;ko³obrzeski;11;1,39;1;0;1;t3208
zachodniopomorskie;koszaliñski;6;0,9;1;0;1;t3209
zachodniopomorskie;myœliborski;16;2,45;2;0;2;t3210
zachodniopomorskie;policki;18;2,22;1;0;1;t3211
zachodniopomorskie;pyrzycki;8;2,04;1;0;1;t3212
zachodniopomorskie;s³awieñski;7;1,25;2;0;2;t3213
zachodniopomorskie;stargardzki;58;4,83;2;1;1;t3214
zachodniopomorskie;szczecinecki;41;5,3;2;1;1;t3215
zachodniopomorskie;œwidwiñski;4;0,86;4;0;4;t3216
zachodniopomorskie;wa³ecki;22;4,16;;;;t3217
zachodniopomorskie;³obeski;16;4,38;;;;t3218
zachodniopomorskie;Koszalin;22;2,06;3;0;3;t3261
zachodniopomorskie;Szczecin;110;2,77;14;1;13;t3262
zachodniopomorskie;Œwinoujœcie;8;1,96;;;;t3263
