wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;teryt
kujawsko-pomorskie;inowroc³awski;37;2,32;1;1;0;t0407
kujawsko-pomorskie;lipnowski;25;3,81;1;0;1;t0408
kujawsko-pomorskie;mogileñski;19;4,17;1;0;1;t0409
kujawsko-pomorskie;nakielski;58;6,73;0;0;0;t0410
kujawsko-pomorskie;radziejowski;9;2,24;4;0;4;t0411
kujawsko-pomorskie;rypiñski;1;0,23;0;0;0;t0412
kujawsko-pomorskie;sêpoleñski;23;5,62;1;0;1;t0413
kujawsko-pomorskie;œwiecki;14;1,42;3;1;2;t0414
kujawsko-pomorskie;toruñski;49;4,50;1;0;1;t0415
kujawsko-pomorskie;tucholski;17;3,52;0;0;0;t0416
kujawsko-pomorskie;w¹brzeski;2;0,59;0;0;0;t0417
kujawsko-pomorskie;w³oc³awski;17;1,98;0;0;0;t0418
kujawsko-pomorskie;¿niñski;41;5,85;2;0;2;t0419
kujawsko-pomorskie;Bydgoszcz;264;7,61;5;0;5;t0461
kujawsko-pomorskie;Grudzi¹dz;43;4,57;0;0;0;t0462
kujawsko-pomorskie;Toruñ;95;4,72;3;0;3;t0463
kujawsko-pomorskie;W³oc³awek;20;1,83;2;0;2;t0464
lubelskie;bialski;26;2,35;0;0;0;t0601
lubelskie;bi³gorajski;9;0,89;2;1;1;t0602
lubelskie;che³mski;5;0,64;1;0;1;t0603
lubelskie;hrubieszowski;17;2,72;0;0;0;t0604
lubelskie;janowski;2;0,44;0;0;0;t0605
lubelskie;krasnostawski;27;4,29;2;2;0;t0606
lubelskie;kraœnicki;45;4,73;13;2;11;t0607
lubelskie;lubartowski;1;0,11;2;2;0;t0608
lubelskie;lubelski;48;3,08;0;0;0;t0609
lubelskie;³êczyñski;17;2,97;2;0;2;t0610
lubelskie;³ukowski;11;1,03;2;0;2;t0611
lubelskie;opolski;13;2,21;0;0;0;t0612
lubelskie;parczewski;8;2,31;0;0;0;t0613
lubelskie;pu³awski;10;0,89;1;1;0;t0614
lubelskie;radzyñski;7;1,19;0;0;0;t0615
lubelskie;rycki;16;2,87;0;0;0;t0616
lubelskie;œwidnicki;22;3,07;4;4;0;t0617
lubelskie;tomaszowski;24;2,91;0;0;0;t0618
lubelskie;w³odawski;19;4,97;5;4;1;t0619
lubelskie;zamojski;7;0,66;2;0;2;t0620
lubelskie;Bia³a Podlaska;9;1,57;1;0;1;t0661
lubelskie;Che³m;4;0,65;2;0;2;t0662
lubelskie;Lublin;93;2,74;3;0;3;t0663
lubelskie;Zamoœæ;7;1,11;0;0;0;t0664
lubuskie;gorzowski;2;0,28;0;0;0;t0801
lubuskie;kroœnieñski;5;0,91;0;0;0;t0802
lubuskie;miêdzyrzecki;1;0,17;0;0;0;t0803
lubuskie;nowosolski;3;0,35;0;0;0;t0804
lubuskie;s³ubicki;3;0,64;0;0;0;t0805
lubuskie;strzelecko-drezdenecki;3;0,61;0;0;0;t0806
lubuskie;sulêciñski;4;1,14;2;2;0;t0807
lubuskie;œwiebodziñski;8;1,44;2;2;0;t0808
lubuskie;zielonogórski;5;0,66;4;4;0;t0809
lubuskie;¿agañski;23;2,92;1;1;0;t0810
lubuskie;¿arski;19;1,98;0;0;0;t0811
lubuskie;wschowski;3;0,77;0;0;0;t0812
lubuskie;Gorzów Wielkopolski;7;0,57;0;0;0;t0861
lubuskie;Zielona Góra;7;0,50;4;4;0;t0862
³ódzkie;be³chatowski;19;1,69;7;0;7;t1001
³ódzkie;kutnowski;6;0,62;1;0;1;t1002
³ódzkie;³aski;2;0,40;0;0;0;t1003
³ódzkie;³êczycki;9;1,82;0;0;0;t1004
³ódzkie;³owicki;9;1,16;1;0;1;t1005
³ódzkie;³ódzki wschodni;12;1,66;0;0;0;t1006
³ódzkie;opoczyñski;2;0,26;0;0;0;t1007
³ódzkie;pabianicki;18;1,51;0;0;0;t1008
³ódzkie;pajêczañski;4;0,78;0;0;0;t1009
³ódzkie;piotrkowski;10;1,09;0;0;0;t1010
³ódzkie;poddêbicki;5;1,22;1;0;1;t1011
³ódzkie;radomszczañski;8;0,71;1;0;1;t1012
³ódzkie;rawski;6;1,24;0;0;0;t1013
³ódzkie;sieradzki;34;2,90;0;0;0;t1014
³ódzkie;skierniewicki;5;1,31;0;0;0;t1015
³ódzkie;tomaszowski;12;1,03;1;0;1;t1016
³ódzkie;wieluñski;5;0,66;0;0;0;t1017
³ódzkie;wieruszowski;2;0,48;0;0;0;t1018
³ódzkie;zduñskowolski;4;0,60;0;0;0;t1019
³ódzkie;zgierski;19;1,14;0;0;0;t1020
³ódzkie;brzeziñski;5;1,62;0;0;0;t1021
³ódzkie;£ódŸ;265;3,91;0;0;0;t1061
³ódzkie;Piotrków Trybunalski;15;2,06;9;8;1;t1062
³ódzkie;Skierniewice;11;2,29;0;0;0;t1063
ma³opolskie;bocheñski;10;0,93;1;0;1;t1201
ma³opolskie;brzeski;2;0,21;1;0;1;t1202
ma³opolskie;chrzanowski;12;0,97;1;1;0;t1203
ma³opolskie;d¹browski;4;0,68;0;0;0;t1204
ma³opolskie;gorlicki;9;0,83;0;0;0;t1205
ma³opolskie;krakowski;21;0,75;2;2;0;t1206
ma³opolskie;limanowski;0;0;0;0;0;t1207
ma³opolskie;miechowski;3;0,62;0;0;0;t1208
ma³opolskie;myœlenicki;5;0,39;0;0;0;t1209
ma³opolskie;nowos¹decki;8;0,37;2;0;2;t1210
ma³opolskie;nowotarski;14;0,73;1;0;1;t1211
ma³opolskie;olkuski;3;0,27;1;0;1;t1212
ma³opolskie;oœwiêcimski;11;0,72;4;0;4;t1213
ma³opolskie;proszowicki;1;0,23;0;0;0;t1214
ma³opolskie;suski;2;0,24;1;1;0;t1215
ma³opolskie;tarnowski;10;0,50;1;1;0;t1216
ma³opolskie;tatrzañski;8;1,17;0;0;0;t1217
ma³opolskie;wadowicki;14;0,88;0;0;0;t1218
ma³opolskie;wielicki;4;0,31;1;0;1;t1219
ma³opolskie;Kraków;80;1,02;3;2;1;t1261
ma³opolskie;Nowy S¹cz;5;0,60;3;0;3;t1262
ma³opolskie;Tarnów;7;0,65;1;1;0;t1263
mazowieckie;bia³obrzeski;2;0,60;0;0;0;t1401
mazowieckie;ciechanowski;6;0,67;1;0;1;t1402
mazowieckie;garwoliñski;2;0,18;0;0;0;t1403
mazowieckie;gostyniñski;1;0,22;0;0;0;t1404
mazowieckie;grodziski;31;3,21;0;0;0;t1405
mazowieckie;grójecki;25;2,55;0;0;0;t1406
mazowieckie;kozienicki;11;1,84;0;0;0;t1407
mazowieckie;legionowski;22;1,84;0;0;0;t1408
mazowieckie;lipski;1;0,30;1;0;1;t1409
mazowieckie;³osicki;3;0,98;1;0;1;t1410
mazowieckie;makowski;12;2,69;2;1;1;t1411
mazowieckie;miñski;14;0,90;0;0;0;t1412
mazowieckie;m³awski;8;1,10;2;0;2;t1413
mazowieckie;nowodworski;12;1,51;1;0;1;t1414
mazowieckie;ostro³êcki;13;1,47;1;0;1;t1415
mazowieckie;ostrowski;6;0,83;0;0;0;t1416
mazowieckie;otwocki;35;2,81;0;0;0;t1417
mazowieckie;piaseczyñski;33;1,74;0;0;0;t1418
mazowieckie;p³ocki;11;0,99;1;0;1;t1419
mazowieckie;p³oñski;6;0,69;0;0;0;t1420
mazowieckie;pruszkowski;26;1,56;0;0;0;t1421
mazowieckie;przasnyski;7;1,34;0;0;0;t1422
mazowieckie;przysuski;6;1,45;0;0;0;t1423
mazowieckie;pu³tuski;4;0,77;0;0;0;t1424
mazowieckie;radomski;27;1,77;2;2;0;t1425
mazowieckie;siedlecki;23;2,83;2;0;2;t1426
mazowieckie;sierpecki;8;1,55;2;0;2;t1427
mazowieckie;sochaczewski;18;2,12;0;0;0;t1428
mazowieckie;soko³owski;5;0,93;2;0;2;t1429
mazowieckie;szyd³owiecki;2;0,51;0;0;0;t1430
mazowieckie;warszawski zachodni;20;1,67;0;0;0;t1432
mazowieckie;wêgrowski;7;1,07;1;0;1;t1433
mazowieckie;wo³omiñski;22;0,88;2;0;2;t1434
mazowieckie;wyszkowski;4;0,54;0;0;0;t1435
mazowieckie;zwoleñski;3;0,83;0;0;0;t1436
mazowieckie;¿uromiñski;1;0,26;0;0;0;t1437
mazowieckie;¿yrardowski;9;1,19;0;0;0;t1438
mazowieckie;Ostro³êka;9;1,73;0;0;0;t1461
mazowieckie;P³ock;15;1,26;2;1;1;t1462
mazowieckie;Radom;49;2,33;1;1;0;t1463
mazowieckie;Siedlce;19;2,43;1;0;1;t1464
mazowieckie;Warszawa;286;1,59;2;0;2;t1465
opolskie;brzeski;4;0,45;0;0;0;t1601
opolskie;g³ubczycki;5;1,10;0;0;0;t1602
opolskie;kêdzierzyñsko-kozielski;16;1,71;4;0;4;t1603
opolskie;kluczborski;7;1,07;0;0;0;t1604
opolskie;krapkowicki;3;0,47;0;0;0;t1605
opolskie;namys³owski;2;0,47;1;0;1;t1606
opolskie;nyski;15;1,11;0;0;0;t1607
opolskie;oleski;5;0,78;1;0;1;t1608
opolskie;opolski;8;0,65;2;0;2;t1609
opolskie;prudnicki;0;0;0;0;0;t1610
opolskie;strzelecki;8;1,08;1;0;1;t1611
opolskie;Opole;20;1,56;3;0;3;t1661
podkarpackie;bieszczadzki;3;1,39;0;0;0;t1801
podkarpackie;brzozowski;2;0,31;0;0;0;t1802
podkarpackie;dêbicki;5;0,37;0;0;0;t1803
podkarpackie;jaros³awski;19;1,58;3;1;2;t1804
podkarpackie;jasielski;10;0,88;0;0;0;t1805
podkarpackie;kolbuszowski;19;3,05;2;0;2;t1806
podkarpackie;kroœnieñski;5;0,45;0;0;0;t1807
podkarpackie;le¿ajski;3;0,43;0;0;0;t1808
podkarpackie;lubaczowski;11;2,00;0;0;0;t1809
podkarpackie;³añcucki;7;0,86;1;0;1;t1810
podkarpackie;mielecki;16;1,17;1;0;1;t1811
podkarpackie;ni¿añski;9;1,35;0;0;0;t1812
podkarpackie;przemyski;4;0,54;0;0;0;t1813
podkarpackie;przeworski;41;5,24;1;0;1;t1814
podkarpackie;ropczycko-sêdziszowski;5;0,67;0;0;0;t1815
podkarpackie;rzeszowski;27;1,59;1;0;1;t1816
podkarpackie;sanocki;6;0,64;1;0;1;t1817
podkarpackie;stalowowolski;16;1,51;1;0;1;t1818
podkarpackie;strzy¿owski;9;1,47;0;0;0;t1819
podkarpackie;tarnobrzeski;22;4,16;0;0;0;t1820
podkarpackie;leski;7;2,65;0;0;0;t1821
podkarpackie;Krosno;0;0;0;0;0;t1861
podkarpackie;Przemyœl;6;0,99;1;0;1;t1862
podkarpackie;Rzeszów;15;0,76;5;0;5;t1863
podkarpackie;Tarnobrzeg;3;0,64;1;0;1;t1864
podlaskie;augustowski;4;0,69;0;0;0;t2001
podlaskie;bia³ostocki;29;1,93;2;0;2;t2002
podlaskie;bielski;2;0,37;0;0;0;t2003
podlaskie;grajewski;10;2,13;0;0;0;t2004
podlaskie;hajnowski;4;0,95;1;0;1;t2005
podlaskie;kolneñski;6;1,58;0;0;0;t2006
podlaskie;³om¿yñski;3;0,59;0;0;0;t2007
podlaskie;moniecki;8;1,99;0;0;0;t2008
podlaskie;sejneñski;3;1,51;0;0;0;t2009
podlaskie;siemiatycki;11;2,51;0;0;0;t2010
podlaskie;sokólski;17;2,56;0;0;0;t2011
podlaskie;suwalski;3;0,84;0;0;0;t2012
podlaskie;wysokomazowiecki;8;1,41;0;0;0;t2013
podlaskie;zambrowski;6;1,38;0;0;0;t2014
podlaskie;Bia³ystok;46;1,55;4;0;4;t2061
podlaskie;£om¿a;15;2,39;0;0;0;t2062
podlaskie;Suwa³ki;14;2,01;0;0;0;t2063
pomorskie;bytowski;7;0,88;0;0;0;t2201
pomorskie;chojnicki;19;1,95;1;0;1;t2202
pomorskie;cz³uchowski;9;1,61;1;0;1;t2203
pomorskie;gdañski;30;2,51;0;0;0;t2204
pomorskie;kartuski;37;2,63;0;0;0;t2205
pomorskie;koœcierski;22;3,02;2;0;2;t2206
pomorskie;kwidzyñski;8;0,96;3;0;3;t2207
pomorskie;lêborski;3;0,45;0;0;0;t2208
pomorskie;malborski;6;0,95;6;6;0;t2209
pomorskie;nowodworski;5;1,41;1;0;1;t2210
pomorskie;pucki;40;4,59;1;0;1;t2211
pomorskie;s³upski;10;1,01;0;0;0;t2212
pomorskie;starogardzki;10;0,78;2;0;2;t2213
pomorskie;tczewski;26;2,25;2;0;2;t2214
pomorskie;wejherowski;44;2,01;3;0;3;t2215
pomorskie;sztumski;2;0,49;0;0;0;t2216
pomorskie;Gdañsk;189;4,01;8;0;8;t2261
pomorskie;Gdynia;43;1,75;8;1;7;t2262
pomorskie;S³upsk;9;1,00;0;0;0;t2263
pomorskie;Sopot;11;3,09;1;0;1;t2264
œl¹skie;bêdziñski;40;2,71;1;0;1;t2401
œl¹skie;bielski;16;0,96;0;0;0;t2402
œl¹skie;cieszyñski;16;0,90;2;0;2;t2403
œl¹skie;czêstochowski;22;1,64;0;0;0;t2404
œl¹skie;gliwicki;24;2,08;0;0;0;t2405
œl¹skie;k³obucki;5;0,59;2;0;2;t2406
œl¹skie;lubliniecki;9;1,18;0;0;0;t2407
œl¹skie;miko³owski;6;0,60;0;0;0;t2408
œl¹skie;myszkowski;15;2,12;0;0;0;t2409
œl¹skie;pszczyñski;15;1,34;2;0;2;t2410
œl¹skie;raciborski;20;1,85;1;0;1;t2411
œl¹skie;rybnicki;7;0,89;0;0;0;t2412
œl¹skie;tarnogórski;33;2,34;5;0;5;t2413
œl¹skie;bieruñsko-lêdziñski;4;0,67;0;0;0;t2414
œl¹skie;wodzis³awski;11;0,70;0;0;0;t2415
œl¹skie;zawierciañski;29;2,48;1;0;1;t2416
œl¹skie;¿ywiecki;9;0,59;3;0;3;t2417
œl¹skie;Bielsko-Bia³a;12;0,70;0;0;0;t2461
œl¹skie;Bytom;42;2,55;2;2;0;t2462
œl¹skie;Chorzów;17;1,58;1;1;0;t2463
œl¹skie;Czêstochowa;38;1,73;0;0;0;t2464
œl¹skie;D¹browa Górnicza;35;2,94;0;0;0;t2465
œl¹skie;Gliwice;33;1,85;0;0;0;t2466
œl¹skie;Jastrzêbie-Zdrój;5;0,57;0;0;0;t2467
œl¹skie;Jaworzno;8;0,88;2;2;0;t2468
œl¹skie;Katowice;78;2,67;1;0;1;t2469
œl¹skie;Mys³owice;10;1,34;0;0;0;t2470
œl¹skie;Piekary Œl¹skie;6;1,09;1;0;1;t2471
œl¹skie;Ruda Œl¹ska;36;2,63;0;0;0;t2472
œl¹skie;Rybnik;18;1,31;0;0;0;t2473
œl¹skie;Siemianowice Œl¹skie;11;1,65;0;0;0;t2474
œl¹skie;Sosnowiec;35;1,76;0;0;0;t2475
œl¹skie;Œwiêtoch³owice;5;1,01;0;0;0;t2476
œl¹skie;Tychy;35;2,75;3;0;3;t2477
œl¹skie;Zabrze;33;1,92;0;0;0;t2478
œl¹skie;¯ory;1;0,16;0;0;0;t2479
œwiêtokrzyskie;buski;5;0,70;0;0;0;t2601
œwiêtokrzyskie;jêdrzejowski;1;0,12;0;0;0;t2602
œwiêtokrzyskie;kazimierski;4;1,19;0;0;0;t2603
œwiêtokrzyskie;kielecki;13;0,62;0;0;0;t2604
œwiêtokrzyskie;konecki;6;0,75;0;0;0;t2605
œwiêtokrzyskie;opatowski;5;0,96;0;0;0;t2606
œwiêtokrzyskie;ostrowiecki;4;0,37;0;0;0;t2607
œwiêtokrzyskie;piñczowski;5;1,29;0;0;0;t2608
œwiêtokrzyskie;sandomierski;9;1,17;0;0;0;t2609
œwiêtokrzyskie;skar¿yski;7;0,95;0;0;0;t2610
œwiêtokrzyskie;starachowicki;2;0,22;2;1;1;t2611
œwiêtokrzyskie;staszowski;3;0,42;1;0;1;t2612
œwiêtokrzyskie;w³oszczowski;5;1,11;0;0;0;t2613
œwiêtokrzyskie;Kielce;19;0,98;0;0;0;t2661
warmiñsko-mazurskie;bartoszycki;23;4,04;1;1;0;t2801
warmiñsko-mazurskie;braniewski;1;0,24;0;0;0;t2802
warmiñsko-mazurskie;dzia³dowski;33;5,08;5;0;5;t2803
warmiñsko-mazurskie;elbl¹ski;15;2,63;3;0;3;t2804
warmiñsko-mazurskie;e³cki;15;1,64;0;0;0;t2805
warmiñsko-mazurskie;gi¿ycki;13;2,30;0;0;0;t2806
warmiñsko-mazurskie;i³awski;16;1,72;4;0;4;t2807
warmiñsko-mazurskie;kêtrzyñski;22;3,55;0;0;0;t2808
warmiñsko-mazurskie;lidzbarski;5;1,22;0;0;0;t2809
warmiñsko-mazurskie;mr¹gowski;10;2,01;2;1;1;t2810
warmiñsko-mazurskie;nidzicki;18;5,50;0;0;0;t2811
warmiñsko-mazurskie;nowomiejski;11;2,51;0;0;0;t2812
warmiñsko-mazurskie;olecki;5;1,47;1;0;1;t2813
warmiñsko-mazurskie;olsztyñski;75;5,90;0;0;0;t2814
warmiñsko-mazurskie;ostródzki;56;5,39;6;0;6;t2815
warmiñsko-mazurskie;piski;22;3,93;0;0;0;t2816
warmiñsko-mazurskie;szczycieñski;37;5,34;3;0;3;t2817
warmiñsko-mazurskie;go³dapski;0;0;0;0;0;t2818
warmiñsko-mazurskie;wêgorzewski;12;5,32;0;0;0;t2819
warmiñsko-mazurskie;Elbl¹g;65;5,46;5;1;4;t2861
warmiñsko-mazurskie;Olsztyn;147;8,55;0;0;0;t2862
wielkopolskie;chodzieski;6;1,28;0;0;0;t3001
wielkopolskie;czarnkowsko-trzcianecki;36;4,14;0;0;0;t3002
wielkopolskie;gnieŸnieñski;15;1,03;1;0;1;t3003
wielkopolskie;gostyñski;5;0,66;0;0;0;t3004
wielkopolskie;grodziski;20;3,85;0;0;0;t3005
wielkopolskie;jarociñski;2;0,28;0;0;0;t3006
wielkopolskie;kaliski;2;0,24;1;0;1;t3007
wielkopolskie;kêpiñski;4;0,71;0;0;0;t3008
wielkopolskie;kolski;5;0,58;0;0;0;t3009
wielkopolskie;koniñski;4;0,31;0;0;0;t3010
wielkopolskie;koœciañski;8;1,01;1;1;0;t3011
wielkopolskie;krotoszyñski;4;0,52;0;0;0;t3012
wielkopolskie;leszczyñski;2;0,35;0;0;0;t3013
wielkopolskie;miêdzychodzki;7;1,91;2;0;2;t3014
wielkopolskie;nowotomyski;12;1,59;0;0;0;t3015
wielkopolskie;obornicki;18;3,01;0;0;0;t3016
wielkopolskie;ostrowski;12;0,74;0;0;0;t3017
wielkopolskie;ostrzeszowski;8;1,44;0;0;0;t3018
wielkopolskie;pilski;20;1,47;1;0;1;t3019
wielkopolskie;pleszewski;2;0,32;1;1;0;t3020
wielkopolskie;poznañski;157;3,89;2;0;2;t3021
wielkopolskie;rawicki;5;0,83;0;0;0;t3022
wielkopolskie;s³upecki;20;3,39;0;0;0;t3023
wielkopolskie;szamotulski;34;3,71;0;0;0;t3024
wielkopolskie;œredzki;22;3,73;0;0;0;t3025
wielkopolskie;œremski;11;1,79;1;0;1;t3026
wielkopolskie;turecki;6;0,72;0;0;0;t3027
wielkopolskie;w¹growiecki;6;0,85;0;0;0;t3028
wielkopolskie;wolsztyñski;9;1,56;2;1;1;t3029
wielkopolskie;wrzesiñski;24;3,07;0;0;0;t3030
wielkopolskie;z³otowski;11;1,59;1;0;1;t3031
wielkopolskie;Kalisz;5;0,50;2;0;2;t3061
wielkopolskie;Konin;10;1,37;0;0;0;t3062
wielkopolskie;Leszno;2;0,32;0;0;0;t3063
wielkopolskie;Poznañ;288;5,39;3;0;3;t3064
zachodniopomorskie;bia³ogardzki;7;1,48;0;0;0;t3201
zachodniopomorskie;choszczeñski;6;1,25;0;0;0;t3202
zachodniopomorskie;drawski;44;7,74;0;0;0;t3203
zachodniopomorskie;goleniowski;21;2,55;0;0;0;t3204
zachodniopomorskie;gryficki;9;1,50;0;0;0;t3205
zachodniopomorskie;gryfiñski;24;2,94;0;0;0;t3206
zachodniopomorskie;kamieñski;14;2,99;0;0;0;t3207
zachodniopomorskie;ko³obrzeski;13;1,64;0;0;0;t3208
zachodniopomorskie;koszaliñski;18;2,71;2;0;2;t3209
zachodniopomorskie;myœliborski;10;1,53;0;0;0;t3210
zachodniopomorskie;policki;40;4,92;1;0;1;t3211
zachodniopomorskie;pyrzycki;9;2,29;0;0;0;t3212
zachodniopomorskie;s³awieñski;10;1,79;0;0;0;t3213
zachodniopomorskie;stargardzki;50;4,16;0;0;0;t3214
zachodniopomorskie;szczecinecki;62;8,01;2;0;2;t3215
zachodniopomorskie;œwidwiñski;31;6,66;0;0;0;t3216
zachodniopomorskie;wa³ecki;9;1,70;0;0;0;t3217
zachodniopomorskie;³obeski;26;7,12;0;0;0;t3218
zachodniopomorskie;Koszalin;33;3,09;3;0;3;t3261
zachodniopomorskie;Szczecin;124;3,09;0;0;0;t3262
zachodniopomorskie;Œwinoujœcie;9;2,20;0;0;0;t3263
