wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;teryt
³ódzkie;brzeziñski;9;2,92;0;0;0;t1021
³ódzkie;£ódŸ;214;3,16;7;0;7;t1061
³ódzkie;Piotrków Trybunalski;10;1,37;1;1;0;t1062
³ódzkie;Skierniewice;7;1,46;0;0;0;t1063
ma³opolskie;bocheñski;8;0,75;0;0;0;t1201
ma³opolskie;brzeski;14;1,50;1;1;0;t1202
ma³opolskie;chrzanowski;25;2,01;1;1;0;t1203
ma³opolskie;d¹browski;2;0,34;1;0;1;t1204
ma³opolskie;gorlicki;9;0,83;9;1;8;t1205
ma³opolskie;krakowski;37;1,32;0;0;0;t1206
ma³opolskie;limanowski;10;0,76;0;0;0;t1207
ma³opolskie;miechowski;7;1,44;0;0;0;t1208
ma³opolskie;myœlenicki;10;0,78;0;0;0;t1209
ma³opolskie;nowos¹decki;9;0,41;0;0;0;t1210
ma³opolskie;nowotarski;5;0,26;0;0;0;t1211
ma³opolskie;olkuski;10;0,90;0;0;0;t1212
ma³opolskie;oœwiêcimski;21;1,37;0;0;0;t1213
ma³opolskie;proszowicki;6;1,39;0;0;0;t1214
ma³opolskie;suski;2;0,24;0;0;0;t1215
ma³opolskie;tarnowski;14;0,69;0;0;0;t1216
ma³opolskie;tatrzañski;5;0,73;0;0;0;t1217
ma³opolskie;wadowicki;10;0,63;0;0;0;t1218
ma³opolskie;wielicki;5;0,38;0;0;0;t1219
ma³opolskie;Kraków;109;1,40;0;0;0;t1261
ma³opolskie;Nowy S¹cz;12;1,43;0;0;0;t1262
ma³opolskie;Tarnów;7;0,65;0;0;0;t1263
mazowieckie;bia³obrzeski;14;4,20;2;1;1;t1401
mazowieckie;ciechanowski;18;2,02;1;0;1;t1402
mazowieckie;garwoliñski;11;1,01;2;1;1;t1403
mazowieckie;gostyniñski;3;0,67;0;0;0;t1404
mazowieckie;grodziski;32;3,31;1;0;1;t1405
mazowieckie;grójecki;29;2,95;3;0;3;t1406
mazowieckie;kozienicki;17;2,84;1;0;1;t1407
mazowieckie;legionowski;29;2,43;0;0;0;t1408
mazowieckie;lipski;7;2,07;0;0;0;t1409
mazowieckie;³osicki;8;2,61;0;0;0;t1410
mazowieckie;makowski;10;2,24;0;0;0;t1411
mazowieckie;miñski;26;1,68;2;2;0;t1412
mazowieckie;m³awski;23;3,17;1;0;1;t1413
mazowieckie;nowodworski;9;1,13;3;2;1;t1414
mazowieckie;ostro³êcki;10;1,13;0;0;0;t1415
mazowieckie;ostrowski;12;1,66;2;0;2;t1416
mazowieckie;otwocki;13;1,04;0;0;0;t1417
mazowieckie;piaseczyñski;59;3,11;4;0;4;t1418
mazowieckie;p³ocki;10;0,90;0;0;0;t1419
mazowieckie;p³oñski;14;1,61;1;0;1;t1420
mazowieckie;pruszkowski;40;2,40;1;0;1;t1421
mazowieckie;przasnyski;16;3,06;0;0;0;t1422
mazowieckie;przysuski;4;0,97;0;0;0;t1423
mazowieckie;pu³tuski;6;1,16;0;0;0;t1424
mazowieckie;radomski;29;1,90;0;0;0;t1425
mazowieckie;siedlecki;16;1,97;1;0;1;t1426
mazowieckie;sierpecki;11;2,13;1;0;1;t1427
mazowieckie;sochaczewski;16;1,88;1;0;1;t1428
mazowieckie;soko³owski;5;0,93;1;0;1;t1429
mazowieckie;szyd³owiecki;8;2,02;0;0;0;t1430
mazowieckie;warszawski zachodni;31;2,59;2;2;0;t1432
mazowieckie;wêgrowski;5;0,76;0;0;0;t1433
mazowieckie;wo³omiñski;80;3,18;0;0;0;t1434
mazowieckie;wyszkowski;2;0,27;1;0;1;t1435
mazowieckie;zwoleñski;7;1,94;0;0;0;t1436
mazowieckie;¿uromiñski;4;1,04;0;0;0;t1437
mazowieckie;¿yrardowski;23;3,04;0;0;0;t1438
mazowieckie;Ostro³êka;11;2,12;1;0;1;t1461
mazowieckie;P³ock;25;2,10;0;0;0;t1462
mazowieckie;Radom;32;1,52;1;0;1;t1463
mazowieckie;Siedlce;19;2,43;1;1;0;t1464
mazowieckie;Warszawa;486;2,71;7;0;7;t1465
opolskie;brzeski;17;1,90;0;0;0;t1601
opolskie;g³ubczycki;10;2,21;0;0;0;t1602
opolskie;kêdzierzyñsko-kozielski;9;0,96;0;0;0;t1603
opolskie;kluczborski;15;2,30;0;0;0;t1604
opolskie;krapkowicki;12;1,89;0;0;0;t1605
opolskie;namys³owski;5;1,17;1;0;1;t1606
opolskie;nyski;35;2,58;1;1;0;t1607
opolskie;oleski;11;1,71;0;0;0;t1608
opolskie;opolski;48;3,88;1;0;1;t1609
opolskie;prudnicki;22;3,99;0;0;0;t1610
opolskie;strzelecki;11;1,48;0;0;0;t1611
opolskie;Opole;39;3,05;0;0;0;t1661
podkarpackie;bieszczadzki;6;2,78;0;0;0;t1801
podkarpackie;brzozowski;9;1,37;0;0;0;t1802
podkarpackie;dêbicki;4;0,30;0;0;0;t1803
podkarpackie;jaros³awski;20;1,67;2;1;1;t1804
podkarpackie;jasielski;7;0,62;0;0;0;t1805
podkarpackie;kolbuszowski;3;0,48;0;0;0;t1806
podkarpackie;kroœnieñski;5;0,45;0;0;0;t1807
podkarpackie;le¿ajski;7;1,01;0;0;0;t1808
podkarpackie;lubaczowski;14;2,55;1;1;0;t1809
podkarpackie;³añcucki;16;1,97;0;0;0;t1810
podkarpackie;mielecki;15;1,10;0;0;0;t1811
podkarpackie;ni¿añski;4;0,60;1;0;1;t1812
podkarpackie;przemyski;6;0,81;3;0;3;t1813
podkarpackie;przeworski;8;1,02;0;0;0;t1814
podkarpackie;ropczycko-sêdziszowski;6;0,80;1;1;0;t1815
podkarpackie;rzeszowski;20;1,18;2;0;2;t1816
podkarpackie;sanocki;5;0,53;0;0;0;t1817
podkarpackie;stalowowolski;16;1,51;2;0;2;t1818
podkarpackie;strzy¿owski;8;1,31;0;0;0;t1819
podkarpackie;tarnobrzeski;13;2,46;0;0;0;t1820
podkarpackie;leski;4;1,51;0;0;0;t1821
podkarpackie;Krosno;5;1,08;0;0;0;t1861
podkarpackie;Przemyœl;4;0,66;1;0;1;t1862
podkarpackie;Rzeszów;20;1,02;4;1;3;t1863
podkarpackie;Tarnobrzeg;8;1,72;0;0;0;t1864
podlaskie;augustowski;5;0,86;0;0;0;t2001
podlaskie;bia³ostocki;35;2,33;0;0;0;t2002
podlaskie;bielski;7;1,29;1;0;1;t2003
podlaskie;grajewski;17;3,61;0;0;0;t2004
podlaskie;hajnowski;10;2,36;0;0;0;t2005
podlaskie;kolneñski;10;2,63;0;0;0;t2006
podlaskie;³om¿yñski;18;3,54;0;0;0;t2007
podlaskie;moniecki;9;2,24;1;0;1;t2008
podlaskie;sejneñski;6;3,03;1;0;1;t2009
podlaskie;siemiatycki;3;0,68;0;0;0;t2010
podlaskie;sokólski;35;5,28;0;0;0;t2011
podlaskie;suwalski;6;1,69;0;0;0;t2012
podlaskie;wysokomazowiecki;11;1,94;0;0;0;t2013
podlaskie;zambrowski;9;2,07;0;0;0;t2014
podlaskie;Bia³ystok;72;2,42;1;0;1;t2061
podlaskie;£om¿a;19;3,03;2;0;2;t2062
podlaskie;Suwa³ki;19;2,72;0;0;0;t2063
pomorskie;bytowski;16;2,02;0;0;0;t2201
pomorskie;chojnicki;21;2,15;1;0;1;t2202
pomorskie;cz³uchowski;19;3,40;0;0;0;t2203
pomorskie;gdañski;43;3,60;0;0;0;t2204
pomorskie;kartuski;59;4,19;0;0;0;t2205
pomorskie;koœcierski;10;1,37;0;0;0;t2206
pomorskie;kwidzyñski;35;4,22;1;1;0;t2207
pomorskie;lêborski;27;4,09;0;0;0;t2208
pomorskie;malborski;38;5,99;0;0;0;t2209
pomorskie;nowodworski;15;4,23;0;0;0;t2210
pomorskie;pucki;48;5,51;0;0;0;t2211
pomorskie;s³upski;31;3,14;8;0;8;t2212
pomorskie;starogardzki;45;3,51;0;0;0;t2213
pomorskie;tczewski;38;3,29;1;0;1;t2214
pomorskie;wejherowski;67;3,06;0;0;0;t2215
pomorskie;sztumski;31;7,54;0;0;0;t2216
pomorskie;Gdañsk;216;4,58;1;0;1;t2261
pomorskie;Gdynia;84;3,42;1;0;1;t2262
pomorskie;S³upsk;25;2,77;3;0;3;t2263
pomorskie;Sopot;10;2,81;0;0;0;t2264
œl¹skie;bêdziñski;31;2,10;0;0;0;t2401
œl¹skie;bielski;23;1,38;0;0;0;t2402
œl¹skie;cieszyñski;14;0,79;1;0;1;t2403
œl¹skie;czêstochowski;27;2,01;0;0;0;t2404
œl¹skie;gliwicki;15;1,30;2;0;2;t2405
œl¹skie;k³obucki;6;0,71;0;0;0;t2406
œl¹skie;lubliniecki;20;2,62;0;0;0;t2407
œl¹skie;miko³owski;6;0,60;0;0;0;t2408
œl¹skie;myszkowski;22;3,11;1;0;1;t2409
œl¹skie;pszczyñski;11;0,98;0;0;0;t2410
œl¹skie;raciborski;21;1,95;0;0;0;t2411
œl¹skie;rybnicki;8;1,02;2;0;2;t2412
œl¹skie;tarnogórski;20;1,42;0;0;0;t2413
œl¹skie;bieruñsko-lêdziñski;5;0,84;0;0;0;t2414
œl¹skie;wodzis³awski;22;1,40;0;0;0;t2415
œl¹skie;zawierciañski;23;1,96;0;0;0;t2416
œl¹skie;¿ywiecki;20;1,31;0;0;0;t2417
œl¹skie;Bielsko-Bia³a;23;1,35;1;0;1;t2461
œl¹skie;Bytom;18;1,09;2;0;2;t2462
œl¹skie;Chorzów;24;2,23;2;0;2;t2463
œl¹skie;Czêstochowa;38;1,73;1;0;1;t2464
œl¹skie;D¹browa Górnicza;17;1,43;0;0;0;t2465
œl¹skie;Gliwice;39;2,19;0;0;0;t2466
œl¹skie;Jastrzêbie-Zdrój;7;0,79;0;0;0;t2467
œl¹skie;Jaworzno;10;1,10;1;0;1;t2468
œl¹skie;Katowice;79;2,71;0;0;0;t2469
œl¹skie;Mys³owice;20;2,68;0;0;0;t2470
œl¹skie;Piekary Œl¹skie;3;0,55;0;0;0;t2471
œl¹skie;Ruda Œl¹ska;19;1,39;0;0;0;t2472
œl¹skie;Rybnik;7;0,51;1;0;1;t2473
œl¹skie;Siemianowice Œl¹skie;15;2,25;0;0;0;t2474
œl¹skie;Sosnowiec;55;2,76;3;0;3;t2475
œl¹skie;Œwiêtoch³owice;10;2,03;0;0;0;t2476
œl¹skie;Tychy;27;2,12;1;0;1;t2477
œl¹skie;Zabrze;15;0,87;0;0;0;t2478
œl¹skie;¯ory;7;1,12;1;0;1;t2479
œwiêtokrzyskie;buski;5;0,70;0;0;0;t2601
œwiêtokrzyskie;jêdrzejowski;9;1,06;0;0;0;t2602
œwiêtokrzyskie;kazimierski;2;0,60;0;0;0;t2603
œwiêtokrzyskie;kielecki;22;1,04;0;0;0;t2604
œwiêtokrzyskie;konecki;3;0,38;0;0;0;t2605
œwiêtokrzyskie;opatowski;10;1,93;0;0;0;t2606
œwiêtokrzyskie;ostrowiecki;27;2,49;0;0;0;t2607
œwiêtokrzyskie;piñczowski;4;1,03;0;0;0;t2608
œwiêtokrzyskie;sandomierski;22;2,87;1;0;1;t2609
œwiêtokrzyskie;skar¿yski;7;0,95;0;0;0;t2610
œwiêtokrzyskie;starachowicki;17;1,91;2;1;1;t2611
œwiêtokrzyskie;staszowski;8;1,12;0;0;0;t2612
œwiêtokrzyskie;w³oszczowski;4;0,89;0;0;0;t2613
œwiêtokrzyskie;Kielce;24;1,24;1;0;1;t2661
warmiñsko-mazurskie;bartoszycki;28;4,92;4;0;4;t2801
warmiñsko-mazurskie;braniewski;29;7,09;0;0;0;t2802
warmiñsko-mazurskie;dzia³dowski;21;3,23;0;0;0;t2803
warmiñsko-mazurskie;elbl¹ski;28;4,91;0;0;0;t2804
warmiñsko-mazurskie;e³cki;28;3,06;1;0;1;t2805
warmiñsko-mazurskie;gi¿ycki;24;4,25;0;0;0;t2806
warmiñsko-mazurskie;i³awski;12;1,29;1;0;1;t2807
warmiñsko-mazurskie;kêtrzyñski;32;5,16;0;0;0;t2808
warmiñsko-mazurskie;lidzbarski;26;6,34;0;0;0;t2809
warmiñsko-mazurskie;mr¹gowski;16;3,22;0;0;0;t2810
warmiñsko-mazurskie;nidzicki;13;3,97;2;0;2;t2811
warmiñsko-mazurskie;nowomiejski;8;1,83;1;0;1;t2812
warmiñsko-mazurskie;olecki;8;2,35;0;0;0;t2813
warmiñsko-mazurskie;olsztyñski;77;6,05;3;0;3;t2814
warmiñsko-mazurskie;ostródzki;58;5,58;0;0;0;t2815
warmiñsko-mazurskie;piski;47;8,40;3;2;1;t2816
warmiñsko-mazurskie;szczycieñski;44;6,35;4;0;4;t2817
warmiñsko-mazurskie;go³dapski;16;6,01;1;1;0;t2818
warmiñsko-mazurskie;wêgorzewski;30;13,30;1;0;1;t2819
warmiñsko-mazurskie;Elbl¹g;47;3,95;4;0;4;t2861
warmiñsko-mazurskie;Olsztyn;98;5,70;4;1;3;t2862
wielkopolskie;chodzieski;4;0,85;0;0;0;t3001
wielkopolskie;czarnkowsko-trzcianecki;31;3,57;2;1;1;t3002
wielkopolskie;gnieŸnieñski;62;4,26;3;0;3;t3003
wielkopolskie;gostyñski;40;5,27;1;0;1;t3004
wielkopolskie;grodziski;13;2,50;0;0;0;t3005
wielkopolskie;jarociñski;24;3,36;0;0;0;t3006
wielkopolskie;kaliski;8;0,96;2;0;2;t3007
wielkopolskie;kêpiñski;8;1,42;2;2;0;t3008
wielkopolskie;kolski;8;0,93;4;0;4;t3009
wielkopolskie;koniñski;26;2,00;2;0;2;t3010
wielkopolskie;koœciañski;15;1,90;0;0;0;t3011
wielkopolskie;krotoszyñski;19;2,46;0;0;0;t3012
wielkopolskie;leszczyñski;5;0,87;1;0;1;t3013
wielkopolskie;miêdzychodzki;7;1,91;0;0;0;t3014
wielkopolskie;nowotomyski;9;1,19;2;1;1;t3015
wielkopolskie;obornicki;14;2,34;3;0;3;t3016
wielkopolskie;ostrowski;42;2,60;2;1;1;t3017
wielkopolskie;ostrzeszowski;16;2,89;3;0;3;t3018
wielkopolskie;pilski;36;2,65;0;0;0;t3019
wielkopolskie;pleszewski;7;1,11;0;0;0;t3020
wielkopolskie;poznañski;201;4,98;9;6;3;t3021
wielkopolskie;rawicki;11;1,83;0;0;0;t3022
wielkopolskie;s³upecki;30;5,08;0;0;0;t3023
wielkopolskie;szamotulski;14;1,53;4;2;2;t3024
wielkopolskie;œredzki;16;2,71;1;1;0;t3025
wielkopolskie;œremski;11;1,79;0;0;0;t3026
wielkopolskie;turecki;24;2,86;0;0;0;t3027
wielkopolskie;w¹growiecki;9;1,28;3;0;3;t3028
wielkopolskie;wolsztyñski;0;0;0;0;0;t3029
wielkopolskie;wrzesiñski;49;6,27;2;1;1;t3030
wielkopolskie;z³otowski;21;3,03;2;0;2;t3031
wielkopolskie;Kalisz;10;1,00;0;0;0;t3061
wielkopolskie;Konin;18;2,46;2;0;2;t3062
wielkopolskie;Leszno;21;3,32;2;2;0;t3063
wielkopolskie;Poznañ;229;4,29;13;12;1;t3064
zachodniopomorskie;bia³ogardzki;32;6,75;1;0;1;t3201
zachodniopomorskie;choszczeñski;28;5,83;1;1;0;t3202
zachodniopomorskie;drawski;8;1,41;3;0;3;t3203
zachodniopomorskie;goleniowski;45;5,46;3;0;3;t3204
zachodniopomorskie;gryficki;34;5,66;0;0;0;t3205
zachodniopomorskie;gryfiñski;49;6,01;1;0;1;t3206
zachodniopomorskie;kamieñski;19;4,05;0;0;0;t3207
zachodniopomorskie;ko³obrzeski;54;6,80;3;0;3;t3208
zachodniopomorskie;koszaliñski;25;3,76;1;0;1;t3209
zachodniopomorskie;myœliborski;14;2,14;0;0;0;t3210
zachodniopomorskie;policki;57;7,02;1;0;1;t3211
zachodniopomorskie;pyrzycki;22;5,60;3;0;3;t3212
zachodniopomorskie;s³awieñski;20;3,57;3;0;3;t3213
zachodniopomorskie;stargardzki;67;5,58;0;0;0;t3214
zachodniopomorskie;szczecinecki;13;1,68;1;0;1;t3215
zachodniopomorskie;œwidwiñski;15;3,22;0;0;0;t3216
zachodniopomorskie;wa³ecki;18;3,40;0;0;0;t3217
zachodniopomorskie;³obeski;6;1,64;0;0;0;t3218
zachodniopomorskie;Koszalin;52;4,87;4;0;4;t3261
zachodniopomorskie;Szczecin;193;4,81;3;0;3;t3262
zachodniopomorskie;Œwinoujœcie;17;4,16;0;0;0;t3263
