wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;teryt
kujawsko-pomorskie;aleksandrowski;24.0;4,36;1.0;;1.0;t0401
kujawsko-pomorskie;brodnicki;31.0;3,92;;;;t0402
kujawsko-pomorskie;bydgoski;58.0;4,86;1.0;;1.0;t0403
kujawsko-pomorskie;che³miñski;34.0;6,56;1.0;;1.0;t0404
kujawsko-pomorskie;golubsko-dobrzyñski;14.0;3,11;1.0;;1.0;t0405
kujawsko-pomorskie;grudzi¹dzki;36.0;8,95;1.0;1.0;;t0406
kujawsko-pomorskie;inowroc³awski;119.0;7,47;;;;t0407
kujawsko-pomorskie;lipnowski;15.0;2,29;;;;t0408
kujawsko-pomorskie;mogileñski;19.0;4,17;;;;t0409
kujawsko-pomorskie;nakielski;100.0;11,60;3.0;;3.0;t0410
kujawsko-pomorskie;radziejowski;29.0;7,21;2.0;;2.0;t0411
kujawsko-pomorskie;rypiñski;6.0;1,38;;;;t0412
kujawsko-pomorskie;sêpoleñski;21.0;5,13;3.0;1.0;2.0;t0413
kujawsko-pomorskie;œwiecki;69.0;6,97;9.0;;9.0;t0414
kujawsko-pomorskie;toruñski;86.0;7,89;2.0;1.0;1.0;t0415
kujawsko-pomorskie;tucholski;20.0;4,14;1.0;;1.0;t0416
kujawsko-pomorskie;w¹brzeski;14.0;4,10;1.0;1.0;;t0417
kujawsko-pomorskie;w³oc³awski;34.0;3,96;1.0;;1.0;t0418
kujawsko-pomorskie;¿niñski;26.0;3,71;;;;t0419
kujawsko-pomorskie;Bydgoszcz;126.0;3,63;9.0;;9.0;t0461
kujawsko-pomorskie;Grudzi¹dz;59.0;6,27;3.0;3.0;;t0462
kujawsko-pomorskie;Toruñ;137.0;6,81;6.0;5.0;1.0;t0463
kujawsko-pomorskie;W³oc³awek;29.0;2,65;2.0;;2.0;t0464
lubelskie;bialski;33.0;2,99;6.0;3.0;3.0;t0601
lubelskie;bi³gorajski;20.0;1,99;2.0;1.0;1.0;t0602
lubelskie;che³mski;23.0;2,96;2.0;;2.0;t0603
lubelskie;hrubieszowski;29.0;4,64;;;;t0604
lubelskie;janowski;5.0;1,10;1.0;;1.0;t0605
lubelskie;krasnostawski;29.0;4,61;2.0;2.0;;t0606
lubelskie;kraœnicki;27.0;2,84;;;;t0607
lubelskie;lubartowski;10.0;1,13;1.0;1.0;;t0608
lubelskie;lubelski;44.0;2,82;3.0;;3.0;t0609
lubelskie;³êczyñski;18.0;3,14;;;;t0610
lubelskie;³ukowski;6.0;0,56;1.0;;1.0;t0611
lubelskie;opolski;9.0;1,53;2.0;;2.0;t0612
lubelskie;parczewski;8.0;2,31;1.0;;1.0;t0613
lubelskie;pu³awski;48.0;4,25;2.0;1.0;1.0;t0614
lubelskie;radzyñski;3.0;0,51;;;;t0615
lubelskie;rycki;27.0;4,84;;;;t0616
lubelskie;œwidnicki;27.0;3,76;1.0;1.0;;t0617
lubelskie;tomaszowski;15.0;1,82;1.0;;1.0;t0618
lubelskie;w³odawski;17.0;4,45;;;;t0619
lubelskie;zamojski;12.0;1,13;2.0;;2.0;t0620
lubelskie;Bia³a Podlaska;23.0;4,02;1.0;1.0;;t0661
lubelskie;Che³m;26.0;4,22;;;;t0662
lubelskie;Lublin;132.0;3,89;6.0;3.0;3.0;t0663
lubelskie;Zamoœæ;18.0;2,85;3.0;1.0;2.0;t0664
lubuskie;gorzowski;32.0;4,44;;;;t0801
lubuskie;kroœnieñski;27.0;4,94;;;;t0802
lubuskie;miêdzyrzecki;12.0;2,09;2.0;2.0;;t0803
lubuskie;nowosolski;25.0;2,91;;;;t0804
lubuskie;s³ubicki;31.0;6,61;;;;t0805
lubuskie;strzelecko-drezdenecki;8.0;1,64;1.0;1.0;;t0806
lubuskie;sulêciñski;21.0;5,98;;;;t0807
lubuskie;œwiebodziñski;24.0;4,31;1.0;1.0;;t0808
lubuskie;zielonogórski;27.0;3,57;2.0;2.0;;t0809
lubuskie;¿agañski;8.0;1,02;1.0;1.0;;t0810
lubuskie;¿arski;34.0;3,55;;;;t0811
lubuskie;wschowski;8.0;2,06;1.0;1.0;;t0812
lubuskie;Gorzów Wielkopolski;49.0;3,97;1.0;1.0;;t0861
lubuskie;Zielona Góra;43.0;3,04;2.0;2.0;;t0862
³ódzkie;be³chatowski;12.0;1,06;2.0;;2.0;t1001
³ódzkie;kutnowski;36.0;3,75;;;;t1002
³ódzkie;³aski;2.0;0,40;;;;t1003
³ódzkie;³êczycki;25.0;5,04;;;;t1004
³ódzkie;³owicki;19.0;2,44;1.0;;1.0;t1005
³ódzkie;³ódzki wschodni;42.0;5,80;;;;t1006
³ódzkie;opoczyñski;3.0;0,40;2.0;1.0;1.0;t1007
³ódzkie;pabianicki;48.0;4,03;;;;t1008
³ódzkie;pajêczañski;8.0;1,57;;;;t1009
³ódzkie;piotrkowski;18.0;1,97;4.0;3.0;1.0;t1010
³ódzkie;poddêbicki;11.0;2,68;1.0;;1.0;t1011
³ódzkie;radomszczañski;19.0;1,69;;;;t1012
³ódzkie;rawski;18.0;3,71;;;;t1013
³ódzkie;sieradzki;28.0;2,39;1.0;1.0;;t1014
³ódzkie;skierniewicki;10.0;2,62;;;;t1015
³ódzkie;tomaszowski;38.0;3,27;4.0;;4.0;t1016
³ódzkie;wieluñski;18.0;2,37;2.0;2.0;;t1017
³ódzkie;wieruszowski;9.0;2,14;;;;t1018
³ódzkie;zduñskowolski;7.0;1,06;3.0;;3.0;t1019
³ódzkie;zgierski;71.0;4,27;3.0;;3.0;t1020
³ódzkie;brzeziñski;2.0;0,65;;;;t1021
³ódzkie;£ódŸ;326.0;4,81;11.0;1.0;10.0;t1061
³ódzkie;Piotrków Trybunalski;15.0;2,06;2.0;;2.0;t1062
³ódzkie;Skierniewice;16.0;3,34;;;;t1063
ma³opolskie;bocheñski;8.0;0,75;2.0;;2.0;t1201
ma³opolskie;brzeski;;;3.0;1.0;2.0;t1202
ma³opolskie;chrzanowski;18.0;1,45;1.0;1.0;;t1203
ma³opolskie;d¹browski;6.0;1,01;;;;t1204
ma³opolskie;gorlicki;11.0;1,01;2.0;;2.0;t1205
ma³opolskie;krakowski;56.0;2,00;1.0;1.0;;t1206
ma³opolskie;limanowski;10.0;0,76;;;;t1207
ma³opolskie;miechowski;2.0;0,41;1.0;1.0;;t1208
ma³opolskie;myœlenicki;16.0;1,25;;;;t1209
ma³opolskie;nowos¹decki;6.0;0,28;;;;t1210
ma³opolskie;nowotarski;14.0;0,73;;;;t1211
ma³opolskie;olkuski;12.0;1,08;3.0;;3.0;t1212
ma³opolskie;oœwiêcimski;25.0;1,63;1.0;;1.0;t1213
ma³opolskie;proszowicki;4.0;0,93;;;;t1214
ma³opolskie;suski;15.0;1,78;;;;t1215
ma³opolskie;tarnowski;20.0;0,99;2.0;1.0;1.0;t1216
ma³opolskie;tatrzañski;9.0;1,32;1.0;;1.0;t1217
ma³opolskie;wadowicki;58.0;3,63;2.0;;2.0;t1218
ma³opolskie;wielicki;33.0;2,54;2.0;;2.0;t1219
ma³opolskie;Kraków;196.0;2,51;9.0;9.0;;t1261
ma³opolskie;Nowy S¹cz;8.0;0,96;;;;t1262
ma³opolskie;Tarnów;14.0;1,29;;;;t1263
mazowieckie;bia³obrzeski;7.0;2,10;;;;t1401
mazowieckie;ciechanowski;18.0;2,02;4.0;;4.0;t1402
mazowieckie;garwoliñski;25.0;2,29;4.0;;4.0;t1403
mazowieckie;gostyniñski;6.0;1,34;1.0;;1.0;t1404
mazowieckie;grodziski;49.0;5,07;2.0;;2.0;t1405
mazowieckie;grójecki;22.0;2,24;1.0;;1.0;t1406
mazowieckie;kozienicki;18.0;3,01;;;;t1407
mazowieckie;legionowski;39.0;3,27;1.0;;1.0;t1408
mazowieckie;lipski;9.0;2,67;;;;t1409
mazowieckie;³osicki;1.0;0,33;2.0;;2.0;t1410
mazowieckie;makowski;13.0;2,91;3.0;2.0;1.0;t1411
mazowieckie;miñski;23.0;1,48;3.0;2.0;1.0;t1412
mazowieckie;m³awski;6.0;0,83;3.0;;3.0;t1413
mazowieckie;nowodworski;40.0;5,04;;;;t1414
mazowieckie;ostro³êcki;9.0;1,02;;;;t1415
mazowieckie;ostrowski;18.0;2,50;1.0;;1.0;t1416
mazowieckie;otwocki;49.0;3,94;;;;t1417
mazowieckie;piaseczyñski;64.0;3,38;1.0;;1.0;t1418
mazowieckie;p³ocki;9.0;0,81;;;;t1419
mazowieckie;p³oñski;4.0;0,46;3.0;;3.0;t1420
mazowieckie;pruszkowski;66.0;3,97;;;;t1421
mazowieckie;przasnyski;14.0;2,67;2.0;;2.0;t1422
mazowieckie;przysuski;2.0;0,48;2.0;;2.0;t1423
mazowieckie;pu³tuski;2.0;0,39;1.0;;1.0;t1424
mazowieckie;radomski;30.0;1,97;2.0;1.0;1.0;t1425
mazowieckie;siedlecki;14.0;1,72;1.0;;1.0;t1426
mazowieckie;sierpecki;7.0;1,35;1.0;;1.0;t1427
mazowieckie;sochaczewski;36.0;4,24;2.0;;2.0;t1428
mazowieckie;soko³owski;17.0;3,17;;;;t1429
mazowieckie;szyd³owiecki;1.0;0,25;;;;t1430
mazowieckie;warszawski zachodni;54.0;4,52;1.0;;1.0;t1432
mazowieckie;wêgrowski;19.0;2,89;;;;t1433
mazowieckie;wo³omiñski;90.0;3,58;;;;t1434
mazowieckie;wyszkowski;11.0;1,48;5.0;;5.0;t1435
mazowieckie;zwoleñski;4.0;1,11;1.0;;1.0;t1436
mazowieckie;¿uromiñski;4.0;1,04;;;;t1437
mazowieckie;¿yrardowski;25.0;3,31;;;;t1438
mazowieckie;Ostro³êka;16.0;3,08;;;;t1461
mazowieckie;P³ock;18.0;1,51;;;;t1462
mazowieckie;Radom;96.0;4,56;4.0;4.0;;t1463
mazowieckie;Siedlce;8.0;1,02;3.0;;3.0;t1464
mazowieckie;Warszawa;637.0;3,55;26.0;;26.0;t1465
opolskie;brzeski;10.0;1,12;;;;t1601
opolskie;g³ubczycki;21.0;4,64;3.0;;3.0;t1602
opolskie;kêdzierzyñsko-kozielski;20.0;2,14;2.0;;2.0;t1603
opolskie;kluczborski;6.0;0,92;4.0;;4.0;t1604
opolskie;krapkowicki;5.0;0,79;1.0;;1.0;t1605
opolskie;namys³owski;12.0;2,81;4.0;;4.0;t1606
opolskie;nyski;30.0;2,21;4.0;3.0;1.0;t1607
opolskie;oleski;14.0;2,18;1.0;;1.0;t1608
opolskie;opolski;23.0;1,86;2.0;;2.0;t1609
opolskie;prudnicki;7.0;1,27;1.0;;1.0;t1610
opolskie;strzelecki;16.0;2,16;3.0;;3.0;t1611
opolskie;Opole;42.0;3,28;3.0;;3.0;t1661
podkarpackie;bieszczadzki;6.0;2,78;;;;t1801
podkarpackie;brzozowski;8.0;1,22;1.0;;1.0;t1802
podkarpackie;dêbicki;10.0;0,74;;;;t1803
podkarpackie;jaros³awski;21.0;1,75;;;;t1804
podkarpackie;jasielski;3.0;0,26;3.0;;3.0;t1805
podkarpackie;kolbuszowski;4.0;0,64;;;;t1806
podkarpackie;kroœnieñski;6.0;0,53;1.0;;1.0;t1807
podkarpackie;le¿ajski;7.0;1,01;1.0;;1.0;t1808
podkarpackie;lubaczowski;16.0;2,91;;;;t1809
podkarpackie;³añcucki;25.0;3,08;1.0;;1.0;t1810
podkarpackie;mielecki;10.0;0,73;;;;t1811
podkarpackie;ni¿añski;8.0;1,20;;;;t1812
podkarpackie;przemyski;11.0;1,49;;;;t1813
podkarpackie;przeworski;4.0;0,51;4.0;;4.0;t1814
podkarpackie;ropczycko-sêdziszowski;;;;;;t1815
podkarpackie;rzeszowski;39.0;2,29;4.0;;4.0;t1816
podkarpackie;sanocki;5.0;0,53;;;;t1817
podkarpackie;stalowowolski;13.0;1,23;1.0;;1.0;t1818
podkarpackie;strzy¿owski;4.0;0,65;;;;t1819
podkarpackie;tarnobrzeski;14.0;2,65;;;;t1820
podkarpackie;leski;1.0;0,38;1.0;;1.0;t1821
podkarpackie;Krosno;2.0;0,43;;;;t1861
podkarpackie;Przemyœl;16.0;2,65;;;;t1862
podkarpackie;Rzeszów;28.0;1,42;2.0;;2.0;t1863
podkarpackie;Tarnobrzeg;18.0;3,86;;;;t1864
podlaskie;augustowski;19.0;3,28;1.0;;1.0;t2001
podlaskie;bia³ostocki;64.0;4,26;3.0;;3.0;t2002
podlaskie;bielski;21.0;3,88;;;;t2003
podlaskie;grajewski;7.0;1,49;;;;t2004
podlaskie;hajnowski;15.0;3,55;1.0;;1.0;t2005
podlaskie;kolneñski;2.0;0,53;;;;t2006
podlaskie;³om¿yñski;6.0;1,18;;;;t2007
podlaskie;moniecki;14.0;3,48;;;;t2008
podlaskie;sejneñski;2.0;1,01;;;;t2009
podlaskie;siemiatycki;3.0;0,68;;;;t2010
podlaskie;sokólski;43.0;6,49;2.0;;2.0;t2011
podlaskie;suwalski;14.0;3,93;;;;t2012
podlaskie;wysokomazowiecki;11.0;1,94;2.0;;2.0;t2013
podlaskie;zambrowski;14.0;3,23;;;;t2014
podlaskie;Bia³ystok;145.0;4,87;4.0;;4.0;t2061
podlaskie;£om¿a;30.0;4,78;1.0;;1.0;t2062
podlaskie;Suwa³ki;16.0;2,29;2.0;;2.0;t2063
pomorskie;bytowski;25.0;3,16;;;;t2201
pomorskie;chojnicki;8.0;0,82;;;;t2202
pomorskie;cz³uchowski;31.0;5,54;3.0;;3.0;t2203
pomorskie;gdañski;80.0;6,70;1.0;;1.0;t2204
pomorskie;kartuski;33.0;2,34;;;;t2205
pomorskie;koœcierski;22.0;3,02;;;;t2206
pomorskie;kwidzyñski;17.0;2,05;;;;t2207
pomorskie;lêborski;15.0;2,27;;;;t2208
pomorskie;malborski;32.0;5,05;3.0;2.0;1.0;t2209
pomorskie;nowodworski;18.0;5,07;;;;t2210
pomorskie;pucki;52.0;5,96;2.0;;2.0;t2211
pomorskie;s³upski;43.0;4,35;4.0;;4.0;t2212
pomorskie;starogardzki;37.0;2,88;3.0;2.0;1.0;t2213
pomorskie;tczewski;36.0;3,11;11.0;;11.0;t2214
pomorskie;wejherowski;105.0;4,80;3.0;;3.0;t2215
pomorskie;sztumski;35.0;8,51;2.0;;2.0;t2216
pomorskie;Gdañsk;274.0;5,81;7.0;1.0;6.0;t2261
pomorskie;Gdynia;158.0;6,43;2.0;;2.0;t2262
pomorskie;S³upsk;69.0;7,64;2.0;1.0;1.0;t2263
pomorskie;Sopot;11.0;3,09;2.0;1.0;1.0;t2264
œl¹skie;bêdziñski;44.0;2,98;5.0;;5.0;t2401
œl¹skie;bielski;46.0;2,77;;;;t2402
œl¹skie;cieszyñski;47.0;2,64;;;;t2403
œl¹skie;czêstochowski;33.0;2,46;2.0;;2.0;t2404
œl¹skie;gliwicki;34.0;2,94;3.0;;3.0;t2405
œl¹skie;k³obucki;20.0;2,37;;;;t2406
œl¹skie;lubliniecki;20.0;2,62;3.0;;3.0;t2407
œl¹skie;miko³owski;21.0;2,12;2.0;;2.0;t2408
œl¹skie;myszkowski;22.0;3,11;1.0;1.0;;t2409
œl¹skie;pszczyñski;28.0;2,51;1.0;;1.0;t2410
œl¹skie;raciborski;17.0;1,58;1.0;;1.0;t2411
œl¹skie;rybnicki;6.0;0,77;1.0;;1.0;t2412
œl¹skie;tarnogórski;64.0;4,55;;;;t2413
œl¹skie;bieruñsko-lêdziñski;13.0;2,17;2.0;1.0;1.0;t2414
œl¹skie;wodzis³awski;35.0;2,23;;;;t2415
œl¹skie;zawierciañski;22.0;1,88;1.0;;1.0;t2416
œl¹skie;¿ywiecki;65.0;4,26;1.0;;1.0;t2417
œl¹skie;Bielsko-Bia³a;53.0;3,11;1.0;;1.0;t2461
œl¹skie;Bytom;70.0;4,26;;;;t2462
œl¹skie;Chorzów;37.0;3,44;4.0;;4.0;t2463
œl¹skie;Czêstochowa;68.0;3,10;3.0;;3.0;t2464
œl¹skie;D¹browa Górnicza;34.0;2,86;4.0;;4.0;t2465
œl¹skie;Gliwice;58.0;3,26;6.0;;6.0;t2466
œl¹skie;Jastrzêbie-Zdrój;6.0;0,68;;;;t2467
œl¹skie;Jaworzno;9.0;0,99;1.0;;1.0;t2468
œl¹skie;Katowice;100.0;3,43;3.0;;3.0;t2469
œl¹skie;Mys³owice;11.0;1,47;1.0;;1.0;t2470
œl¹skie;Piekary Œl¹skie;21.0;3,83;1.0;;1.0;t2471
œl¹skie;Ruda Œl¹ska;53.0;3,87;5.0;;5.0;t2472
œl¹skie;Rybnik;28.0;2,03;4.0;;4.0;t2473
œl¹skie;Siemianowice Œl¹skie;15.0;2,25;;;;t2474
œl¹skie;Sosnowiec;35.0;1,76;1.0;;1.0;t2475
œl¹skie;Œwiêtoch³owice;21.0;4,25;1.0;;1.0;t2476
œl¹skie;Tychy;75.0;5,89;5.0;;5.0;t2477
œl¹skie;Zabrze;43.0;2,50;2.0;;2.0;t2478
œl¹skie;¯ory;25.0;3,99;;;;t2479
œwiêtokrzyskie;buski;5.0;0,70;2.0;1.0;1.0;t2601
œwiêtokrzyskie;jêdrzejowski;15.0;1,76;;;;t2602
œwiêtokrzyskie;kazimierski;3.0;0,90;;;;t2603
œwiêtokrzyskie;kielecki;19.0;0,90;4.0;;4.0;t2604
œwiêtokrzyskie;konecki;6.0;0,75;1.0;;1.0;t2605
œwiêtokrzyskie;opatowski;4.0;0,77;1.0;;1.0;t2606
œwiêtokrzyskie;ostrowiecki;21.0;1,94;3.0;;3.0;t2607
œwiêtokrzyskie;piñczowski;1.0;0,26;;;;t2608
œwiêtokrzyskie;sandomierski;22.0;2,87;2.0;;2.0;t2609
œwiêtokrzyskie;skar¿yski;5.0;0,68;1.0;;1.0;t2610
œwiêtokrzyskie;starachowicki;8.0;0,90;1.0;;1.0;t2611
œwiêtokrzyskie;staszowski;18.0;2,51;2.0;;2.0;t2612
œwiêtokrzyskie;w³oszczowski;2.0;0,45;;;;t2613
œwiêtokrzyskie;Kielce;30.0;1,54;3.0;;3.0;t2661
warmiñsko-mazurskie;bartoszycki;51.0;8,96;4.0;1.0;3.0;t2801
warmiñsko-mazurskie;braniewski;19.0;4,64;1.0;;1.0;t2802
warmiñsko-mazurskie;dzia³dowski;33.0;5,08;1.0;;1.0;t2803
warmiñsko-mazurskie;elbl¹ski;55.0;9,64;1.0;;1.0;t2804
warmiñsko-mazurskie;e³cki;24.0;2,62;;;;t2805
warmiñsko-mazurskie;gi¿ycki;54.0;9,56;;;;t2806
warmiñsko-mazurskie;i³awski;36.0;3,88;1.0;;1.0;t2807
warmiñsko-mazurskie;kêtrzyñski;41.0;6,61;1.0;;1.0;t2808
warmiñsko-mazurskie;lidzbarski;38.0;9,26;;;;t2809
warmiñsko-mazurskie;mr¹gowski;28.0;5,64;;;;t2810
warmiñsko-mazurskie;nidzicki;17.0;5,19;1.0;;1.0;t2811
warmiñsko-mazurskie;nowomiejski;26.0;5,94;;;;t2812
warmiñsko-mazurskie;olecki;16.0;4,70;;;;t2813
warmiñsko-mazurskie;olsztyñski;97.0;7,63;;;;t2814
warmiñsko-mazurskie;ostródzki;87.0;8,37;1.0;;1.0;t2815
warmiñsko-mazurskie;piski;37.0;6,61;;;;t2816
warmiñsko-mazurskie;szczycieñski;44.0;6,35;2.0;;2.0;t2817
warmiñsko-mazurskie;go³dapski;17.0;6,38;1.0;1.0;;t2818
warmiñsko-mazurskie;wêgorzewski;31.0;13,74;;;;t2819
warmiñsko-mazurskie;Elbl¹g;101.0;8,48;1.0;;1.0;t2861
warmiñsko-mazurskie;Olsztyn;136.0;7,91;;;;t2862
wielkopolskie;chodzieski;10.0;2,13;2.0;;2.0;t3001
wielkopolskie;czarnkowsko-trzcianecki;50.0;5,76;1.0;;1.0;t3002
wielkopolskie;gnieŸnieñski;103.0;7,08;1.0;1.0;;t3003
wielkopolskie;gostyñski;14.0;1,84;1.0;;1.0;t3004
wielkopolskie;grodziski;19.0;3,66;;;;t3005
wielkopolskie;jarociñski;10.0;1,40;2.0;;2.0;t3006
wielkopolskie;kaliski;19.0;2,29;2.0;;2.0;t3007
wielkopolskie;kêpiñski;11.0;1,95;;;;t3008
wielkopolskie;kolski;11.0;1,27;3.0;1.0;2.0;t3009
wielkopolskie;koniñski;19.0;1,46;3.0;;3.0;t3010
wielkopolskie;koœciañski;11.0;1,39;;;;t3011
wielkopolskie;krotoszyñski;18.0;2,33;;;;t3012
wielkopolskie;leszczyñski;26.0;4,52;;;;t3013
wielkopolskie;miêdzychodzki;20.0;5,45;;;;t3014
wielkopolskie;nowotomyski;24.0;3,17;;;;t3015
wielkopolskie;obornicki;35.0;5,85;;;;t3016
wielkopolskie;ostrowski;38.0;2,35;8.0;7.0;1.0;t3017
wielkopolskie;ostrzeszowski;5.0;0,90;1.0;;1.0;t3018
wielkopolskie;pilski;53.0;3,90;1.0;1.0;;t3019
wielkopolskie;pleszewski;9.0;1,43;1.0;1.0;;t3020
wielkopolskie;poznañski;307.0;7,61;6.0;5.0;1.0;t3021
wielkopolskie;rawicki;13.0;2,16;;;;t3022
wielkopolskie;s³upecki;18.0;3,05;;;;t3023
wielkopolskie;szamotulski;59.0;6,43;1.0;;1.0;t3024
wielkopolskie;œredzki;26.0;4,40;1.0;;1.0;t3025
wielkopolskie;œremski;17.0;2,77;1.0;1.0;;t3026
wielkopolskie;turecki;7.0;0,84;1.0;;1.0;t3027
wielkopolskie;w¹growiecki;21.0;2,99;;;;t3028
wielkopolskie;wolsztyñski;18.0;3,13;;;;t3029
wielkopolskie;wrzesiñski;58.0;7,43;3.0;3.0;;t3030
wielkopolskie;z³otowski;66.0;9,53;;;;t3031
wielkopolskie;Kalisz;11.0;1,10;;;;t3061
wielkopolskie;Konin;17.0;2,32;2.0;;2.0;t3062
wielkopolskie;Leszno;21.0;3,32;1.0;;1.0;t3063
wielkopolskie;Poznañ;421.0;7,89;12.0;11.0;1.0;t3064
zachodniopomorskie;bia³ogardzki;24.0;5,06;;;;t3201
zachodniopomorskie;choszczeñski;17.0;3,54;2.0;;2.0;t3202
zachodniopomorskie;drawski;56.0;9,85;;;;t3203
zachodniopomorskie;goleniowski;60.0;7,28;3.0;;3.0;t3204
zachodniopomorskie;gryficki;26.0;4,33;1.0;;1.0;t3205
zachodniopomorskie;gryfiñski;30.0;3,68;2.0;;2.0;t3206
zachodniopomorskie;kamieñski;22.0;4,69;2.0;;2.0;t3207
zachodniopomorskie;ko³obrzeski;16.0;2,02;1.0;;1.0;t3208
zachodniopomorskie;koszaliñski;38.0;5,72;1.0;;1.0;t3209
zachodniopomorskie;myœliborski;12.0;1,83;3.0;;3.0;t3210
zachodniopomorskie;policki;66.0;8,13;;;;t3211
zachodniopomorskie;pyrzycki;12.0;3,06;;;;t3212
zachodniopomorskie;s³awieñski;19.0;3,39;;;;t3213
zachodniopomorskie;stargardzki;67.0;5,58;4.0;;4.0;t3214
zachodniopomorskie;szczecinecki;57.0;7,36;2.0;;2.0;t3215
zachodniopomorskie;œwidwiñski;31.0;6,66;2.0;;2.0;t3216
zachodniopomorskie;wa³ecki;31.0;5,86;3.0;;3.0;t3217
zachodniopomorskie;³obeski;28.0;7,67;;;;t3218
zachodniopomorskie;Koszalin;58.0;5,43;;;;t3261
zachodniopomorskie;Szczecin;297.0;7,41;4.0;;4.0;t3262
zachodniopomorskie;Œwinoujœcie;29.0;7,10;;;;t3263
