wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;teryt
ma³opolskie;nowos¹decki;20;0,92;0;0;0;t1210
ma³opolskie;nowotarski;17;0,89;0;0;0;t1211
ma³opolskie;olkuski;14;1,26;1;0;1;t1212
ma³opolskie;oœwiêcimski;19;1,24;3;0;3;t1213
ma³opolskie;proszowicki;3;0,7;1;0;1;t1214
ma³opolskie;suski;6;0,71;1;0;1;t1215
ma³opolskie;tarnowski;11;0,55;2;2;0;t1216
ma³opolskie;tatrzañski;5;0,73;1;0;1;t1217
ma³opolskie;wadowicki;20;1,25;2;0;2;t1218
ma³opolskie;wielicki;17;1,31;0;0;0;t1219
ma³opolskie;Kraków;144;1,84;0;0;0;t1261
ma³opolskie;Nowy S¹cz;11;1,31;0;0;0;t1262
ma³opolskie;Tarnów;13;1,2;0;0;0;t1263
mazowieckie;bia³obrzeski;16;4,8;1;0;1;t1401
mazowieckie;ciechanowski;19;2,13;4;0;4;t1402
mazowieckie;garwoliñski;7;0,64;0;0;0;t1403
mazowieckie;gostyniñski;16;3,57;1;0;1;t1404
mazowieckie;grodziski;42;4,34;0;0;0;t1405
mazowieckie;grójecki;40;4,07;0;0;0;t1406
mazowieckie;kozienicki;15;2,51;0;0;0;t1407
mazowieckie;legionowski;21;1,76;1;1;0;t1408
mazowieckie;lipski;9;2,67;0;0;0;t1409
mazowieckie;³osicki;2;0,65;0;0;0;t1410
mazowieckie;makowski;26;5,82;0;0;0;t1411
mazowieckie;miñski;22;1,42;3;3;0;t1412
mazowieckie;m³awski;18;2,48;3;1;2;t1413
mazowieckie;nowodworski;26;3,27;0;0;0;t1414
mazowieckie;ostro³êcki;7;0,79;0;0;0;t1415
mazowieckie;ostrowski;17;2,36;2;0;2;t1416
mazowieckie;otwocki;14;1,12;1;0;1;t1417
mazowieckie;piaseczyñski;87;4,59;3;0;3;t1418
mazowieckie;p³ocki;46;4,15;2;1;1;t1419
mazowieckie;p³oñski;14;1,61;1;0;1;t1420
mazowieckie;pruszkowski;83;4,99;3;0;3;t1421
mazowieckie;przasnyski;14;2,67;0;0;0;t1422
mazowieckie;przysuski;5;1,21;0;0;0;t1423
mazowieckie;pu³tuski;11;2,12;0;0;0;t1424
mazowieckie;radomski;38;2,5;3;3;0;t1425
mazowieckie;siedlecki;12;1,47;0;0;0;t1426
mazowieckie;sierpecki;17;3,29;1;0;1;t1427
mazowieckie;sochaczewski;20;2,35;0;0;0;t1428
mazowieckie;soko³owski;8;1,49;1;0;1;t1429
mazowieckie;szyd³owiecki;1;0,25;0;0;0;t1430
mazowieckie;warszawski zachodni;47;3,93;4;4;0;t1432
mazowieckie;wêgrowski;10;1,52;2;0;2;t1433
mazowieckie;wo³omiñski;94;3,74;0;0;0;t1434
mazowieckie;wyszkowski;23;3,1;4;0;4;t1435
mazowieckie;zwoleñski;6;1,67;1;0;1;t1436
mazowieckie;¿uromiñski;10;2,61;0;0;0;t1437
mazowieckie;¿yrardowski;28;3,7;0;0;0;t1438
mazowieckie;Ostro³êka;10;1,93;0;0;0;t1461
mazowieckie;P³ock;60;5,04;4;3;1;t1462
mazowieckie;Radom;62;2,94;4;4;0;t1463
mazowieckie;Siedlce;10;1,28;1;0;1;t1464
mazowieckie;Warszawa;706;3,94;18;0;18;t1465
opolskie;brzeski;42;4,69;0;0;0;t1601
opolskie;g³ubczycki;30;6,62;0;0;0;t1602
opolskie;kêdzierzyñsko-kozielski;13;1,39;2;0;2;t1603
opolskie;kluczborski;19;2,91;1;0;1;t1604
opolskie;krapkowicki;12;1,89;0;0;0;t1605
opolskie;namys³owski;11;2,58;1;0;1;t1606
opolskie;nyski;77;5,68;1;1;0;t1607
opolskie;oleski;15;2,34;0;0;0;t1608
opolskie;opolski;41;3,31;5;0;5;t1609
opolskie;prudnicki;1;0,18;1;0;1;t1610
opolskie;strzelecki;31;4,18;2;0;2;t1611
opolskie;Opole;55;4,3;7;0;7;t1661
podkarpackie;bieszczadzki;8;3,71;0;0;0;t1801
podkarpackie;brzozowski;5;0,76;0;0;0;t1802
podkarpackie;dêbicki;3;0,22;1;0;1;t1803
podkarpackie;jaros³awski;24;2;0;0;0;t1804
podkarpackie;jasielski;10;0,88;1;0;1;t1805
podkarpackie;kolbuszowski;2;0,32;0;0;0;t1806
podkarpackie;kroœnieñski;6;0,53;1;0;1;t1807
podkarpackie;le¿ajski;3;0,43;2;0;2;t1808
podkarpackie;lubaczowski;13;2,36;0;0;0;t1809
podkarpackie;³añcucki;12;1,48;2;0;2;t1810
podkarpackie;mielecki;18;1,32;0;0;0;t1811
podkarpackie;ni¿añski;12;1,81;0;0;0;t1812
podkarpackie;przemyski;8;1,08;0;0;0;t1813
podkarpackie;przeworski;5;0,64;0;0;0;t1814
podkarpackie;ropczycko-sêdziszowski;2;0,27;1;0;1;t1815
podkarpackie;rzeszowski;15;0,88;2;0;2;t1816
podkarpackie;sanocki;6;0,64;0;0;0;t1817
podkarpackie;stalowowolski;31;2,93;0;0;0;t1818
podkarpackie;strzy¿owski;1;0,16;2;0;2;t1819
podkarpackie;tarnobrzeski;11;2,08;1;0;1;t1820
podkarpackie;leski;13;4,92;0;0;0;t1821
podkarpackie;Krosno;3;0,65;1;0;1;t1861
podkarpackie;Przemyœl;20;3,31;0;0;0;t1862
podkarpackie;Rzeszów;35;1,78;2;0;2;t1863
podkarpackie;Tarnobrzeg;18;3,86;1;1;0;t1864
podlaskie;augustowski;15;2,59;0;0;0;t2001
podlaskie;bia³ostocki;43;2,86;4;0;4;t2002
podlaskie;bielski;8;1,48;0;0;0;t2003
podlaskie;grajewski;15;3,19;1;0;1;t2004
podlaskie;hajnowski;8;1,89;1;0;1;t2005
podlaskie;kolneñski;3;0,79;1;0;1;t2006
podlaskie;³om¿yñski;10;1,96;1;1;0;t2007
podlaskie;moniecki;11;2,73;0;0;0;t2008
podlaskie;sejneñski;4;2,02;0;0;0;t2009
podlaskie;siemiatycki;1;0,23;1;1;0;t2010
podlaskie;sokólski;44;6,64;2;0;2;t2011
podlaskie;suwalski;9;2,53;1;0;1;t2012
podlaskie;wysokomazowiecki;5;0,88;0;0;0;t2013
podlaskie;zambrowski;15;3,46;1;0;1;t2014
podlaskie;Bia³ystok;105;3,53;7;0;7;t2061
podlaskie;£om¿a;46;7,33;3;0;3;t2062
podlaskie;Suwa³ki;14;2,01;5;0;5;t2063
pomorskie;bytowski;22;2,78;0;0;0;t2201
pomorskie;chojnicki;97;9,93;0;0;0;t2202
pomorskie;cz³uchowski;24;4,29;1;1;0;t2203
pomorskie;gdañski;69;5,78;1;0;1;t2204
pomorskie;kartuski;37;2,63;2;0;2;t2205
pomorskie;koœcierski;18;2,47;4;1;3;t2206
pomorskie;kwidzyñski;37;4,46;0;0;0;t2207
pomorskie;lêborski;31;4,69;2;0;2;t2208
pomorskie;malborski;73;11,51;3;2;1;t2209
pomorskie;nowodworski;17;4,79;0;0;0;t2210
pomorskie;pucki;46;5,28;0;0;0;t2211
pomorskie;s³upski;61;6,18;6;0;6;t2212
pomorskie;starogardzki;62;4,83;1;0;1;t2213
pomorskie;tczewski;65;5,62;0;0;0;t2214
pomorskie;wejherowski;93;4,25;3;0;3;t2215
pomorskie;sztumski;24;5,83;0;0;0;t2216
pomorskie;Gdañsk;269;5,7;7;1;6;t2261
pomorskie;Gdynia;153;6,22;9;6;3;t2262
pomorskie;S³upsk;81;8,97;3;0;3;t2263
pomorskie;Sopot;9;2,53;0;0;0;t2264
œl¹skie;bêdziñski;41;2,77;2;0;2;t2401
œl¹skie;bielski;18;1,08;2;1;1;t2402
œl¹skie;cieszyñski;20;1,12;1;0;1;t2403
œl¹skie;czêstochowski;30;2,23;0;0;0;t2404
œl¹skie;gliwicki;56;4,85;2;0;2;t2405
œl¹skie;k³obucki;4;0,47;0;0;0;t2406
œl¹skie;lubliniecki;22;2,88;0;0;0;t2407
œl¹skie;miko³owski;15;1,51;1;0;1;t2408
œl¹skie;myszkowski;14;1,98;0;0;0;t2409
œl¹skie;pszczyñski;18;1,61;0;0;0;t2410
œl¹skie;raciborski;21;1,95;2;0;2;t2411
œl¹skie;rybnicki;7;0,89;0;0;0;t2412
œl¹skie;tarnogórski;28;1,99;0;0;0;t2413
œl¹skie;bieruñsko-lêdziñski;9;1,5;0;0;0;t2414
œl¹skie;wodzis³awski;20;1,27;7;2;5;t2415
œl¹skie;zawierciañski;22;1,88;1;0;1;t2416
œl¹skie;¿ywiecki;9;0,59;0;0;0;t2417
œl¹skie;Bielsko-Bia³a;40;2,35;0;0;0;t2461
œl¹skie;Bytom;39;2,37;0;0;0;t2462
œl¹skie;Chorzów;47;4,37;0;0;0;t2463
œl¹skie;Czêstochowa;66;3,01;2;0;2;t2464
œl¹skie;D¹browa Górnicza;29;2,44;0;0;0;t2465
œl¹skie;Gliwice;54;3,03;3;0;3;t2466
œl¹skie;Jastrzêbie-Zdrój;14;1,58;1;1;0;t2467
œl¹skie;Jaworzno;19;2,09;1;0;1;t2468
œl¹skie;Katowice;112;3,84;3;0;3;t2469
œl¹skie;Mys³owice;15;2,01;0;0;0;t2470
œl¹skie;Piekary Œl¹skie;16;2,92;1;0;1;t2471
œl¹skie;Ruda Œl¹ska;40;2,92;3;0;3;t2472
œl¹skie;Rybnik;28;2,03;4;0;4;t2473
œl¹skie;Siemianowice Œl¹skie;24;3,6;1;0;1;t2474
œl¹skie;Sosnowiec;36;1,81;1;0;1;t2475
œl¹skie;Œwiêtoch³owice;7;1,42;1;0;1;t2476
œl¹skie;Tychy;47;3,69;1;0;1;t2477
œl¹skie;Zabrze;48;2,8;4;1;3;t2478
œl¹skie;¯ory;11;1,76;2;0;2;t2479
œwiêtokrzyskie;buski;8;1,12;0;0;0;t2601
œwiêtokrzyskie;jêdrzejowski;6;0,7;0;0;0;t2602
œwiêtokrzyskie;kazimierski;6;1,79;0;0;0;t2603
œwiêtokrzyskie;kielecki;26;1,23;0;0;0;t2604
œwiêtokrzyskie;konecki;12;1,51;1;0;1;t2605
œwiêtokrzyskie;opatowski;8;1,54;2;0;2;t2606
œwiêtokrzyskie;ostrowiecki;10;0,92;1;0;1;t2607
œwiêtokrzyskie;piñczowski;2;0,52;0;0;0;t2608
œwiêtokrzyskie;sandomierski;26;3,39;0;0;0;t2609
œwiêtokrzyskie;skar¿yski;9;1,22;0;0;0;t2610
œwiêtokrzyskie;starachowicki;22;2,47;3;0;3;t2611
œwiêtokrzyskie;staszowski;16;2,24;1;0;1;t2612
œwiêtokrzyskie;w³oszczowski;9;2;0;0;0;t2613
œwiêtokrzyskie;Kielce;33;1,7;2;0;2;t2661
warmiñsko-mazurskie;bartoszycki;25;4,39;0;0;0;t2801
warmiñsko-mazurskie;braniewski;9;2,2;3;0;3;t2802
warmiñsko-mazurskie;dzia³dowski;36;5,54;4;0;4;t2803
warmiñsko-mazurskie;elbl¹ski;31;5,43;4;0;4;t2804
warmiñsko-mazurskie;e³cki;36;3,93;0;0;0;t2805
warmiñsko-mazurskie;gi¿ycki;50;8,86;0;0;0;t2806
warmiñsko-mazurskie;i³awski;60;6,46;1;0;1;t2807
warmiñsko-mazurskie;kêtrzyñski;45;7,25;1;0;1;t2808
warmiñsko-mazurskie;lidzbarski;3;0,73;0;0;0;t2809
warmiñsko-mazurskie;mr¹gowski;23;4,63;0;0;0;t2810
warmiñsko-mazurskie;nidzicki;36;10,99;0;0;0;t2811
warmiñsko-mazurskie;nowomiejski;18;4,11;3;0;3;t2812
warmiñsko-mazurskie;olecki;10;2,94;1;0;1;t2813
warmiñsko-mazurskie;olsztyñski;211;16,59;6;0;6;t2814
warmiñsko-mazurskie;ostródzki;70;6,74;1;0;1;t2815
warmiñsko-mazurskie;piski;29;5,18;6;5;1;t2816
warmiñsko-mazurskie;szczycieñski;50;7,22;4;0;4;t2817
warmiñsko-mazurskie;go³dapski;13;4,88;0;0;0;t2818
warmiñsko-mazurskie;wêgorzewski;26;11,53;0;0;0;t2819
warmiñsko-mazurskie;Elbl¹g;128;10,75;12;0;12;t2861
warmiñsko-mazurskie;Olsztyn;152;8,84;8;4;4;t2862
wielkopolskie;chodzieski;14;2,98;0;0;0;t3001
wielkopolskie;czarnkowsko-trzcianecki;69;7,94;1;0;1;t3002
wielkopolskie;gnieŸnieñski;49;3,37;5;0;5;t3003
wielkopolskie;gostyñski;15;1,98;1;0;1;t3004
wielkopolskie;grodziski;23;4,43;0;0;0;t3005
wielkopolskie;jarociñski;21;2,94;1;0;1;t3006
wielkopolskie;kaliski;7;0,84;0;0;0;t3007
wielkopolskie;kêpiñski;10;1,77;0;0;0;t3008
wielkopolskie;kolski;14;1,62;3;0;3;t3009
wielkopolskie;koniñski;40;3,08;1;0;1;t3010
wielkopolskie;koœciañski;28;3,54;1;0;1;t3011
wielkopolskie;krotoszyñski;39;5,05;2;0;2;t3012
wielkopolskie;leszczyñski;15;2,61;1;0;1;t3013
wielkopolskie;miêdzychodzki;11;3;0;0;0;t3014
wielkopolskie;nowotomyski;26;3,44;0;0;0;t3015
wielkopolskie;obornicki;25;4,18;0;0;0;t3016
wielkopolskie;ostrowski;40;2,48;2;2;0;t3017
wielkopolskie;ostrzeszowski;14;2,53;1;0;1;t3018
wielkopolskie;pilski;52;3,83;2;0;2;t3019
wielkopolskie;pleszewski;15;2,38;1;0;1;t3020
wielkopolskie;poznañski;260;6,44;5;2;3;t3021
wielkopolskie;rawicki;19;3,15;3;0;3;t3022
wielkopolskie;s³upecki;55;9,32;0;0;0;t3023
wielkopolskie;szamotulski;43;4,69;4;0;4;t3024
wielkopolskie;œredzki;10;1,69;1;1;0;t3025
wielkopolskie;œremski;24;3,91;1;0;1;t3026
wielkopolskie;turecki;24;2,86;0;0;0;t3027
wielkopolskie;w¹growiecki;7;1;2;1;1;t3028
wielkopolskie;wolsztyñski;5;0,87;0;0;0;t3029
wielkopolskie;wrzesiñski;60;7,68;1;1;0;t3030
wielkopolskie;z³otowski;30;4,33;3;0;3;t3031
wielkopolskie;Kalisz;7;0,7;0;0;0;t3061
wielkopolskie;Konin;24;3,28;2;0;2;t3062
wielkopolskie;Leszno;20;3,16;1;0;1;t3063
wielkopolskie;Poznañ;354;6,63;13;8;5;t3064
zachodniopomorskie;bia³ogardzki;18;3,79;1;1;0;t3201
zachodniopomorskie;choszczeñski;37;7,7;0;0;0;t3202
zachodniopomorskie;drawski;15;2,64;1;0;1;t3203
zachodniopomorskie;goleniowski;27;3,28;0;0;0;t3204
zachodniopomorskie;gryficki;40;6,66;0;0;0;t3205
zachodniopomorskie;gryfiñski;55;6,74;0;0;0;t3206
zachodniopomorskie;kamieñski;27;5,76;1;0;1;t3207
zachodniopomorskie;ko³obrzeski;34;4,28;1;0;1;t3208
zachodniopomorskie;koszaliñski;20;3,01;1;0;1;t3209
zachodniopomorskie;myœliborski;18;2,75;2;0;2;t3210
zachodniopomorskie;policki;83;10,22;7;0;7;t3211
zachodniopomorskie;pyrzycki;27;6,88;0;0;0;t3212
zachodniopomorskie;s³awieñski;30;5,36;0;0;0;t3213
zachodniopomorskie;stargardzki;30;2,5;0;0;0;t3214
zachodniopomorskie;szczecinecki;39;5,04;3;0;3;t3215
zachodniopomorskie;œwidwiñski;15;3,22;0;0;0;t3216
zachodniopomorskie;wa³ecki;46;8,69;0;0;0;t3217
zachodniopomorskie;³obeski;4;1,1;3;1;2;t3218
zachodniopomorskie;Koszalin;52;4,87;3;0;3;t3261
zachodniopomorskie;Szczecin;245;6,11;10;0;10;t3262
zachodniopomorskie;Œwinoujœcie;38;9,3;0;0;0;t3263
