Województwo;Powiat/Miasto;Liczba;Liczba na 10 tys. mieszkañców;Wszystkie przypadki œmiertelne;Przypadki œmiertelne w wyniku Covid;Przypadki œmiertelne w wyniku chorób wspó³istniej¹cych;id
kujawsko-pomorskie;toruñski;37;3,4;0;0;0;t0415
kujawsko-pomorskie;tucholski;9;1,86;0;0;0;t0416
kujawsko-pomorskie;w¹brzeski;4;1,17;0;0;0;t0417
kujawsko-pomorskie;w³oc³awski;18;2,1;1;1;0;t0418
kujawsko-pomorskie;¿niñski;36;5,14;0;0;0;t0419
kujawsko-pomorskie;Bydgoszcz;195;5,62;8;0;8;t0461
kujawsko-pomorskie;Grudzi¹dz;32;3,4;1;0;1;t0462
kujawsko-pomorskie;Toruñ;67;3,33;0;0;0;t0463
kujawsko-pomorskie;W³oc³awek;22;2,01;0;0;0;t0464
lubelskie;bialski;9;0,81;2;1;1;t0601
lubelskie;bi³gorajski;6;0,6;0;0;0;t0602
lubelskie;che³mski;4;0,51;0;0;0;t0603
lubelskie;hrubieszowski;1;0,16;1;1;0;t0604
lubelskie;janowski;3;0,66;0;0;0;t0605
lubelskie;krasnostawski;4;0,64;0;0;0;t0606
lubelskie;kraœnicki;32;3,37;2;0;2;t0607
lubelskie;lubartowski;13;1,47;0;0;0;t0608
lubelskie;lubelski;44;2,82;0;0;0;t0609
lubelskie;³êczyñski;19;3,32;2;0;2;t0610
lubelskie;³ukowski;3;0,28;1;0;1;t0611
lubelskie;opolski;13;2,21;0;0;0;t0612
lubelskie;parczewski;6;1,73;0;0;0;t0613
lubelskie;pu³awski;45;3,99;2;0;2;t0614
lubelskie;radzyñski;11;1,88;1;0;1;t0615
lubelskie;rycki;10;1,79;0;0;0;t0616
lubelskie;œwidnicki;34;4,74;0;0;0;t0617
lubelskie;tomaszowski;10;1,21;2;0;2;t0618
lubelskie;w³odawski;11;2,88;0;0;0;t0619
lubelskie;zamojski;12;1,13;0;0;0;t0620
lubelskie;Bia³a Podlaska;12;2,1;4;3;1;t0661
lubelskie;Che³m;24;3,9;0;0;0;t0662
lubelskie;Lublin;78;2,3;0;0;0;t0663
lubelskie;Zamoœæ;12;1,9;0;0;0;t0664
lubuskie;gorzowski;3;0,42;1;0;1;t0801
lubuskie;kroœnieñski;5;0,91;0;0;0;t0802
lubuskie;miêdzyrzecki;11;1,92;1;0;1;t0803
lubuskie;nowosolski;11;1,28;1;1;0;t0804
lubuskie;s³ubicki;10;2,13;0;0;0;t0805
lubuskie;strzelecko-drezdenecki;1;0,2;1;0;1;t0806
lubuskie;sulêciñski;40;11,39;0;0;0;t0807
lubuskie;œwiebodziñski;6;1,08;0;0;0;t0808
lubuskie;zielonogórski;10;1,32;1;0;1;t0809
lubuskie;¿agañski;18;2,29;0;0;0;t0810
lubuskie;¿arski;24;2,51;0;0;0;t0811
lubuskie;wschowski;13;3,35;0;0;0;t0812
lubuskie;Gorzów Wielkopolski;13;1,05;6;0;6;t0861
lubuskie;Zielona Góra;9;0,64;4;1;3;t0862
³ódzkie;be³chatowski;21;1,86;4;0;4;t1001
³ódzkie;kutnowski;14;1,46;3;1;2;t1002
³ódzkie;³aski;5;1;1;0;1;t1003
³ódzkie;³êczycki;6;1,21;0;0;0;t1004
³ódzkie;³owicki;24;3,08;0;0;0;t1005
³ódzkie;³ódzki wschodni;5;0,69;1;0;1;t1006
³ódzkie;opoczyñski;10;1,32;0;0;0;t1007
³ódzkie;pabianicki;19;1,59;0;0;0;t1008
³ódzkie;pajêczañski;3;0,59;2;0;2;t1009
³ódzkie;piotrkowski;18;1,97;0;0;0;t1010
³ódzkie;poddêbicki;13;3,17;2;2;0;t1011
³ódzkie;radomszczañski;6;0,53;0;0;0;t1012
³ódzkie;rawski;2;0,41;0;0;0;t1013
³ódzkie;sieradzki;20;1,7;2;0;2;t1014
³ódzkie;skierniewicki;7;1,83;2;0;2;t1015
³ódzkie;tomaszowski;32;2,76;0;0;0;t1016
³ódzkie;wieluñski;7;0,92;0;0;0;t1017
³ódzkie;wieruszowski;0;0;0;0;0;t1018
³ódzkie;zduñskowolski;6;0,91;0;0;0;t1019
³ódzkie;zgierski;61;3,67;3;0;3;t1020
³ódzkie;brzeziñski;1;0,32;0;0;0;t1021
³ódzkie;£ódŸ;250;3,69;13;7;6;t1061
³ódzkie;Piotrków Trybunalski;22;3,02;2;1;1;t1062
³ódzkie;Skierniewice;11;2,29;0;0;0;t1063
ma³opolskie;bocheñski;14;1,31;1;1;0;t1201
ma³opolskie;brzeski;8;0,86;0;0;0;t1202
ma³opolskie;chrzanowski;45;3,62;0;0;0;t1203
ma³opolskie;d¹browski;6;1,01;4;0;4;t1204
ma³opolskie;gorlicki;16;1,47;2;1;1;t1205
ma³opolskie;krakowski;343;12,23;8;6;2;t1206
ma³opolskie;limanowski;6;0,45;1;1;0;t1207
ma³opolskie;miechowski;4;0,82;0;0;0;t1208
ma³opolskie;myœlenicki;18;1,41;2;0;2;t1209
ma³opolskie;nowos¹decki;66;3,04;6;2;4;t1210
ma³opolskie;nowotarski;43;2,24;2;0;2;t1211
ma³opolskie;olkuski;28;2,52;1;0;1;t1212
ma³opolskie;oœwiêcimski;25;1,63;0;0;0;t1213
ma³opolskie;proszowicki;11;2,55;0;0;0;t1214
ma³opolskie;suski;67;7,96;2;0;2;t1215
ma³opolskie;tarnowski;13;0,65;3;0;3;t1216
ma³opolskie;tatrzañski;3;0,44;2;0;2;t1217
ma³opolskie;wadowicki;14;0,88;1;0;1;t1218
ma³opolskie;wielicki;19;1,46;1;0;1;t1219
ma³opolskie;Kraków;279;3,57;8;5;3;t1261
ma³opolskie;Nowy S¹cz;30;3,58;4;2;2;t1262
ma³opolskie;Tarnów;14;1,29;2;0;2;t1263
mazowieckie;bia³obrzeski;1;0,3;1;0;1;t1401
mazowieckie;ciechanowski;12;1,35;2;0;2;t1402
mazowieckie;garwoliñski;8;0,73;2;2;0;t1403
mazowieckie;gostyniñski;11;2,46;0;0;0;t1404
mazowieckie;grodziski;30;3,1;2;2;0;t1405
mazowieckie;grójecki;19;1,94;1;1;0;t1406
mazowieckie;kozienicki;5;0,84;0;0;0;t1407
mazowieckie;legionowski;15;1,26;0;0;0;t1408
mazowieckie;lipski;3;0,89;0;0;0;t1409
mazowieckie;³osicki;2;0,65;0;0;0;t1410
mazowieckie;makowski;4;0,9;1;0;1;t1411
mazowieckie;miñski;12;0,77;4;0;4;t1412
mazowieckie;m³awski;9;1,24;0;0;0;t1413
mazowieckie;nowodworski;10;1,26;1;0;1;t1414
mazowieckie;ostro³êcki;9;1,02;2;0;2;t1415
mazowieckie;ostrowski;10;1,39;0;0;0;t1416
mazowieckie;otwocki;74;5,95;0;0;0;t1417
mazowieckie;piaseczyñski;63;3,32;1;0;1;t1418
mazowieckie;p³ocki;33;2,97;0;0;0;t1419
mazowieckie;p³oñski;19;2,19;0;0;0;t1420
mazowieckie;pruszkowski;31;1,86;1;0;1;t1421
mazowieckie;przasnyski;3;0,57;2;0;2;t1422
mazowieckie;przysuski;0;0;0;0;0;t1423
mazowieckie;pu³tuski;6;1,16;0;0;0;t1424
mazowieckie;radomski;7;0,46;0;0;0;t1425
mazowieckie;siedlecki;12;1,47;0;0;0;t1426
mazowieckie;sierpecki;11;2,13;0;0;0;t1427
mazowieckie;sochaczewski;9;1,06;0;0;0;t1428
mazowieckie;soko³owski;4;0,75;0;0;0;t1429
mazowieckie;szyd³owiecki;1;0,25;0;0;0;t1430
mazowieckie;warszawski zachodni;24;2,01;7;6;1;t1432
mazowieckie;wêgrowski;6;0,91;0;0;0;t1433
mazowieckie;wo³omiñski;35;1,39;0;0;0;t1434
mazowieckie;wyszkowski;4;0,54;0;0;0;t1435
mazowieckie;zwoleñski;5;1,39;0;0;0;t1436
mazowieckie;¿uromiñski;3;0,78;0;0;0;t1437
mazowieckie;¿yrardowski;17;2,25;3;3;0;t1438
mazowieckie;Ostro³êka;3;0,58;2;0;2;t1461
mazowieckie;P³ock;25;2,1;0;0;0;t1462
mazowieckie;Radom;21;1;4;4;0;t1463
mazowieckie;Siedlce;17;2,17;0;0;0;t1464
mazowieckie;Warszawa;367;2,05;2;0;2;t1465
opolskie;brzeski;7;0,78;1;0;1;t1601
opolskie;g³ubczycki;31;6,84;1;0;1;t1602
opolskie;kêdzierzyñsko-kozielski;23;2,46;2;0;2;t1603
opolskie;kluczborski;9;1,38;1;1;0;t1604
opolskie;krapkowicki;2;0,31;0;0;0;t1605
opolskie;namys³owski;8;1,87;0;0;0;t1606
opolskie;nyski;9;0,66;4;0;4;t1607
opolskie;oleski;5;0,78;0;0;0;t1608
opolskie;opolski;13;1,05;1;1;0;t1609
opolskie;prudnicki;4;0,73;1;0;1;t1610
opolskie;strzelecki;14;1,89;2;0;2;t1611
opolskie;Opole;15;1,17;5;0;5;t1661
podkarpackie;bieszczadzki;0;0;0;0;0;t1801
podkarpackie;brzozowski;5;0,76;0;0;0;t1802
podkarpackie;dêbicki;6;0,44;0;0;0;t1803
podkarpackie;jaros³awski;8;0,67;4;3;1;t1804
podkarpackie;jasielski;6;0,53;2;0;2;t1805
podkarpackie;kolbuszowski;4;0,64;0;0;0;t1806
podkarpackie;kroœnieñski;10;0,89;0;0;0;t1807
podkarpackie;le¿ajski;4;0,58;2;0;2;t1808
podkarpackie;lubaczowski;3;0,55;1;1;0;t1809
podkarpackie;³añcucki;12;1,48;1;0;1;t1810
podkarpackie;mielecki;5;0,37;1;0;1;t1811
podkarpackie;ni¿añski;6;0,9;0;0;0;t1812
podkarpackie;przemyski;7;0,95;0;0;0;t1813
podkarpackie;przeworski;6;0,77;2;0;2;t1814
podkarpackie;ropczycko-sêdziszowski;25;3,35;1;1;0;t1815
podkarpackie;rzeszowski;16;0,94;0;0;0;t1816
podkarpackie;sanocki;4;0,42;0;0;0;t1817
podkarpackie;stalowowolski;23;2,17;0;0;0;t1818
podkarpackie;strzy¿owski;4;0,65;0;0;0;t1819
podkarpackie;tarnobrzeski;2;0,38;1;0;1;t1820
podkarpackie;leski;5;1,89;0;0;0;t1821
podkarpackie;Krosno;3;0,65;0;0;0;t1861
podkarpackie;Przemyœl;10;1,65;0;0;0;t1862
podkarpackie;Rzeszów;20;1,02;1;0;1;t1863
podkarpackie;Tarnobrzeg;10;2,15;5;0;5;t1864
podlaskie;augustowski;11;1,9;0;0;0;t2001
podlaskie;bia³ostocki;20;1,33;0;0;0;t2002
podlaskie;bielski;1;0,18;0;0;0;t2003
podlaskie;grajewski;15;3,19;0;0;0;t2004
podlaskie;hajnowski;0;0;0;0;0;t2005
podlaskie;kolneñski;7;1,84;1;0;1;t2006
podlaskie;³om¿yñski;15;2,95;0;0;0;t2007
podlaskie;moniecki;5;1,24;0;0;0;t2008
podlaskie;sejneñski;3;1,51;0;0;0;t2009
podlaskie;siemiatycki;7;1,59;0;0;0;t2010
podlaskie;sokólski;15;2,26;0;0;0;t2011
podlaskie;suwalski;4;1,12;0;0;0;t2012
podlaskie;wysokomazowiecki;5;0,88;0;0;0;t2013
podlaskie;zambrowski;2;0,46;0;0;0;t2014
podlaskie;Bia³ystok;53;1,78;0;0;0;t2061
podlaskie;£om¿a;21;3,34;0;0;0;t2062
podlaskie;Suwa³ki;9;1,29;1;0;1;t2063
pomorskie;bytowski;9;1,14;0;0;0;t2201
pomorskie;chojnicki;7;0,72;2;0;2;t2202
pomorskie;cz³uchowski;17;3,04;1;1;0;t2203
pomorskie;gdañski;23;1,93;0;0;0;t2204
pomorskie;kartuski;23;1,63;0;0;0;t2205
pomorskie;koœcierski;21;2,88;3;0;3;t2206
pomorskie;kwidzyñski;11;1,32;1;0;1;t2207
pomorskie;lêborski;3;0,45;0;0;0;t2208
pomorskie;malborski;16;2,52;2;1;1;t2209
pomorskie;nowodworski;6;1,69;1;0;1;t2210
pomorskie;pucki;11;1,26;1;0;1;t2211
pomorskie;s³upski;35;3,54;0;0;0;t2212
pomorskie;starogardzki;18;1,4;0;0;0;t2213
pomorskie;tczewski;24;2,08;0;0;0;t2214
pomorskie;wejherowski;38;1,74;0;0;0;t2215
pomorskie;sztumski;8;1,94;1;0;1;t2216
pomorskie;Gdañsk;123;2,61;3;0;3;t2261
pomorskie;Gdynia;70;2,85;3;1;2;t2262
pomorskie;S³upsk;45;4,98;5;1;4;t2263
pomorskie;Sopot;7;1,97;0;0;0;t2264
œl¹skie;bêdziñski;34;2,3;6;0;6;t2401
œl¹skie;bielski;37;2,23;1;0;1;t2402
œl¹skie;cieszyñski;15;0,84;2;0;2;t2403
œl¹skie;czêstochowski;65;4,84;2;0;2;t2404
œl¹skie;gliwicki;28;2,42;1;0;1;t2405
œl¹skie;k³obucki;40;4,73;3;1;2;t2406
œl¹skie;lubliniecki;5;0,66;0;0;0;t2407
œl¹skie;miko³owski;19;1,92;1;0;1;t2408
œl¹skie;myszkowski;5;0,71;2;0;2;t2409
œl¹skie;pszczyñski;21;1,88;0;0;0;t2410
œl¹skie;raciborski;18;1,67;1;0;1;t2411
œl¹skie;rybnicki;9;1,15;0;0;0;t2412
œl¹skie;tarnogórski;23;1,63;3;0;3;t2413
œl¹skie;bieruñsko-lêdziñski;12;2;2;0;2;t2414
œl¹skie;wodzis³awski;17;1,08;3;0;3;t2415
œl¹skie;zawierciañski;21;1,79;4;0;4;t2416
œl¹skie;¿ywiecki;31;2,03;0;0;0;t2417
œl¹skie;Bielsko-Bia³a;17;1;2;0;2;t2461
œl¹skie;Bytom;60;3,65;3;0;3;t2462
œl¹skie;Chorzów;16;1,49;3;1;2;t2463
œl¹skie;Czêstochowa;25;1,14;3;0;3;t2464
œl¹skie;D¹browa Górnicza;19;1,6;4;0;4;t2465
œl¹skie;Gliwice;41;2,3;0;0;0;t2466
œl¹skie;Jastrzêbie-Zdrój;10;1,13;0;0;0;t2467
œl¹skie;Jaworzno;27;2,97;1;0;1;t2468
œl¹skie;Katowice;62;2,12;5;1;4;t2469
œl¹skie;Mys³owice;41;5,5;2;2;0;t2470
œl¹skie;Piekary Œl¹skie;12;2,19;0;0;0;t2471
œl¹skie;Ruda Œl¹ska;11;0,8;1;0;1;t2472
œl¹skie;Rybnik;15;1,09;2;0;2;t2473
œl¹skie;Siemianowice Œl¹skie;7;1,05;2;1;1;t2474
œl¹skie;Sosnowiec;32;1,61;1;0;1;t2475
œl¹skie;Œwiêtoch³owice;8;1,62;0;0;0;t2476
œl¹skie;Tychy;8;0,63;3;0;3;t2477
œl¹skie;Zabrze;35;2,04;1;0;1;t2478
œl¹skie;¯ory;6;0,96;0;0;0;t2479
œwiêtokrzyskie;buski;10;1,4;1;0;1;t2601
œwiêtokrzyskie;jêdrzejowski;10;1,17;0;0;0;t2602
œwiêtokrzyskie;kazimierski;8;2,39;0;0;0;t2603
œwiêtokrzyskie;kielecki;40;1,89;0;0;0;t2604
œwiêtokrzyskie;konecki;15;1,89;0;0;0;t2605
œwiêtokrzyskie;opatowski;4;0,77;0;0;0;t2606
œwiêtokrzyskie;ostrowiecki;28;2,58;0;0;0;t2607
œwiêtokrzyskie;piñczowski;3;0,78;0;0;0;t2608
œwiêtokrzyskie;sandomierski;12;1,56;5;0;5;t2609
œwiêtokrzyskie;skar¿yski;15;2,04;0;0;0;t2610
œwiêtokrzyskie;starachowicki;7;0,79;1;0;1;t2611
œwiêtokrzyskie;staszowski;3;0,42;0;0;0;t2612
œwiêtokrzyskie;w³oszczowski;4;0,89;1;0;1;t2613
œwiêtokrzyskie;Kielce;23;1,18;0;0;0;t2661
warmiñsko-mazurskie;bartoszycki;33;5,8;0;0;0;t2801
warmiñsko-mazurskie;braniewski;39;9,53;1;0;1;t2802
warmiñsko-mazurskie;dzia³dowski;24;3,69;4;0;4;t2803
warmiñsko-mazurskie;elbl¹ski;17;2,98;0;0;0;t2804
warmiñsko-mazurskie;e³cki;20;2,18;0;0;0;t2805
warmiñsko-mazurskie;gi¿ycki;10;1,77;0;0;0;t2806
warmiñsko-mazurskie;i³awski;23;2,48;0;0;0;t2807
warmiñsko-mazurskie;kêtrzyñski;16;2,58;1;0;1;t2808
warmiñsko-mazurskie;lidzbarski;9;2,19;0;0;0;t2809
warmiñsko-mazurskie;mr¹gowski;15;3,02;3;0;3;t2810
warmiñsko-mazurskie;nidzicki;21;6,41;0;0;0;t2811
warmiñsko-mazurskie;nowomiejski;8;1,83;1;0;1;t2812
warmiñsko-mazurskie;olecki;12;3,52;0;0;0;t2813
warmiñsko-mazurskie;olsztyñski;45;3,54;4;0;4;t2814
warmiñsko-mazurskie;ostródzki;59;5,68;4;0;4;t2815
warmiñsko-mazurskie;piski;23;4,11;1;0;1;t2816
warmiñsko-mazurskie;szczycieñski;4;0,58;2;0;2;t2817
warmiñsko-mazurskie;go³dapski;4;1,5;0;0;0;t2818
warmiñsko-mazurskie;wêgorzewski;1;0,44;0;0;0;t2819
warmiñsko-mazurskie;Elbl¹g;58;4,87;0;0;0;t2861
warmiñsko-mazurskie;Olsztyn;87;5,06;6;0;6;t2862
wielkopolskie;chodzieski;5;1,06;0;0;0;t3001
wielkopolskie;czarnkowsko-trzcianecki;7;0,81;0;0;0;t3002
wielkopolskie;gnieŸnieñski;21;1,44;0;0;0;t3003
wielkopolskie;gostyñski;9;1,19;0;0;0;t3004
wielkopolskie;grodziski;11;2,12;0;0;0;t3005
wielkopolskie;jarociñski;4;0,56;0;0;0;t3006
wielkopolskie;kaliski;4;0,48;1;0;1;t3007
wielkopolskie;kêpiñski;7;1,24;0;0;0;t3008
wielkopolskie;kolski;9;1,04;0;0;0;t3009
wielkopolskie;koniñski;10;0,77;1;0;1;t3010
wielkopolskie;koœciañski;23;2,91;1;0;1;t3011
wielkopolskie;krotoszyñski;9;1,17;0;0;0;t3012
wielkopolskie;leszczyñski;7;1,22;0;0;0;t3013
wielkopolskie;miêdzychodzki;2;0,55;0;0;0;t3014
wielkopolskie;nowotomyski;8;1,06;0;0;0;t3015
wielkopolskie;obornicki;12;2,01;0;0;0;t3016
wielkopolskie;ostrowski;7;0,43;3;3;0;t3017
wielkopolskie;ostrzeszowski;1;0,18;0;0;0;t3018
wielkopolskie;pilski;29;2,13;1;1;0;t3019
wielkopolskie;pleszewski;4;0,64;0;0;0;t3020
wielkopolskie;poznañski;114;2,83;2;0;2;t3021
wielkopolskie;rawicki;0;0;0;0;0;t3022
wielkopolskie;s³upecki;33;5,59;0;0;0;t3023
wielkopolskie;szamotulski;22;2,4;4;1;3;t3024
wielkopolskie;œredzki;5;0,85;2;2;0;t3025
wielkopolskie;œremski;4;0,65;0;0;0;t3026
wielkopolskie;turecki;9;1,07;0;0;0;t3027
wielkopolskie;w¹growiecki;5;0,71;0;0;0;t3028
wielkopolskie;wolsztyñski;7;1,22;1;0;1;t3029
wielkopolskie;wrzesiñski;13;1,66;0;0;0;t3030
wielkopolskie;z³otowski;10;1,44;2;0;2;t3031
wielkopolskie;Kalisz;7;0,7;0;0;0;t3061
wielkopolskie;Konin;4;0,55;0;0;0;t3062
wielkopolskie;Leszno;9;1,42;0;0;0;t3063
wielkopolskie;Poznañ;149;2,79;3;0;3;t3064
zachodniopomorskie;bia³ogardzki;7;1,48;0;0;0;t3201
zachodniopomorskie;choszczeñski;13;2,71;0;0;0;t3202
zachodniopomorskie;drawski;41;7,21;3;1;2;t3203
zachodniopomorskie;goleniowski;27;3,28;0;0;0;t3204
zachodniopomorskie;gryficki;2;0,33;0;0;0;t3205
zachodniopomorskie;gryfiñski;36;4,41;0;0;0;t3206
zachodniopomorskie;kamieñski;7;1,49;0;0;0;t3207
zachodniopomorskie;ko³obrzeski;17;2,14;1;0;1;t3208
zachodniopomorskie;koszaliñski;6;0,9;0;0;0;t3209
zachodniopomorskie;myœliborski;15;2,29;0;0;0;t3210
zachodniopomorskie;policki;34;4,19;0;0;0;t3211
zachodniopomorskie;pyrzycki;16;4,08;1;1;0;t3212
zachodniopomorskie;s³awieñski;5;0,89;0;0;0;t3213
zachodniopomorskie;stargardzki;65;5,41;0;0;0;t3214
zachodniopomorskie;szczecinecki;6;0,78;3;0;3;t3215
zachodniopomorskie;œwidwiñski;16;3,44;1;0;1;t3216
zachodniopomorskie;wa³ecki;10;1,89;3;0;3;t3217
zachodniopomorskie;³obeski;14;3,83;0;0;0;t3218
zachodniopomorskie;Koszalin;17;1,59;2;0;2;t3261
zachodniopomorskie;Szczecin;125;3,12;2;0;2;t3262
zachodniopomorskie;Œwinoujœcie;7;1,71;0;0;0;t3263
