Województwo;Powiat/Miasto;Liczba przypadków;Liczba na 10 tys, mieszkañców;Zgony;Zgony w wyniku COVID bez chorób wspó³istniej¹cych;Zgony w wyniku COVID i chorób wspó³istniej¹cych;TERYT
mazowieckie;garwoliñski;13;1,19;2;0;2;t1403
mazowieckie;gostyniñski;11;2,46;1;0;1;t1404
mazowieckie;grodziski;37;3,83;2;0;2;t1405
mazowieckie;grójecki;12;1,22;2;0;2;t1406
mazowieckie;kozienicki;16;2,68;1;0;1;t1407
mazowieckie;legionowski;16;1,34;1;0;1;t1408
mazowieckie;lipski;14;4,15;1;0;1;t1409
mazowieckie;³osicki;2;0,65;0;0;0;t1410
mazowieckie;makowski;6;1,34;0;0;0;t1411
mazowieckie;miñski;63;4,07;0;0;0;t1412
mazowieckie;m³awski;11;1,52;4;0;4;t1413
mazowieckie;nowodworski;15;1,89;2;0;2;t1414
mazowieckie;ostro³êcki;10;1,13;1;0;1;t1415
mazowieckie;ostrowski;11;1,53;1;0;1;t1416
mazowieckie;otwocki;38;3,05;0;0;0;t1417
mazowieckie;piaseczyñski;67;3,54;2;0;2;t1418
mazowieckie;p³ocki;39;3,52;1;0;1;t1419
mazowieckie;p³oñski;39;4,49;0;0;0;t1420
mazowieckie;pruszkowski;49;2,94;1;0;1;t1421
mazowieckie;przasnyski;15;2,87;0;0;0;t1422
mazowieckie;przysuski;1;0,24;0;0;0;t1423
mazowieckie;pu³tuski;5;0,96;0;0;0;t1424
mazowieckie;radomski;28;1,84;1;1;0;t1425
mazowieckie;siedlecki;11;1,35;0;0;0;t1426
mazowieckie;sierpecki;8;1,55;0;0;0;t1427
mazowieckie;sochaczewski;29;3,41;0;0;0;t1428
mazowieckie;soko³owski;13;2,42;1;1;0;t1429
mazowieckie;szyd³owiecki;7;1,77;1;0;1;t1430
mazowieckie;warszawski zachodni;49;4,1;0;0;0;t1432
mazowieckie;wêgrowski;14;2,13;0;0;0;t1433
mazowieckie;wo³omiñski;53;2,11;2;0;2;t1434
mazowieckie;wyszkowski;41;5,52;0;0;0;t1435
mazowieckie;zwoleñski;3;0,83;5;0;5;t1436
mazowieckie;¿uromiñski;5;1,3;0;0;0;t1437
mazowieckie;¿yrardowski;22;2,91;1;0;1;t1438
mazowieckie;Ostro³êka;4;0,77;0;0;0;t1461
mazowieckie;P³ock;41;3,45;3;0;3;t1462
mazowieckie;Radom;41;1,95;3;3;0;t1463
mazowieckie;Siedlce;7;0,89;0;0;0;t1464
mazowieckie;Warszawa;519;2,89;14;0;14;t1465
opolskie;brzeski;51;5,69;2;0;2;t1601
opolskie;g³ubczycki;44;9,71;0;0;0;t1602
opolskie;kêdzierzyñsko-kozielski;32;3,42;0;0;0;t1603
opolskie;kluczborski;20;3,06;0;0;0;t1604
opolskie;krapkowicki;36;5,66;0;0;0;t1605
opolskie;namys³owski;29;6,79;0;0;0;t1606
opolskie;nyski;52;3,84;0;0;0;t1607
opolskie;oleski;13;2,03;0;0;0;t1608
opolskie;opolski;49;3,96;1;0;1;t1609
opolskie;prudnicki;10;1,82;0;0;0;t1610
opolskie;strzelecki;19;2,56;0;0;0;t1611
opolskie;Opole;77;6,02;0;0;0;t1661
podkarpackie;bieszczadzki;0;0;0;0;0;t1801
podkarpackie;brzozowski;5;0,76;1;1;0;t1802
podkarpackie;dêbicki;8;0,59;2;0;2;t1803
podkarpackie;jaros³awski;20;1,67;0;0;0;t1804
podkarpackie;jasielski;36;3,18;3;0;3;t1805
podkarpackie;kolbuszowski;4;0,64;4;0;4;t1806
podkarpackie;kroœnieñski;19;1,69;1;0;1;t1807
podkarpackie;le¿ajski;8;1,16;1;0;1;t1808
podkarpackie;lubaczowski;21;3,82;1;1;0;t1809
podkarpackie;³añcucki;21;2,59;2;0;2;t1810
podkarpackie;mielecki;10;0,73;0;0;0;t1811
podkarpackie;ni¿añski;4;0,6;0;0;0;t1812
podkarpackie;przemyski;12;1,62;1;0;1;t1813
podkarpackie;przeworski;7;0,89;1;1;0;t1814
podkarpackie;ropczycko-sêdziszowski;5;0,67;1;0;1;t1815
podkarpackie;rzeszowski;25;1,47;1;0;1;t1816
podkarpackie;sanocki;10;1,06;0;0;0;t1817
podkarpackie;stalowowolski;34;3,21;1;0;1;t1818
podkarpackie;strzy¿owski;14;2,28;2;2;0;t1819
podkarpackie;tarnobrzeski;7;1,32;1;0;1;t1820
podkarpackie;leski;6;2,27;0;0;0;t1821
podkarpackie;Krosno;7;1,52;0;0;0;t1861
podkarpackie;Przemyœl;18;2,98;1;0;1;t1862
podkarpackie;Rzeszów;35;1,78;4;0;4;t1863
podkarpackie;Tarnobrzeg;3;0,64;0;0;0;t1864
podlaskie;augustowski;20;3,45;0;0;0;t2001
podlaskie;bia³ostocki;57;3,79;1;0;1;t2002
podlaskie;bielski;20;3,7;1;0;1;t2003
podlaskie;grajewski;4;0,85;1;1;0;t2004
podlaskie;hajnowski;18;4,26;0;0;0;t2005
podlaskie;kolneñski;3;0,79;0;0;0;t2006
podlaskie;³om¿yñski;4;0,79;0;0;0;t2007
podlaskie;moniecki;8;1,99;0;0;0;t2008
podlaskie;sejneñski;10;5,05;0;0;0;t2009
podlaskie;siemiatycki;0;0;1;0;1;t2010
podlaskie;sokólski;5;0,75;1;0;1;t2011
podlaskie;suwalski;10;2,81;0;0;0;t2012
podlaskie;wysokomazowiecki;8;1,41;2;0;2;t2013
podlaskie;zambrowski;7;1,61;0;0;0;t2014
podlaskie;Bia³ystok;103;3,46;4;0;4;t2061
podlaskie;£om¿a;2;0,32;0;0;0;t2062
podlaskie;Suwa³ki;28;4,01;0;0;0;t2063
pomorskie;bytowski;23;2,91;0;0;0;t2201
pomorskie;chojnicki;50;5,12;0;0;0;t2202
pomorskie;cz³uchowski;21;3,75;0;0;0;t2203
pomorskie;gdañski;47;3,94;0;0;0;t2204
pomorskie;kartuski;24;1,7;0;0;0;t2205
pomorskie;koœcierski;23;3,16;0;0;0;t2206
pomorskie;kwidzyñski;29;3,49;3;0;3;t2207
pomorskie;lêborski;24;3,63;0;0;0;t2208
pomorskie;malborski;62;9,78;1;1;0;t2209
pomorskie;nowodworski;14;3,95;1;0;1;t2210
pomorskie;pucki;33;3,79;0;0;0;t2211
pomorskie;s³upski;30;3,04;3;0;3;t2212
pomorskie;starogardzki;22;1,72;0;0;0;t2213
pomorskie;tczewski;105;9,08;1;0;1;t2214
pomorskie;wejherowski;94;4,3;0;0;0;t2215
pomorskie;sztumski;22;5,35;0;0;0;t2216
pomorskie;Gdañsk;192;4,07;7;1;6;t2261
pomorskie;Gdynia;116;4,72;1;0;1;t2262
pomorskie;S³upsk;39;4,32;2;0;2;t2263
pomorskie;Sopot;8;2,25;0;0;0;t2264
œl¹skie;bêdziñski;25;1,69;0;0;0;t2401
œl¹skie;bielski;33;1,99;0;0;0;t2402
œl¹skie;cieszyñski;17;0,96;0;0;0;t2403
œl¹skie;czêstochowski;23;1,71;0;0;0;t2404
œl¹skie;gliwicki;26;2,25;1;0;1;t2405
œl¹skie;k³obucki;18;2,13;0;0;0;t2406
œl¹skie;lubliniecki;27;3,54;0;0;0;t2407
œl¹skie;miko³owski;24;2,42;1;0;1;t2408
œl¹skie;myszkowski;47;6,65;0;0;0;t2409
œl¹skie;pszczyñski;19;1,7;0;0;0;t2410
œl¹skie;raciborski;10;0,93;1;0;1;t2411
œl¹skie;rybnicki;18;2,3;1;1;0;t2412
œl¹skie;tarnogórski;24;1,7;0;0;0;t2413
œl¹skie;bieruñsko-lêdziñski;20;3,34;0;0;0;t2414
œl¹skie;wodzis³awski;21;1,34;2;1;1;t2415
œl¹skie;zawierciañski;18;1,54;0;0;0;t2416
œl¹skie;¿ywiecki;40;2,62;0;0;0;t2417
œl¹skie;Bielsko-Bia³a;48;2,82;2;1;1;t2461
œl¹skie;Bytom;34;2,07;1;0;1;t2462
œl¹skie;Chorzów;16;1,49;0;0;0;t2463
œl¹skie;Czêstochowa;53;2,42;0;0;0;t2464
œl¹skie;D¹browa Górnicza;22;1,85;0;0;0;t2465
œl¹skie;Gliwice;51;2,86;2;0;2;t2466
œl¹skie;Jastrzêbie-Zdrój;18;2,04;1;0;1;t2467
œl¹skie;Jaworzno;22;2,42;0;0;0;t2468
œl¹skie;Katowice;41;1,41;3;0;3;t2469
œl¹skie;Mys³owice;14;1,88;1;1;0;t2470
œl¹skie;Piekary Œl¹skie;6;1,09;0;0;0;t2471
œl¹skie;Ruda Œl¹ska;43;3,14;0;0;0;t2472
œl¹skie;Rybnik;29;2,1;0;0;0;t2473
œl¹skie;Siemianowice Œl¹skie;10;1,5;2;0;2;t2474
œl¹skie;Sosnowiec;49;2,46;0;0;0;t2475
œl¹skie;Œwiêtoch³owice;8;1,62;0;0;0;t2476
œl¹skie;Tychy;40;3,14;1;0;1;t2477
œl¹skie;Zabrze;43;2,5;0;0;0;t2478
œl¹skie;¯ory;20;3,19;0;0;0;t2479
œwiêtokrzyskie;buski;8;1,12;1;1;0;t2601
œwiêtokrzyskie;jêdrzejowski;22;2,58;1;0;1;t2602
œwiêtokrzyskie;kazimierski;0;0;1;1;0;t2603
œwiêtokrzyskie;kielecki;32;1,51;1;0;1;t2604
œwiêtokrzyskie;konecki;11;1,38;0;0;0;t2605
œwiêtokrzyskie;opatowski;8;1,54;0;0;0;t2606
œwiêtokrzyskie;ostrowiecki;28;2,58;2;0;2;t2607
œwiêtokrzyskie;piñczowski;6;1,55;0;0;0;t2608
œwiêtokrzyskie;sandomierski;27;3,52;0;0;0;t2609
œwiêtokrzyskie;skar¿yski;49;6,66;0;0;0;t2610
œwiêtokrzyskie;starachowicki;37;4,15;0;0;0;t2611
œwiêtokrzyskie;staszowski;4;0,56;0;0;0;t2612
œwiêtokrzyskie;w³oszczowski;16;3,56;0;0;0;t2613
œwiêtokrzyskie;Kielce;22;1,13;4;0;4;t2661
warmiñsko-mazurskie;bartoszycki;33;5,8;0;0;0;t2801
warmiñsko-mazurskie;braniewski;23;5,62;0;0;0;t2802
warmiñsko-mazurskie;dzia³dowski;12;1,85;2;0;2;t2803
warmiñsko-mazurskie;elbl¹ski;17;2,98;0;0;0;t2804
warmiñsko-mazurskie;e³cki;7;0,76;2;0;2;t2805
warmiñsko-mazurskie;gi¿ycki;40;7,08;2;0;2;t2806
warmiñsko-mazurskie;i³awski;52;5,6;0;0;0;t2807
warmiñsko-mazurskie;kêtrzyñski;14;2,26;0;0;0;t2808
warmiñsko-mazurskie;lidzbarski;27;6,58;0;0;0;t2809
warmiñsko-mazurskie;mr¹gowski;2;0,4;0;0;0;t2810
warmiñsko-mazurskie;nidzicki;5;1,53;0;0;0;t2811
warmiñsko-mazurskie;nowomiejski;14;3,2;0;0;0;t2812
warmiñsko-mazurskie;olecki;21;6,17;0;0;0;t2813
warmiñsko-mazurskie;olsztyñski;58;4,56;0;0;0;t2814
warmiñsko-mazurskie;ostródzki;42;4,04;0;0;0;t2815
warmiñsko-mazurskie;piski;24;4,29;0;0;0;t2816
warmiñsko-mazurskie;szczycieñski;39;5,63;1;0;1;t2817
warmiñsko-mazurskie;go³dapski;9;3,38;0;0;0;t2818
warmiñsko-mazurskie;wêgorzewski;21;9,31;0;0;0;t2819
warmiñsko-mazurskie;Elbl¹g;66;5,54;0;0;0;t2861
warmiñsko-mazurskie;Olsztyn;92;5,35;0;0;0;t2862
wielkopolskie;chodzieski;27;5,75;2;0;2;t3001
wielkopolskie;czarnkowsko-trzcianecki;42;4,83;0;0;0;t3002
wielkopolskie;gnieŸnieñski;118;8,12;4;0;4;t3003
wielkopolskie;gostyñski;7;0,92;0;0;0;t3004
wielkopolskie;grodziski;23;4,43;1;0;1;t3005
wielkopolskie;jarociñski;26;3,64;0;0;0;t3006
wielkopolskie;kaliski;17;2,05;0;0;0;t3007
wielkopolskie;kêpiñski;31;5,49;0;0;0;t3008
wielkopolskie;kolski;9;1,04;0;0;0;t3009
wielkopolskie;koniñski;59;4,54;0;0;0;t3010
wielkopolskie;koœciañski;16;2,02;2;0;2;t3011
wielkopolskie;krotoszyñski;41;5,31;0;0;0;t3012
wielkopolskie;leszczyñski;23;4;1;1;0;t3013
wielkopolskie;miêdzychodzki;7;1,91;0;0;0;t3014
wielkopolskie;nowotomyski;39;5,15;1;0;1;t3015
wielkopolskie;obornicki;34;5,68;0;0;0;t3016
wielkopolskie;ostrowski;70;4,33;0;0;0;t3017
wielkopolskie;ostrzeszowski;17;3,07;0;0;0;t3018
wielkopolskie;pilski;83;6,11;4;4;0;t3019
wielkopolskie;pleszewski;41;6,51;0;0;0;t3020
wielkopolskie;poznañski;192;4,76;0;0;0;t3021
wielkopolskie;rawicki;55;9,13;0;0;0;t3022
wielkopolskie;s³upecki;59;10;0;0;0;t3023
wielkopolskie;szamotulski;28;3,05;0;0;0;t3024
wielkopolskie;œredzki;12;2,03;1;1;0;t3025
wielkopolskie;œremski;11;1,79;0;0;0;t3026
wielkopolskie;turecki;36;4,3;0;0;0;t3027
wielkopolskie;w¹growiecki;15;2,14;0;0;0;t3028
wielkopolskie;wolsztyñski;28;4,87;0;0;0;t3029
wielkopolskie;wrzesiñski;48;6,15;3;0;3;t3030
wielkopolskie;z³otowski;32;4,62;0;0;0;t3031
wielkopolskie;Kalisz;25;2,51;0;0;0;t3061
wielkopolskie;Konin;41;5,6;0;0;0;t3062
wielkopolskie;Leszno;32;5,05;2;0;2;t3063
wielkopolskie;Poznañ;230;4,31;0;0;0;t3064
zachodniopomorskie;bia³ogardzki;15;3,16;0;0;0;t3201
zachodniopomorskie;choszczeñski;32;6,66;0;0;0;t3202
zachodniopomorskie;drawski;11;1,94;2;0;2;t3203
zachodniopomorskie;goleniowski;29;3,52;0;0;0;t3204
zachodniopomorskie;gryficki;50;8,33;1;0;1;t3205
zachodniopomorskie;gryfiñski;22;2,7;0;0;0;t3206
zachodniopomorskie;kamieñski;18;3,84;0;0;0;t3207
zachodniopomorskie;ko³obrzeski;20;2,52;0;0;0;t3208
zachodniopomorskie;koszaliñski;16;2,41;0;0;0;t3209
zachodniopomorskie;myœliborski;23;3,52;0;0;0;t3210
zachodniopomorskie;policki;44;5,42;0;0;0;t3211
zachodniopomorskie;pyrzycki;15;3,82;3;3;0;t3212
zachodniopomorskie;s³awieñski;14;2,5;0;0;0;t3213
zachodniopomorskie;stargardzki;47;3,91;0;0;0;t3214
zachodniopomorskie;szczecinecki;66;8,53;0;0;0;t3215
zachodniopomorskie;œwidwiñski;18;3,87;0;0;0;t3216
zachodniopomorskie;wa³ecki;43;8,12;0;0;0;t3217
zachodniopomorskie;³obeski;12;3,29;0;0;0;t3218
zachodniopomorskie;Koszalin;38;3,56;0;0;0;t3261
zachodniopomorskie;Szczecin;233;5,81;0;0;0;t3262
zachodniopomorskie;Œwinoujœcie;14;3,43;0;0;0;t3263
