wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;teryt
lubelskie;krasnostawski;11;1,75;0;0;0;t0606
lubelskie;kraœnicki;28;2,95;2;2;0;t0607
lubelskie;lubartowski;3;0,34;1;1;0;t0608
lubelskie;lubelski;26;1,67;1;0;1;t0609
lubelskie;³êczyñski;12;2,09;2;0;2;t0610
lubelskie;³ukowski;2;0,19;1;0;1;t0611
lubelskie;opolski;6;1,02;1;0;1;t0612
lubelskie;parczewski;12;3,47;0;0;0;t0613
lubelskie;pu³awski;12;1,06;1;1;0;t0614
lubelskie;radzyñski;4;0,68;1;0;1;t0615
lubelskie;rycki;7;1,25;0;0;0;t0616
lubelskie;œwidnicki;19;2,65;0;0;0;t0617
lubelskie;tomaszowski;19;2,31;2;0;2;t0618
lubelskie;w³odawski;17;4,45;0;0;0;t0619
lubelskie;zamojski;6;0,57;3;0;3;t0620
lubelskie;Bia³a Podlaska;10;1,75;0;0;0;t0661
lubelskie;Che³m;7;1,14;3;0;3;t0662
lubelskie;Lublin;90;2,65;1;0;1;t0663
lubelskie;Zamoœæ;7;1,11;1;0;1;t0664
lubuskie;gorzowski;9;1,25;3;2;1;t0801
lubuskie;kroœnieñski;3;0,55;0;0;0;t0802
lubuskie;miêdzyrzecki;4;0,70;1;1;0;t0803
lubuskie;nowosolski;7;0,81;0;0;0;t0804
lubuskie;s³ubicki;2;0,43;0;0;0;t0805
lubuskie;strzelecko-drezdenecki;13;2,66;0;0;0;t0806
lubuskie;sulêciñski;0;0;0;0;0;t0807
lubuskie;œwiebodziñski;1;0,18;0;0;0;t0808
lubuskie;zielonogórski;6;0,79;0;0;0;t0809
lubuskie;¿agañski;10;1,27;0;0;0;t0810
lubuskie;¿arski;12;1,25;0;0;0;t0811
lubuskie;wschowski;1;0,26;0;0;0;t0812
lubuskie;Gorzów Wielkopolski;12;0,97;1;1;0;t0861
lubuskie;Zielona Góra;9;0,64;0;0;0;t0862
³ódzkie;be³chatowski;14;1,24;6;0;6;t1001
³ódzkie;kutnowski;1;0,10;1;1;0;t1002
³ódzkie;³aski;3;0,60;0;0;0;t1003
³ódzkie;³êczycki;14;2,82;0;0;0;t1004
³ódzkie;³owicki;12;1,54;0;0;0;t1005
³ódzkie;³ódzki wschodni;17;2,35;1;0;1;t1006
³ódzkie;opoczyñski;4;0,53;2;2;0;t1007
³ódzkie;pabianicki;9;0,75;0;0;0;t1008
³ódzkie;pajêczañski;6;1,17;0;0;0;t1009
³ódzkie;piotrkowski;17;1,86;0;0;0;t1010
³ódzkie;poddêbicki;3;0,73;2;0;2;t1011
³ódzkie;radomszczañski;6;0,53;3;0;3;t1012
³ódzkie;rawski;1;0,21;0;0;0;t1013
³ódzkie;sieradzki;15;1,28;0;0;0;t1014
³ódzkie;skierniewicki;4;1,05;0;0;0;t1015
³ódzkie;tomaszowski;6;0,52;0;0;0;t1016
³ódzkie;wieluñski;3;0,39;0;0;0;t1017
³ódzkie;wieruszowski;2;0,48;0;0;0;t1018
³ódzkie;zduñskowolski;7;1,06;1;0;1;t1019
³ódzkie;zgierski;24;1,44;0;0;0;t1020
³ódzkie;brzeziñski;1;0,32;4;4;0;t1021
³ódzkie;£ódŸ;85;1,26;4;0;4;t1061
³ódzkie;Piotrków Trybunalski;19;2,61;0;0;0;t1062
³ódzkie;Skierniewice;12;2,50;4;4;0;t1063
ma³opolskie;bocheñski;12;1,12;2;0;2;t1201
ma³opolskie;brzeski;3;0,32;1;0;1;t1202
ma³opolskie;chrzanowski;10;0,81;1;1;0;t1203
ma³opolskie;d¹browski;4;0,68;0;0;0;t1204
ma³opolskie;gorlicki;2;0,18;0;0;0;t1205
ma³opolskie;krakowski;27;0,96;0;0;0;t1206
ma³opolskie;limanowski;4;0,30;0;0;0;t1207
ma³opolskie;miechowski;4;0,82;0;0;0;t1208
ma³opolskie;myœlenicki;9;0,70;1;0;1;t1209
ma³opolskie;nowos¹decki;2;0,09;3;0;3;t1210
ma³opolskie;nowotarski;8;0,42;3;0;3;t1211
ma³opolskie;olkuski;4;0,36;0;0;0;t1212
ma³opolskie;oœwiêcimski;15;0,98;2;0;2;t1213
ma³opolskie;proszowicki;5;1,16;0;0;0;t1214
ma³opolskie;suski;8;0,95;1;0;1;t1215
ma³opolskie;tarnowski;6;0,30;3;2;1;t1216
ma³opolskie;tatrzañski;0;0;0;0;0;t1217
ma³opolskie;wadowicki;5;0,31;0;0;0;t1218
ma³opolskie;wielicki;9;0,69;0;0;0;t1219
ma³opolskie;Kraków;93;1,19;7;7;0;t1261
ma³opolskie;Nowy S¹cz;3;0,36;1;0;1;t1262
ma³opolskie;Tarnów;3;0,28;1;0;1;t1263
mazowieckie;bia³obrzeski;4;1,20;2;0;2;t1401
mazowieckie;ciechanowski;6;0,67;0;0;0;t1402
mazowieckie;garwoliñski;11;1,01;0;0;0;t1403
mazowieckie;gostyniñski;1;0,22;0;0;0;t1404
mazowieckie;grodziski;31;3,21;1;0;1;t1405
mazowieckie;grójecki;23;2,34;0;0;0;t1406
mazowieckie;kozienicki;5;0,84;0;0;0;t1407
mazowieckie;legionowski;14;1,17;0;0;0;t1408
mazowieckie;lipski;0;0;0;0;0;t1409
mazowieckie;³osicki;2;0,65;1;1;0;t1410
mazowieckie;makowski;4;0,90;0;0;0;t1411
mazowieckie;miñski;23;1,48;0;0;0;t1412
mazowieckie;m³awski;4;0,55;0;0;0;t1413
mazowieckie;nowodworski;10;1,26;1;1;0;t1414
mazowieckie;ostro³êcki;3;0,34;0;0;0;t1415
mazowieckie;ostrowski;6;0,83;0;0;0;t1416
mazowieckie;otwocki;22;1,77;1;0;1;t1417
mazowieckie;piaseczyñski;29;1,53;0;0;0;t1418
mazowieckie;p³ocki;3;0,27;0;0;0;t1419
mazowieckie;p³oñski;10;1,15;2;0;2;t1420
mazowieckie;pruszkowski;19;1,14;0;0;0;t1421
mazowieckie;przasnyski;3;0,57;0;0;0;t1422
mazowieckie;przysuski;1;0,24;0;0;0;t1423
mazowieckie;pu³tuski;3;0,58;0;0;0;t1424
mazowieckie;radomski;7;0,46;1;1;0;t1425
mazowieckie;siedlecki;11;1,35;0;0;0;t1426
mazowieckie;sierpecki;5;0,97;1;0;1;t1427
mazowieckie;sochaczewski;18;2,12;1;0;1;t1428
mazowieckie;soko³owski;2;0,37;2;0;2;t1429
mazowieckie;szyd³owiecki;2;0,51;0;0;0;t1430
mazowieckie;warszawski zachodni;30;2,51;0;0;0;t1432
mazowieckie;wêgrowski;6;0,91;0;0;0;t1433
mazowieckie;wo³omiñski;27;1,07;0;0;0;t1434
mazowieckie;wyszkowski;12;1,62;0;0;0;t1435
mazowieckie;zwoleñski;2;0,56;0;0;0;t1436
mazowieckie;¿uromiñski;1;0,26;0;0;0;t1437
mazowieckie;¿yrardowski;10;1,32;1;1;0;t1438
mazowieckie;Ostro³êka;5;0,96;0;0;0;t1461
mazowieckie;P³ock;10;0,84;3;2;1;t1462
mazowieckie;Radom;19;0,90;2;2;0;t1463
mazowieckie;Siedlce;12;1,53;0;0;0;t1464
mazowieckie;Warszawa;277;1,54;7;0;7;t1465
opolskie;brzeski;17;1,90;0;0;0;t1601
opolskie;g³ubczycki;5;1,10;0;0;0;t1602
opolskie;kêdzierzyñsko-kozielski;11;1,18;1;0;1;t1603
opolskie;kluczborski;17;2,60;1;0;1;t1604
opolskie;krapkowicki;6;0,94;0;0;0;t1605
opolskie;namys³owski;4;0,94;0;0;0;t1606
opolskie;nyski;11;0,81;3;3;0;t1607
opolskie;oleski;7;1,09;0;0;0;t1608
opolskie;opolski;8;0,65;0;0;0;t1609
opolskie;prudnicki;6;1,09;0;0;0;t1610
opolskie;strzelecki;5;0,67;1;0;1;t1611
opolskie;Opole;19;1,48;2;0;2;t1661
podkarpackie;bieszczadzki;0;0;0;0;0;t1801
podkarpackie;brzozowski;3;0,46;0;0;0;t1802
podkarpackie;dêbicki;4;0,30;0;0;0;t1803
podkarpackie;jaros³awski;3;0,25;6;2;4;t1804
podkarpackie;jasielski;1;0,09;1;0;1;t1805
podkarpackie;kolbuszowski;4;0,64;2;0;2;t1806
podkarpackie;kroœnieñski;2;0,18;0;0;0;t1807
podkarpackie;le¿ajski;1;0,14;0;0;0;t1808
podkarpackie;lubaczowski;8;1,46;1;1;0;t1809
podkarpackie;³añcucki;3;0,37;0;0;0;t1810
podkarpackie;mielecki;6;0,44;3;0;3;t1811
podkarpackie;ni¿añski;20;3,01;1;0;1;t1812
podkarpackie;przemyski;3;0,41;0;0;0;t1813
podkarpackie;przeworski;1;0,13;0;0;0;t1814
podkarpackie;ropczycko-sêdziszowski;1;0,13;0;0;0;t1815
podkarpackie;rzeszowski;8;0,47;3;0;3;t1816
podkarpackie;sanocki;5;0,53;0;0;0;t1817
podkarpackie;stalowowolski;10;0,94;1;0;1;t1818
podkarpackie;strzy¿owski;0;0;0;0;0;t1819
podkarpackie;tarnobrzeski;2;0,38;1;0;1;t1820
podkarpackie;leski;2;0,76;1;1;0;t1821
podkarpackie;Krosno;1;0,22;0;0;0;t1861
podkarpackie;Przemyœl;0;0;1;0;1;t1862
podkarpackie;Rzeszów;13;0,66;3;0;3;t1863
podkarpackie;Tarnobrzeg;7;1,50;0;0;0;t1864
podlaskie;augustowski;9;1,55;0;0;0;t2001
podlaskie;bia³ostocki;14;0,93;0;0;0;t2002
podlaskie;bielski;1;0,18;0;0;0;t2003
podlaskie;grajewski;7;1,49;0;0;0;t2004
podlaskie;hajnowski;0;0;1;0;1;t2005
podlaskie;kolneñski;2;0,53;0;0;0;t2006
podlaskie;³om¿yñski;5;0,98;0;0;0;t2007
podlaskie;moniecki;4;0,99;0;0;0;t2008
podlaskie;sejneñski;1;0,50;0;0;0;t2009
podlaskie;siemiatycki;3;0,68;0;0;0;t2010
podlaskie;sokólski;23;3,47;0;0;0;t2011
podlaskie;suwalski;2;0,56;0;0;0;t2012
podlaskie;wysokomazowiecki;6;1,06;0;0;0;t2013
podlaskie;zambrowski;3;0,69;0;0;0;t2014
podlaskie;Bia³ystok;29;0,97;0;0;0;t2061
podlaskie;£om¿a;28;4,46;0;0;0;t2062
podlaskie;Suwa³ki;6;0,86;1;0;1;t2063
pomorskie;bytowski;3;0,38;0;0;0;t2201
pomorskie;chojnicki;13;1,33;0;0;0;t2202
pomorskie;cz³uchowski;8;1,43;0;0;0;t2203
pomorskie;gdañski;26;2,18;0;0;0;t2204
pomorskie;kartuski;21;1,49;0;0;0;t2205
pomorskie;koœcierski;7;0,96;2;2;0;t2206
pomorskie;kwidzyñski;9;1,08;2;1;1;t2207
pomorskie;lêborski;2;0,30;0;0;0;t2208
pomorskie;malborski;19;3,00;3;3;0;t2209
pomorskie;nowodworski;2;0,56;0;0;0;t2210
pomorskie;pucki;46;5,28;0;0;0;t2211
pomorskie;s³upski;9;0,91;0;0;0;t2212
pomorskie;starogardzki;25;1,95;1;1;0;t2213
pomorskie;tczewski;40;3,46;0;0;0;t2214
pomorskie;wejherowski;24;1,10;0;0;0;t2215
pomorskie;sztumski;15;3,65;0;0;0;t2216
pomorskie;Gdañsk;215;4,56;14;0;14;t2261
pomorskie;Gdynia;77;3,13;3;0;3;t2262
pomorskie;S³upsk;13;1,44;0;0;0;t2263
pomorskie;Sopot;9;2,53;0;0;0;t2264
œl¹skie;bêdziñski;24;1,62;0;0;0;t2401
œl¹skie;bielski;11;0,66;0;0;0;t2402
œl¹skie;cieszyñski;11;0,62;2;0;2;t2403
œl¹skie;czêstochowski;12;0,89;1;0;1;t2404
œl¹skie;gliwicki;21;1,82;0;0;0;t2405
œl¹skie;k³obucki;5;0,59;1;0;1;t2406
œl¹skie;lubliniecki;5;0,66;0;0;0;t2407
œl¹skie;miko³owski;2;0,20;0;0;0;t2408
œl¹skie;myszkowski;2;0,28;3;0;3;t2409
œl¹skie;pszczyñski;10;0,90;0;0;0;t2410
œl¹skie;raciborski;41;3,80;3;0;3;t2411
œl¹skie;rybnicki;17;2,17;0;0;0;t2412
œl¹skie;tarnogórski;14;0,99;0;0;0;t2413
œl¹skie;bieruñsko-lêdziñski;5;0,84;0;0;0;t2414
œl¹skie;wodzis³awski;11;0,70;4;0;4;t2415
œl¹skie;zawierciañski;15;1,28;2;0;2;t2416
œl¹skie;¿ywiecki;9;0,59;0;0;0;t2417
œl¹skie;Bielsko-Bia³a;10;0,59;1;0;1;t2461
œl¹skie;Bytom;32;1,95;1;0;1;t2462
œl¹skie;Chorzów;13;1,21;0;0;0;t2463
œl¹skie;Czêstochowa;17;0,78;6;0;6;t2464
œl¹skie;D¹browa Górnicza;9;0,76;0;0;0;t2465
œl¹skie;Gliwice;26;1,46;0;0;0;t2466
œl¹skie;Jastrzêbie-Zdrój;10;1,13;0;0;0;t2467
œl¹skie;Jaworzno;6;0,66;3;1;2;t2468
œl¹skie;Katowice;62;2,12;3;1;2;t2469
œl¹skie;Mys³owice;15;2,01;1;0;1;t2470
œl¹skie;Piekary Œl¹skie;10;1,82;3;3;0;t2471
œl¹skie;Ruda Œl¹ska;9;0,66;2;0;2;t2472
œl¹skie;Rybnik;12;0,87;2;0;2;t2473
œl¹skie;Siemianowice Œl¹skie;3;0,45;0;0;0;t2474
œl¹skie;Sosnowiec;18;0,90;1;0;1;t2475
œl¹skie;Œwiêtoch³owice;2;0,41;0;0;0;t2476
œl¹skie;Tychy;20;1,57;2;0;2;t2477
œl¹skie;Zabrze;31;1,81;0;0;0;t2478
œl¹skie;¯ory;2;0,32;0;0;0;t2479
œwiêtokrzyskie;buski;3;0,42;2;1;1;t2601
œwiêtokrzyskie;jêdrzejowski;8;0,94;0;0;0;t2602
œwiêtokrzyskie;kazimierski;4;1,19;0;0;0;t2603
œwiêtokrzyskie;kielecki;18;0,85;0;0;0;t2604
œwiêtokrzyskie;konecki;7;0,88;0;0;0;t2605
œwiêtokrzyskie;opatowski;5;0,96;0;0;0;t2606
œwiêtokrzyskie;ostrowiecki;7;0,65;0;0;0;t2607
œwiêtokrzyskie;piñczowski;1;0,26;0;0;0;t2608
œwiêtokrzyskie;sandomierski;10;1,30;0;0;0;t2609
œwiêtokrzyskie;skar¿yski;2;0,27;2;0;2;t2610
œwiêtokrzyskie;starachowicki;5;0,56;5;0;5;t2611
œwiêtokrzyskie;staszowski;3;0,42;0;0;0;t2612
œwiêtokrzyskie;w³oszczowski;2;0,45;0;0;0;t2613
œwiêtokrzyskie;Kielce;33;1,70;2;0;2;t2661
warmiñsko-mazurskie;bartoszycki;24;4,22;0;0;0;t2801
warmiñsko-mazurskie;braniewski;8;1,95;0;0;0;t2802
warmiñsko-mazurskie;dzia³dowski;26;4,00;2;0;2;t2803
warmiñsko-mazurskie;elbl¹ski;9;1,58;1;0;1;t2804
warmiñsko-mazurskie;e³cki;14;1,53;0;0;0;t2805
warmiñsko-mazurskie;gi¿ycki;13;2,30;0;0;0;t2806
warmiñsko-mazurskie;i³awski;16;1,72;1;0;1;t2807
warmiñsko-mazurskie;kêtrzyñski;27;4,35;1;0;1;t2808
warmiñsko-mazurskie;lidzbarski;17;4,14;0;0;0;t2809
warmiñsko-mazurskie;mr¹gowski;8;1,61;1;1;0;t2810
warmiñsko-mazurskie;nidzicki;22;6,72;2;0;2;t2811
warmiñsko-mazurskie;nowomiejski;9;2,06;3;0;3;t2812
warmiñsko-mazurskie;olecki;4;1,17;1;0;1;t2813
warmiñsko-mazurskie;olsztyñski;47;3,69;0;0;0;t2814
warmiñsko-mazurskie;ostródzki;53;5,10;2;0;2;t2815
warmiñsko-mazurskie;piski;25;4,47;4;4;0;t2816
warmiñsko-mazurskie;szczycieñski;46;6,64;1;0;1;t2817
warmiñsko-mazurskie;go³dapski;6;2,25;1;1;0;t2818
warmiñsko-mazurskie;wêgorzewski;10;4,43;0;0;0;t2819
warmiñsko-mazurskie;Elbl¹g;41;3,44;3;0;3;t2861
warmiñsko-mazurskie;Olsztyn;58;3,37;0;0;0;t2862
wielkopolskie;chodzieski;2;0,43;0;0;0;t3001
wielkopolskie;czarnkowsko-trzcianecki;23;2,65;0;0;0;t3002
wielkopolskie;gnieŸnieñski;10;0,69;1;1;0;t3003
wielkopolskie;gostyñski;8;1,05;0;0;0;t3004
wielkopolskie;grodziski;4;0,77;0;0;0;t3005
wielkopolskie;jarociñski;15;2,10;0;0;0;t3006
wielkopolskie;kaliski;3;0,36;0;0;0;t3007
wielkopolskie;kêpiñski;0;0;0;0;0;t3008
wielkopolskie;kolski;7;0,81;0;0;0;t3009
wielkopolskie;koniñski;9;0,69;0;0;0;t3010
wielkopolskie;koœciañski;5;0,63;1;1;0;t3011
wielkopolskie;krotoszyñski;8;1,04;0;0;0;t3012
wielkopolskie;leszczyñski;0;0;1;0;1;t3013
wielkopolskie;miêdzychodzki;2;0,55;0;0;0;t3014
wielkopolskie;nowotomyski;7;0,93;0;0;0;t3015
wielkopolskie;obornicki;15;2,51;0;0;0;t3016
wielkopolskie;ostrowski;11;0,68;0;0;0;t3017
wielkopolskie;ostrzeszowski;6;1,08;0;0;0;t3018
wielkopolskie;pilski;22;1,62;2;0;2;t3019
wielkopolskie;pleszewski;2;0,32;0;0;0;t3020
wielkopolskie;poznañski;87;2,16;3;1;2;t3021
wielkopolskie;rawicki;1;0,17;0;0;0;t3022
wielkopolskie;s³upecki;12;2,03;0;0;0;t3023
wielkopolskie;szamotulski;9;0,98;0;0;0;t3024
wielkopolskie;œredzki;16;2,71;0;0;0;t3025
wielkopolskie;œremski;8;1,30;0;0;0;t3026
wielkopolskie;turecki;5;0,60;0;0;0;t3027
wielkopolskie;w¹growiecki;7;1,00;2;0;2;t3028
wielkopolskie;wolsztyñski;5;0,87;0;0;0;t3029
wielkopolskie;wrzesiñski;14;1,79;0;0;0;t3030
wielkopolskie;z³otowski;8;1,15;0;0;0;t3031
wielkopolskie;Kalisz;5;0,50;0;0;0;t3061
wielkopolskie;Konin;5;0,68;0;0;0;t3062
wielkopolskie;Leszno;5;0,79;1;0;1;t3063
wielkopolskie;Poznañ;136;2,55;5;4;1;t3064
zachodniopomorskie;bia³ogardzki;4;0,84;0;0;0;t3201
zachodniopomorskie;choszczeñski;25;5,20;1;0;1;t3202
zachodniopomorskie;drawski;19;3,34;0;0;0;t3203
zachodniopomorskie;goleniowski;11;1,34;0;0;0;t3204
zachodniopomorskie;gryficki;6;1,00;0;0;0;t3205
zachodniopomorskie;gryfiñski;28;3,43;1;0;1;t3206
zachodniopomorskie;kamieñski;3;0,64;0;0;0;t3207
zachodniopomorskie;ko³obrzeski;14;1,76;0;0;0;t3208
zachodniopomorskie;koszaliñski;3;0,45;1;0;1;t3209
zachodniopomorskie;myœliborski;3;0,46;0;0;0;t3210
zachodniopomorskie;policki;28;3,45;0;0;0;t3211
zachodniopomorskie;pyrzycki;5;1,27;1;0;1;t3212
zachodniopomorskie;s³awieñski;8;1,43;1;0;1;t3213
zachodniopomorskie;stargardzki;9;0,75;1;0;1;t3214
zachodniopomorskie;szczecinecki;28;3,62;0;0;0;t3215
zachodniopomorskie;œwidwiñski;32;6,88;0;0;0;t3216
zachodniopomorskie;wa³ecki;4;0,76;0;0;0;t3217
zachodniopomorskie;³obeski;20;5,48;0;0;0;t3218
zachodniopomorskie;Koszalin;19;1,78;2;0;2;t3261
zachodniopomorskie;Szczecin;127;3,17;1;1;0;t3262
zachodniopomorskie;Œwinoujœcie;4;0,98;0;0;0;t3263
