Województwo;Powiat/Miasto;Liczba przypadków;Liczba na 10 tys. mieszkañców;Zgony;Zgony w wyniku COVID bez chorób wspó³istniej¹cych;Zgony w wyniku COVID i chorób wspó³istniej¹cych;TERYT
mazowieckie;zwoleñski;5;1,39;0;0;0;t1436
mazowieckie;¿uromiñski;2;0,52;0;0;0;t1437
mazowieckie;¿yrardowski;16;2,12;0;0;0;t1438
mazowieckie;Ostro³êka;1;0,19;0;0;0;t1461
mazowieckie;P³ock;14;1,18;0;0;0;t1462
mazowieckie;Radom;13;0,62;0;0;0;t1463
mazowieckie;Siedlce;4;0,51;0;0;0;t1464
mazowieckie;Warszawa;272;1,52;7;1;6;t1465
opolskie;brzeski;18;2,01;0;0;0;t1601
opolskie;g³ubczycki;1;0,22;0;0;0;t1602
opolskie;kêdzierzyñsko-kozielski;13;1,39;0;0;0;t1603
opolskie;kluczborski;9;1,38;0;0;0;t1604
opolskie;krapkowicki;5;0,79;0;0;0;t1605
opolskie;namys³owski;7;1,64;0;0;0;t1606
opolskie;nyski;13;0,96;0;0;0;t1607
opolskie;oleski;13;2,03;0;0;0;t1608
opolskie;opolski;25;2,02;0;0;0;t1609
opolskie;prudnicki;11;2;0;0;0;t1610
opolskie;strzelecki;16;2,16;0;0;0;t1611
opolskie;Opole;45;3,52;1;0;1;t1661
podkarpackie;bieszczadzki;0;0;0;0;0;t1801
podkarpackie;brzozowski;4;0,61;0;0;0;t1802
podkarpackie;dêbicki;9;0,67;0;0;0;t1803
podkarpackie;jaros³awski;9;0,75;0;0;0;t1804
podkarpackie;jasielski;2;0,18;0;0;0;t1805
podkarpackie;kolbuszowski;0;0;0;0;0;t1806
podkarpackie;kroœnieñski;9;0,8;0;0;0;t1807
podkarpackie;le¿ajski;9;1,3;0;0;0;t1808
podkarpackie;lubaczowski;3;0,55;0;0;0;t1809
podkarpackie;³añcucki;5;0,62;0;0;0;t1810
podkarpackie;mielecki;2;0,15;0;0;0;t1811
podkarpackie;ni¿añski;6;0,9;0;0;0;t1812
podkarpackie;przemyski;11;1,49;0;0;0;t1813
podkarpackie;przeworski;6;0,77;0;0;0;t1814
podkarpackie;ropczycko-sêdziszowski;5;0,67;0;0;0;t1815
podkarpackie;rzeszowski;12;0,71;1;0;1;t1816
podkarpackie;sanocki;4;0,42;0;0;0;t1817
podkarpackie;stalowowolski;15;1,42;0;0;0;t1818
podkarpackie;strzy¿owski;22;3,59;0;0;0;t1819
podkarpackie;tarnobrzeski;1;0,19;0;0;0;t1820
podkarpackie;leski;2;0,76;0;0;0;t1821
podkarpackie;Krosno;7;1,52;0;0;0;t1861
podkarpackie;Przemyœl;9;1,49;0;0;0;t1862
podkarpackie;Rzeszów;24;1,22;2;0;2;t1863
podkarpackie;Tarnobrzeg;4;0,86;0;0;0;t1864
podlaskie;augustowski;4;0,69;0;0;0;t2001
podlaskie;bia³ostocki;15;1;0;0;0;t2002
podlaskie;bielski;0;0;0;0;0;t2003
podlaskie;grajewski;0;0;0;0;0;t2004
podlaskie;hajnowski;1;0,24;0;0;0;t2005
podlaskie;kolneñski;4;1,05;0;0;0;t2006
podlaskie;³om¿yñski;6;1,18;0;0;0;t2007
podlaskie;moniecki;0;0;0;0;0;t2008
podlaskie;sejneñski;0;0;0;0;0;t2009
podlaskie;siemiatycki;2;0,46;0;0;0;t2010
podlaskie;sokólski;6;0,91;0;0;0;t2011
podlaskie;suwalski;0;0;0;0;0;t2012
podlaskie;wysokomazowiecki;1;0,18;0;0;0;t2013
podlaskie;zambrowski;1;0,23;0;0;0;t2014
podlaskie;Bia³ystok;31;1,04;0;0;0;t2061
podlaskie;£om¿a;4;0,64;0;0;0;t2062
podlaskie;Suwa³ki;3;0,43;0;0;0;t2063
pomorskie;bytowski;6;0,76;0;0;0;t2201
pomorskie;chojnicki;7;0,72;0;0;0;t2202
pomorskie;cz³uchowski;4;0,72;0;0;0;t2203
pomorskie;gdañski;41;3,43;1;0;1;t2204
pomorskie;kartuski;19;1,35;0;0;0;t2205
pomorskie;koœcierski;3;0,41;0;0;0;t2206
pomorskie;kwidzyñski;14;1,69;0;0;0;t2207
pomorskie;lêborski;6;0,91;1;0;1;t2208
pomorskie;malborski;21;3,31;0;0;0;t2209
pomorskie;nowodworski;4;1,13;0;0;0;t2210
pomorskie;pucki;10;1,15;0;0;0;t2211
pomorskie;s³upski;8;0,81;0;0;0;t2212
pomorskie;starogardzki;15;1,17;0;0;0;t2213
pomorskie;tczewski;32;2,77;0;0;0;t2214
pomorskie;wejherowski;26;1,19;0;0;0;t2215
pomorskie;sztumski;18;4,38;0;0;0;t2216
pomorskie;Gdañsk;153;3,24;2;0;2;t2261
pomorskie;Gdynia;48;1,95;0;0;0;t2262
pomorskie;S³upsk;16;1,77;0;0;0;t2263
pomorskie;Sopot;9;2,53;0;0;0;t2264
œl¹skie;bêdziñski;7;0,47;0;0;0;t2401
œl¹skie;bielski;19;1,14;0;0;0;t2402
œl¹skie;cieszyñski;10;0,56;1;0;1;t2403
œl¹skie;czêstochowski;11;0,82;0;0;0;t2404
œl¹skie;gliwicki;7;0,61;1;0;1;t2405
œl¹skie;k³obucki;3;0,36;0;0;0;t2406
œl¹skie;lubliniecki;4;0,52;0;0;0;t2407
œl¹skie;miko³owski;7;0,71;0;0;0;t2408
œl¹skie;myszkowski;4;0,57;0;0;0;t2409
œl¹skie;pszczyñski;5;0,45;0;0;0;t2410
œl¹skie;raciborski;18;1,67;0;0;0;t2411
œl¹skie;rybnicki;1;0,13;0;0;0;t2412
œl¹skie;tarnogórski;9;0,64;0;0;0;t2413
œl¹skie;bieruñsko-lêdziñski;1;0,17;0;0;0;t2414
œl¹skie;wodzis³awski;6;0,38;0;0;0;t2415
œl¹skie;zawierciañski;7;0,6;0;0;0;t2416
œl¹skie;¿ywiecki;8;0,52;0;0;0;t2417
œl¹skie;Bielsko-Bia³a;13;0,76;0;0;0;t2461
œl¹skie;Bytom;7;0,43;0;0;0;t2462
œl¹skie;Chorzów;8;0,74;0;0;0;t2463
œl¹skie;Czêstochowa;9;0,41;0;0;0;t2464
œl¹skie;D¹browa Górnicza;8;0,67;0;0;0;t2465
œl¹skie;Gliwice;10;0,56;0;0;0;t2466
œl¹skie;Jastrzêbie-Zdrój;3;0,34;0;0;0;t2467
œl¹skie;Jaworzno;6;0,66;0;0;0;t2468
œl¹skie;Katowice;24;0,82;0;0;0;t2469
œl¹skie;Mys³owice;1;0,13;0;0;0;t2470
œl¹skie;Piekary Œl¹skie;6;1,09;0;0;0;t2471
œl¹skie;Ruda Œl¹ska;19;1,39;0;0;0;t2472
œl¹skie;Rybnik;7;0,51;0;0;0;t2473
œl¹skie;Siemianowice Œl¹skie;1;0,15;0;0;0;t2474
œl¹skie;Sosnowiec;8;0,4;0;0;0;t2475
œl¹skie;Œwiêtoch³owice;1;0,2;0;0;0;t2476
œl¹skie;Tychy;2;0,16;1;1;0;t2477
œl¹skie;Zabrze;10;0,58;0;0;0;t2478
œl¹skie;¯ory;2;0,32;0;0;0;t2479
œwiêtokrzyskie;buski;1;0,14;0;0;0;t2601
œwiêtokrzyskie;jêdrzejowski;6;0,7;0;0;0;t2602
œwiêtokrzyskie;kazimierski;2;0,6;0;0;0;t2603
œwiêtokrzyskie;kielecki;21;0,99;0;0;0;t2604
œwiêtokrzyskie;konecki;6;0,75;0;0;0;t2605
œwiêtokrzyskie;opatowski;1;0,19;0;0;0;t2606
œwiêtokrzyskie;ostrowiecki;10;0,92;0;0;0;t2607
œwiêtokrzyskie;piñczowski;3;0,78;0;0;0;t2608
œwiêtokrzyskie;sandomierski;12;1,56;0;0;0;t2609
œwiêtokrzyskie;skar¿yski;8;1,09;0;0;0;t2610
œwiêtokrzyskie;starachowicki;12;1,35;0;0;0;t2611
œwiêtokrzyskie;staszowski;3;0,42;0;0;0;t2612
œwiêtokrzyskie;w³oszczowski;8;1,78;0;0;0;t2613
œwiêtokrzyskie;Kielce;15;0,77;0;0;0;t2661
warmiñsko-mazurskie;bartoszycki;4;0,7;0;0;0;t2801
warmiñsko-mazurskie;braniewski;23;5,62;0;0;0;t2802
warmiñsko-mazurskie;dzia³dowski;9;1,39;0;0;0;t2803
warmiñsko-mazurskie;elbl¹ski;5;0,88;0;0;0;t2804
warmiñsko-mazurskie;e³cki;9;0,98;0;0;0;t2805
warmiñsko-mazurskie;gi¿ycki;4;0,71;0;0;0;t2806
warmiñsko-mazurskie;i³awski;14;1,51;0;0;0;t2807
warmiñsko-mazurskie;kêtrzyñski;1;0,16;0;0;0;t2808
warmiñsko-mazurskie;lidzbarski;3;0,73;0;0;0;t2809
warmiñsko-mazurskie;mr¹gowski;2;0,4;0;0;0;t2810
warmiñsko-mazurskie;nidzicki;1;0,31;0;0;0;t2811
warmiñsko-mazurskie;nowomiejski;4;0,91;0;0;0;t2812
warmiñsko-mazurskie;olecki;10;2,94;0;0;0;t2813
warmiñsko-mazurskie;olsztyñski;96;7,55;0;0;0;t2814
warmiñsko-mazurskie;ostródzki;14;1,35;0;0;0;t2815
warmiñsko-mazurskie;piski;2;0,36;0;0;0;t2816
warmiñsko-mazurskie;szczycieñski;12;1,73;1;0;1;t2817
warmiñsko-mazurskie;go³dapski;8;3;0;0;0;t2818
warmiñsko-mazurskie;wêgorzewski;0;0;0;0;0;t2819
warmiñsko-mazurskie;Elbl¹g;13;1,09;0;0;0;t2861
warmiñsko-mazurskie;Olsztyn;41;2,39;0;0;0;t2862
wielkopolskie;chodzieski;0;0;1;0;1;t3001
wielkopolskie;czarnkowsko-trzcianecki;6;0,69;3;3;0;t3002
wielkopolskie;gnieŸnieñski;23;1,58;0;0;0;t3003
wielkopolskie;gostyñski;2;0,26;0;0;0;t3004
wielkopolskie;grodziski;0;0;0;0;0;t3005
wielkopolskie;jarociñski;12;1,68;0;0;0;t3006
wielkopolskie;kaliski;7;0,84;1;0;1;t3007
wielkopolskie;kêpiñski;12;2,13;0;0;0;t3008
wielkopolskie;kolski;4;0,46;0;0;0;t3009
wielkopolskie;koniñski;22;1,69;0;0;0;t3010
wielkopolskie;koœciañski;5;0,63;0;0;0;t3011
wielkopolskie;krotoszyñski;1;0,13;0;0;0;t3012
wielkopolskie;leszczyñski;3;0,52;0;0;0;t3013
wielkopolskie;miêdzychodzki;12;3,27;5;3;2;t3014
wielkopolskie;nowotomyski;2;0,26;2;0;2;t3015
wielkopolskie;obornicki;5;0,84;0;0;0;t3016
wielkopolskie;ostrowski;10;0,62;0;0;0;t3017
wielkopolskie;ostrzeszowski;8;1,44;0;0;0;t3018
wielkopolskie;pilski;7;0,51;6;5;1;t3019
wielkopolskie;pleszewski;2;0,32;0;0;0;t3020
wielkopolskie;poznañski;49;1,21;8;6;2;t3021
wielkopolskie;rawicki;1;0,17;0;0;0;t3022
wielkopolskie;s³upecki;2;0,34;0;0;0;t3023
wielkopolskie;szamotulski;20;2,18;0;0;0;t3024
wielkopolskie;œredzki;3;0,51;0;0;0;t3025
wielkopolskie;œremski;1;0,16;0;0;0;t3026
wielkopolskie;turecki;6;0,72;0;0;0;t3027
wielkopolskie;w¹growiecki;12;1,71;0;0;0;t3028
wielkopolskie;wolsztyñski;1;0,17;0;0;0;t3029
wielkopolskie;wrzesiñski;13;1,66;1;0;1;t3030
wielkopolskie;z³otowski;20;2,89;0;0;0;t3031
wielkopolskie;Kalisz;12;1,2;0;0;0;t3061
wielkopolskie;Konin;16;2,19;0;0;0;t3062
wielkopolskie;Leszno;4;0,63;0;0;0;t3063
wielkopolskie;Poznañ;89;1,67;16;13;3;t3064
zachodniopomorskie;bia³ogardzki;26;5,48;0;0;0;t3201
zachodniopomorskie;choszczeñski;15;3,12;0;0;0;t3202
zachodniopomorskie;drawski;1;0,18;0;0;0;t3203
zachodniopomorskie;goleniowski;49;5,95;1;0;1;t3204
zachodniopomorskie;gryficki;16;2,67;0;0;0;t3205
zachodniopomorskie;gryfiñski;45;5,51;0;0;0;t3206
zachodniopomorskie;kamieñski;4;0,85;0;0;0;t3207
zachodniopomorskie;ko³obrzeski;11;1,39;0;0;0;t3208
zachodniopomorskie;koszaliñski;7;1,05;0;0;0;t3209
zachodniopomorskie;myœliborski;8;1,22;0;0;0;t3210
zachodniopomorskie;policki;31;3,82;0;0;0;t3211
zachodniopomorskie;pyrzycki;8;2,04;0;0;0;t3212
zachodniopomorskie;s³awieñski;16;2,86;0;0;0;t3213
zachodniopomorskie;stargardzki;32;2,66;0;0;0;t3214
zachodniopomorskie;szczecinecki;3;0,39;0;0;0;t3215
zachodniopomorskie;œwidwiñski;1;0,21;0;0;0;t3216
zachodniopomorskie;wa³ecki;36;6,8;0;0;0;t3217
zachodniopomorskie;³obeski;6;1,64;0;0;0;t3218
zachodniopomorskie;Koszalin;38;3,56;0;0;0;t3261
zachodniopomorskie;Szczecin;195;4,86;1;0;1;t3262
zachodniopomorskie;Œwinoujœcie;13;3,18;0;0;0;t3263
