Województwo;Powiat/Miasto;Liczba;Liczba na 10 tys. mieszkañców;Wszystkie przypadki œmiertelne;Przypadki œmiertelne w wyniku Covid;Przypadki œmiertelne w wyniku chorób wspó³istniej¹cych;id
³ódzkie;³aski;14;2,81;0;0;0;t1003
³ódzkie;³êczycki;7;1,41;0;0;0;t1004
³ódzkie;³owicki;8;1,03;0;0;0;t1005
³ódzkie;³ódzki wschodni;35;4,83;2;0;2;t1006
³ódzkie;opoczyñski;6;0,79;9;6;3;t1007
³ódzkie;pabianicki;99;8,3;1;0;1;t1008
³ódzkie;pajêczañski;12;2,35;1;0;1;t1009
³ódzkie;piotrkowski;20;2,19;2;0;2;t1010
³ódzkie;poddêbicki;13;3,17;0;0;0;t1011
³ódzkie;radomszczañski;27;2,41;2;0;2;t1012
³ódzkie;rawski;14;2,89;2;1;1;t1013
³ódzkie;sieradzki;60;5,11;0;0;0;t1014
³ódzkie;skierniewicki;6;1,57;0;0;0;t1015
³ódzkie;tomaszowski;67;5,77;5;0;5;t1016
³ódzkie;wieluñski;14;1,84;1;1;0;t1017
³ódzkie;wieruszowski;10;2,38;0;0;0;t1018
³ódzkie;zduñskowolski;25;3,77;0;0;0;t1019
³ódzkie;zgierski;89;5,36;4;0;4;t1020
³ódzkie;brzeziñski;11;3,57;0;0;0;t1021
³ódzkie;£ódŸ;363;5,36;11;3;8;t1061
³ódzkie;Piotrków Trybunalski;21;2,89;2;0;2;t1062
³ódzkie;Skierniewice;18;3,76;1;0;1;t1063
ma³opolskie;bocheñski;31;2,9;1;0;1;t1201
ma³opolskie;brzeski;9;0,97;0;0;0;t1202
ma³opolskie;chrzanowski;26;2,09;0;0;0;t1203
ma³opolskie;d¹browski;23;3,89;1;0;1;t1204
ma³opolskie;gorlicki;32;2,94;2;0;2;t1205
ma³opolskie;krakowski;82;2,92;2;2;0;t1206
ma³opolskie;limanowski;34;2,58;2;1;1;t1207
ma³opolskie;miechowski;10;2,05;0;0;0;t1208
ma³opolskie;myœlenicki;39;3,05;3;0;3;t1209
ma³opolskie;nowos¹decki;18;0,83;1;1;0;t1210
ma³opolskie;nowotarski;16;0,83;0;0;0;t1211
ma³opolskie;olkuski;22;1,98;0;0;0;t1212
ma³opolskie;oœwiêcimski;69;4,51;0;0;0;t1213
ma³opolskie;proszowicki;8;1,85;0;0;0;t1214
ma³opolskie;suski;29;3,44;1;0;1;t1215
ma³opolskie;tarnowski;60;2,98;0;0;0;t1216
ma³opolskie;tatrzañski;15;2,2;4;0;4;t1217
ma³opolskie;wadowicki;28;1,75;1;0;1;t1218
ma³opolskie;wielicki;27;2,08;0;0;0;t1219
ma³opolskie;Kraków;226;2,89;24;22;2;t1261
ma³opolskie;Nowy S¹cz;9;1,07;1;1;0;t1262
ma³opolskie;Tarnów;55;5,08;0;0;0;t1263
mazowieckie;bia³obrzeski;10;3;0;0;0;t1401
mazowieckie;ciechanowski;40;4,48;0;0;0;t1402
mazowieckie;garwoliñski;12;1,1;1;0;1;t1403
mazowieckie;gostyniñski;13;2,9;2;0;2;t1404
mazowieckie;grodziski;30;3,1;5;0;5;t1405
mazowieckie;grójecki;36;3,67;1;0;1;t1406
mazowieckie;kozienicki;36;6,02;0;0;0;t1407
mazowieckie;legionowski;48;4,02;3;0;3;t1408
mazowieckie;lipski;9;2,67;3;0;3;t1409
mazowieckie;³osicki;12;3,91;1;0;1;t1410
mazowieckie;makowski;7;1,57;0;0;0;t1411
mazowieckie;miñski;82;5,29;1;0;1;t1412
mazowieckie;m³awski;14;1,93;0;0;0;t1413
mazowieckie;nowodworski;19;2,39;2;0;2;t1414
mazowieckie;ostro³êcki;5;0,56;0;0;0;t1415
mazowieckie;ostrowski;19;2,64;0;0;0;t1416
mazowieckie;otwocki;116;9,32;3;0;3;t1417
mazowieckie;piaseczyñski;125;6,6;3;0;3;t1418
mazowieckie;p³ocki;63;5,68;2;0;2;t1419
mazowieckie;p³oñski;67;7,71;2;0;2;t1420
mazowieckie;pruszkowski;81;4,87;7;0;7;t1421
mazowieckie;przasnyski;10;1,91;1;1;0;t1422
mazowieckie;przysuski;6;1,45;1;0;1;t1423
mazowieckie;pu³tuski;11;2,12;0;0;0;t1424
mazowieckie;radomski;43;2,82;1;1;0;t1425
mazowieckie;siedlecki;18;2,21;1;0;1;t1426
mazowieckie;sierpecki;11;2,13;2;0;2;t1427
mazowieckie;sochaczewski;45;5,29;7;0;7;t1428
mazowieckie;soko³owski;15;2,8;1;0;1;t1429
mazowieckie;szyd³owiecki;4;1,01;0;0;0;t1430
mazowieckie;warszawski zachodni;67;5,61;5;4;1;t1432
mazowieckie;wêgrowski;19;2,89;1;0;1;t1433
mazowieckie;wo³omiñski;91;3,62;0;0;0;t1434
mazowieckie;wyszkowski;10;1,35;1;0;1;t1435
mazowieckie;zwoleñski;8;2,22;0;0;0;t1436
mazowieckie;¿uromiñski;6;1,57;0;0;0;t1437
mazowieckie;¿yrardowski;29;3,84;1;0;1;t1438
mazowieckie;Ostro³êka;9;1,73;4;0;4;t1461
mazowieckie;P³ock;58;4,87;2;0;2;t1462
mazowieckie;Radom;69;3,28;1;1;0;t1463
mazowieckie;Siedlce;30;3,83;2;0;2;t1464
mazowieckie;Warszawa;654;3,65;14;0;14;t1465
opolskie;brzeski;35;3,9;1;0;1;t1601
opolskie;g³ubczycki;48;10,6;2;0;2;t1602
opolskie;kêdzierzyñsko-kozielski;47;5,02;0;0;0;t1603
opolskie;kluczborski;30;4,6;0;0;0;t1604
opolskie;krapkowicki;55;8,65;0;0;0;t1605
opolskie;namys³owski;26;6,09;1;0;1;t1606
opolskie;nyski;74;5,46;4;1;3;t1607
opolskie;oleski;13;2,03;4;0;4;t1608
opolskie;opolski;66;5,33;2;0;2;t1609
opolskie;prudnicki;18;3,27;0;0;0;t1610
opolskie;strzelecki;46;6,2;0;0;0;t1611
opolskie;Opole;78;6,09;5;0;5;t1661
podkarpackie;bieszczadzki;1;0,46;0;0;0;t1801
podkarpackie;brzozowski;13;1,98;1;0;1;t1802
podkarpackie;dêbicki;30;2,22;4;0;4;t1803
podkarpackie;jaros³awski;27;2,25;0;0;0;t1804
podkarpackie;jasielski;74;6,54;1;0;1;t1805
podkarpackie;kolbuszowski;13;2,09;1;0;1;t1806
podkarpackie;kroœnieñski;37;3,3;2;0;2;t1807
podkarpackie;le¿ajski;26;3,76;0;0;0;t1808
podkarpackie;lubaczowski;39;7,09;0;0;0;t1809
podkarpackie;³añcucki;45;5,55;1;0;1;t1810
podkarpackie;mielecki;48;3,51;3;0;3;t1811
podkarpackie;ni¿añski;21;3,16;4;0;4;t1812
podkarpackie;przemyski;18;2,43;0;0;0;t1813
podkarpackie;przeworski;17;2,17;1;1;0;t1814
podkarpackie;ropczycko-sêdziszowski;10;1,34;2;0;2;t1815
podkarpackie;rzeszowski;62;3,65;6;0;6;t1816
podkarpackie;sanocki;15;1,59;1;0;1;t1817
podkarpackie;stalowowolski;43;4,06;2;0;2;t1818
podkarpackie;strzy¿owski;18;2,94;0;0;0;t1819
podkarpackie;tarnobrzeski;31;5,86;0;0;0;t1820
podkarpackie;leski;7;2,65;0;0;0;t1821
podkarpackie;Krosno;19;4,12;1;0;1;t1861
podkarpackie;Przemyœl;18;2,98;0;0;0;t1862
podkarpackie;Rzeszów;101;5,13;2;0;2;t1863
podkarpackie;Tarnobrzeg;57;12,23;1;0;1;t1864
podlaskie;augustowski;31;5,35;1;0;1;t2001
podlaskie;bia³ostocki;60;3,99;1;0;1;t2002
podlaskie;bielski;19;3,51;2;0;2;t2003
podlaskie;grajewski;22;4,68;1;0;1;t2004
podlaskie;hajnowski;12;2,84;2;0;2;t2005
podlaskie;kolneñski;4;1,05;0;0;0;t2006
podlaskie;³om¿yñski;15;2,95;6;2;4;t2007
podlaskie;moniecki;18;4,47;0;0;0;t2008
podlaskie;sejneñski;6;3,03;2;0;2;t2009
podlaskie;siemiatycki;19;4,33;0;0;0;t2010
podlaskie;sokólski;35;5,28;1;0;1;t2011
podlaskie;suwalski;11;3,09;0;0;0;t2012
podlaskie;wysokomazowiecki;15;2,65;3;2;1;t2013
podlaskie;zambrowski;7;1,61;0;0;0;t2014
podlaskie;Bia³ystok;142;4,77;2;0;2;t2061
podlaskie;£om¿a;34;5,41;1;0;1;t2062
podlaskie;Suwa³ki;41;5,88;3;1;2;t2063
pomorskie;bytowski;36;4,55;1;0;1;t2201
pomorskie;chojnicki;42;4,3;1;0;1;t2202
pomorskie;cz³uchowski;38;6,79;4;2;2;t2203
pomorskie;gdañski;78;6,53;0;0;0;t2204
pomorskie;kartuski;41;2,91;2;0;2;t2205
pomorskie;koœcierski;38;5,22;0;0;0;t2206
pomorskie;kwidzyñski;31;3,73;0;0;0;t2207
pomorskie;lêborski;35;5,3;2;1;1;t2208
pomorskie;malborski;65;10,25;1;0;1;t2209
pomorskie;nowodworski;39;10,99;0;0;0;t2210
pomorskie;pucki;47;5,39;1;1;0;t2211
pomorskie;s³upski;44;4,45;4;1;3;t2212
pomorskie;starogardzki;47;3,66;1;1;0;t2213
pomorskie;tczewski;59;5,1;0;0;0;t2214
pomorskie;wejherowski;92;4,21;4;0;4;t2215
pomorskie;sztumski;33;8,02;2;0;2;t2216
pomorskie;Gdañsk;292;6,19;1;0;1;t2261
pomorskie;Gdynia;133;5,41;2;1;1;t2262
pomorskie;S³upsk;53;5,87;1;0;1;t2263
pomorskie;Sopot;15;4,22;3;1;2;t2264
œl¹skie;bêdziñski;71;4,8;0;0;0;t2401
œl¹skie;bielski;69;4,15;1;0;1;t2402
œl¹skie;cieszyñski;61;3,43;1;0;1;t2403
œl¹skie;czêstochowski;36;2,68;1;0;1;t2404
œl¹skie;gliwicki;41;3,55;2;1;1;t2405
œl¹skie;k³obucki;34;4,02;1;0;1;t2406
œl¹skie;lubliniecki;21;2,75;0;0;0;t2407
œl¹skie;miko³owski;33;3,33;1;0;1;t2408
œl¹skie;myszkowski;29;4,1;0;0;0;t2409
œl¹skie;pszczyñski;30;2,69;1;0;1;t2410
œl¹skie;raciborski;42;3,89;6;0;6;t2411
œl¹skie;rybnicki;14;1,79;1;0;1;t2412
œl¹skie;tarnogórski;39;2,77;0;0;0;t2413
œl¹skie;bieruñsko-lêdziñski;24;4,01;0;0;0;t2414
œl¹skie;wodzis³awski;45;2,87;0;0;0;t2415
œl¹skie;zawierciañski;38;3,24;0;0;0;t2416
œl¹skie;¿ywiecki;53;3,48;4;0;4;t2417
œl¹skie;Bielsko-Bia³a;80;4,7;0;0;0;t2461
œl¹skie;Bytom;59;3,59;3;0;3;t2462
œl¹skie;Chorzów;36;3,35;5;0;5;t2463
œl¹skie;Czêstochowa;70;3,19;4;0;4;t2464
œl¹skie;D¹browa Górnicza;46;3,87;0;0;0;t2465
œl¹skie;Gliwice;86;4,83;3;1;2;t2466
œl¹skie;Jastrzêbie-Zdrój;25;2,83;2;0;2;t2467
œl¹skie;Jaworzno;12;1,32;1;0;1;t2468
œl¹skie;Katowice;100;3,43;3;2;1;t2469
œl¹skie;Mys³owice;18;2,41;2;1;1;t2470
œl¹skie;Piekary Œl¹skie;23;4,19;0;0;0;t2471
œl¹skie;Ruda Œl¹ska;52;3,79;1;0;1;t2472
œl¹skie;Rybnik;33;2,4;1;0;1;t2473
œl¹skie;Siemianowice Œl¹skie;19;2,85;1;0;1;t2474
œl¹skie;Sosnowiec;73;3,67;1;0;1;t2475
œl¹skie;Œwiêtoch³owice;16;3,24;1;0;1;t2476
œl¹skie;Tychy;59;4,63;0;0;0;t2477
œl¹skie;Zabrze;56;3,26;2;0;2;t2478
œl¹skie;¯ory;17;2,71;1;0;1;t2479
œwiêtokrzyskie;buski;26;3,64;0;0;0;t2601
œwiêtokrzyskie;jêdrzejowski;20;2,35;0;0;0;t2602
œwiêtokrzyskie;kazimierski;2;0,6;0;0;0;t2603
œwiêtokrzyskie;kielecki;50;2,37;0;0;0;t2604
œwiêtokrzyskie;konecki;51;6,41;4;0;4;t2605
œwiêtokrzyskie;opatowski;10;1,93;4;0;4;t2606
œwiêtokrzyskie;ostrowiecki;50;4,61;3;0;3;t2607
œwiêtokrzyskie;piñczowski;16;4,14;0;0;0;t2608
œwiêtokrzyskie;sandomierski;25;3,26;0;0;0;t2609
œwiêtokrzyskie;skar¿yski;37;5,03;3;1;2;t2610
œwiêtokrzyskie;starachowicki;35;3,93;0;0;0;t2611
œwiêtokrzyskie;staszowski;13;1,82;4;0;4;t2612
œwiêtokrzyskie;w³oszczowski;8;1,78;1;0;1;t2613
œwiêtokrzyskie;Kielce;63;3,24;0;0;0;t2661
warmiñsko-mazurskie;bartoszycki;78;13,71;5;0;5;t2801
warmiñsko-mazurskie;braniewski;31;7,57;3;0;3;t2802
warmiñsko-mazurskie;dzia³dowski;68;10,47;0;0;0;t2803
warmiñsko-mazurskie;elbl¹ski;67;11,74;0;0;0;t2804
warmiñsko-mazurskie;e³cki;23;2,51;7;0;7;t2805
warmiñsko-mazurskie;gi¿ycki;37;6,55;0;0;0;t2806
warmiñsko-mazurskie;i³awski;64;6,89;2;0;2;t2807
warmiñsko-mazurskie;kêtrzyñski;23;3,71;0;0;0;t2808
warmiñsko-mazurskie;lidzbarski;37;9,02;0;0;0;t2809
warmiñsko-mazurskie;mr¹gowski;32;6,44;1;0;1;t2810
warmiñsko-mazurskie;nidzicki;32;9,77;5;0;5;t2811
warmiñsko-mazurskie;nowomiejski;16;3,66;0;0;0;t2812
warmiñsko-mazurskie;olecki;14;4,11;0;0;0;t2813
warmiñsko-mazurskie;olsztyñski;88;6,92;0;0;0;t2814
warmiñsko-mazurskie;ostródzki;54;5,2;1;0;1;t2815
warmiñsko-mazurskie;piski;39;6,97;0;0;0;t2816
warmiñsko-mazurskie;szczycieñski;39;5,63;1;0;1;t2817
warmiñsko-mazurskie;go³dapski;12;4,51;2;0;2;t2818
warmiñsko-mazurskie;wêgorzewski;17;7,54;0;0;0;t2819
warmiñsko-mazurskie;Elbl¹g;133;11,17;3;0;3;t2861
warmiñsko-mazurskie;Olsztyn;161;9,37;0;0;0;t2862
wielkopolskie;chodzieski;17;3,62;1;0;1;t3001
wielkopolskie;czarnkowsko-trzcianecki;43;4,95;0;0;0;t3002
wielkopolskie;gnieŸnieñski;265;18,23;0;0;0;t3003
wielkopolskie;gostyñski;21;2,77;0;0;0;t3004
wielkopolskie;grodziski;43;8,28;1;0;1;t3005
wielkopolskie;jarociñski;26;3,64;1;0;1;t3006
wielkopolskie;kaliski;21;2,53;0;0;0;t3007
wielkopolskie;kêpiñski;27;4,78;0;0;0;t3008
wielkopolskie;kolski;14;1,62;0;0;0;t3009
wielkopolskie;koniñski;55;4,23;0;0;0;t3010
wielkopolskie;koœciañski;19;2,4;2;0;2;t3011
wielkopolskie;krotoszyñski;22;2,85;0;0;0;t3012
wielkopolskie;leszczyñski;26;4,52;0;0;0;t3013
wielkopolskie;miêdzychodzki;14;3,82;0;0;0;t3014
wielkopolskie;nowotomyski;56;7,4;0;0;0;t3015
wielkopolskie;obornicki;44;7,35;1;0;1;t3016
wielkopolskie;ostrowski;43;2,66;4;4;0;t3017
wielkopolskie;ostrzeszowski;15;2,71;0;0;0;t3018
wielkopolskie;pilski;125;9,2;4;2;2;t3019
wielkopolskie;pleszewski;16;2,54;1;1;0;t3020
wielkopolskie;poznañski;287;7,11;0;0;0;t3021
wielkopolskie;rawicki;25;4,15;1;0;1;t3022
wielkopolskie;s³upecki;55;9,32;0;0;0;t3023
wielkopolskie;szamotulski;36;3,92;0;0;0;t3024
wielkopolskie;œredzki;54;9,15;1;1;0;t3025
wielkopolskie;œremski;65;10,58;0;0;0;t3026
wielkopolskie;turecki;31;3,7;1;0;1;t3027
wielkopolskie;w¹growiecki;40;5,7;2;1;1;t3028
wielkopolskie;wolsztyñski;22;3,82;0;0;0;t3029
wielkopolskie;wrzesiñski;41;5,25;0;0;0;t3030
wielkopolskie;z³otowski;71;10,25;0;0;0;t3031
wielkopolskie;Kalisz;44;4,41;0;0;0;t3061
wielkopolskie;Konin;45;6,15;0;0;0;t3062
wielkopolskie;Leszno;39;6,16;3;1;2;t3063
wielkopolskie;Poznañ;305;5,71;2;0;2;t3064
zachodniopomorskie;bia³ogardzki;27;5,69;0;0;0;t3201
zachodniopomorskie;choszczeñski;12;2,5;3;2;1;t3202
zachodniopomorskie;drawski;31;5,45;2;0;2;t3203
zachodniopomorskie;goleniowski;33;4,01;1;1;0;t3204
zachodniopomorskie;gryficki;30;5;1;1;0;t3205
zachodniopomorskie;gryfiñski;59;7,23;4;1;3;t3206
zachodniopomorskie;kamieñski;21;4,48;0;0;0;t3207
zachodniopomorskie;ko³obrzeski;25;3,15;0;0;0;t3208
zachodniopomorskie;koszaliñski;26;3,91;0;0;0;t3209
zachodniopomorskie;myœliborski;38;5,81;2;1;1;t3210
zachodniopomorskie;policki;44;5,42;0;0;0;t3211
zachodniopomorskie;pyrzycki;22;5,6;0;0;0;t3212
zachodniopomorskie;s³awieñski;23;4,11;0;0;0;t3213
zachodniopomorskie;stargardzki;52;4,33;0;0;0;t3214
zachodniopomorskie;szczecinecki;48;6,2;0;0;0;t3215
zachodniopomorskie;œwidwiñski;21;4,51;0;0;0;t3216
zachodniopomorskie;wa³ecki;32;6,05;3;0;3;t3217
zachodniopomorskie;³obeski;7;1,92;0;0;0;t3218
zachodniopomorskie;Koszalin;48;4,49;2;1;1;t3261
zachodniopomorskie;Szczecin;297;7,41;4;0;4;t3262
zachodniopomorskie;Œwinoujœcie;19;4,65;0;0;0;t3263
