Województwo;Powiat/Miasto;Liczba przypadków;Liczba na 10 tys. mieszkañców;Zgony;Zgony w wyniku COVID bez chorób wspó³istniej¹cych;Zgony w wyniku COVID i chorób wspó³istniej¹cych;TERYT
kujawsko-pomorskie;inowroc³awski;16;1;1;0;1;t0407
kujawsko-pomorskie;lipnowski;11;1,68;0;0;0;t0408
kujawsko-pomorskie;mogileñski;1;0,22;0;0;0;t0409
kujawsko-pomorskie;nakielski;7;0,81;0;0;0;t0410
kujawsko-pomorskie;radziejowski;5;1,24;0;0;0;t0411
kujawsko-pomorskie;rypiñski;0;0;0;0;0;t0412
kujawsko-pomorskie;sêpoleñski;3;0,73;1;0;1;t0413
kujawsko-pomorskie;œwiecki;20;2,02;0;0;0;t0414
kujawsko-pomorskie;toruñski;19;1,74;0;0;0;t0415
kujawsko-pomorskie;tucholski;9;1,86;1;0;1;t0416
kujawsko-pomorskie;w¹brzeski;2;0,59;0;0;0;t0417
kujawsko-pomorskie;w³oc³awski;5;0,58;0;0;0;t0418
kujawsko-pomorskie;¿niñski;14;2;1;0;1;t0419
kujawsko-pomorskie;Bydgoszcz;94;2,71;0;0;0;t0461
kujawsko-pomorskie;Grudzi¹dz;20;2,13;0;0;0;t0462
kujawsko-pomorskie;Toruñ;39;1,94;0;0;0;t0463
kujawsko-pomorskie;W³oc³awek;6;0,55;2;0;2;t0464
lubelskie;bialski;4;0,36;0;0;0;t0601
lubelskie;bi³gorajski;0;0;0;0;0;t0602
lubelskie;che³mski;5;0,64;0;0;0;t0603
lubelskie;hrubieszowski;1;0,16;0;0;0;t0604
lubelskie;janowski;1;0,22;0;0;0;t0605
lubelskie;krasnostawski;1;0,16;0;0;0;t0606
lubelskie;kraœnicki;4;0,42;4;1;3;t0607
lubelskie;lubartowski;5;0,57;0;0;0;t0608
lubelskie;lubelski;8;0,51;1;0;1;t0609
lubelskie;³êczyñski;3;0,52;0;0;0;t0610
lubelskie;³ukowski;1;0,09;0;0;0;t0611
lubelskie;opolski;5;0,85;0;0;0;t0612
lubelskie;parczewski;0;0;0;0;0;t0613
lubelskie;pu³awski;12;1,06;0;0;0;t0614
lubelskie;radzyñski;2;0,34;0;0;0;t0615
lubelskie;rycki;6;1,07;0;0;0;t0616
lubelskie;œwidnicki;5;0,7;0;0;0;t0617
lubelskie;tomaszowski;1;0,12;0;0;0;t0618
lubelskie;w³odawski;0;0;0;0;0;t0619
lubelskie;zamojski;1;0,09;0;0;0;t0620
lubelskie;Bia³a Podlaska;2;0,35;0;0;0;t0661
lubelskie;Che³m;8;1,3;0;0;0;t0662
lubelskie;Lublin;25;0,74;1;0;1;t0663
lubelskie;Zamoœæ;3;0,47;1;0;1;t0664
lubuskie;gorzowski;3;0,42;0;0;0;t0801
lubuskie;kroœnieñski;3;0,55;0;0;0;t0802
lubuskie;miêdzyrzecki;2;0,35;0;0;0;t0803
lubuskie;nowosolski;8;0,93;0;0;0;t0804
lubuskie;s³ubicki;12;2,56;0;0;0;t0805
lubuskie;strzelecko-drezdenecki;2;0,41;0;0;0;t0806
lubuskie;sulêciñski;3;0,85;0;0;0;t0807
lubuskie;œwiebodziñski;2;0,36;0;0;0;t0808
lubuskie;zielonogórski;2;0,26;0;0;0;t0809
lubuskie;¿agañski;6;0,76;0;0;0;t0810
lubuskie;¿arski;6;0,63;0;0;0;t0811
lubuskie;wschowski;0;0;0;0;0;t0812
lubuskie;Gorzów Wielkopolski;7;0,57;0;0;0;t0861
lubuskie;Zielona Góra;9;0,64;0;0;0;t0862
³ódzkie;be³chatowski;3;0,27;0;0;0;t1001
³ódzkie;kutnowski;13;1,35;0;0;0;t1002
³ódzkie;³aski;2;0,4;0;0;0;t1003
³ódzkie;³êczycki;1;0,2;0;0;0;t1004
³ódzkie;³owicki;6;0,77;0;0;0;t1005
³ódzkie;³ódzki wschodni;9;1,24;0;0;0;t1006
³ódzkie;opoczyñski;2;0,26;0;0;0;t1007
³ódzkie;pabianicki;11;0,92;0;0;0;t1008
³ódzkie;pajêczañski;0;0;0;0;0;t1009
³ódzkie;piotrkowski;5;0,55;0;0;0;t1010
³ódzkie;poddêbicki;0;0;0;0;0;t1011
³ódzkie;radomszczañski;6;0,53;0;0;0;t1012
³ódzkie;rawski;6;1,24;0;0;0;t1013
³ódzkie;sieradzki;6;0,51;1;1;0;t1014
³ódzkie;skierniewicki;2;0,52;0;0;0;t1015
³ódzkie;tomaszowski;3;0,26;1;0;1;t1016
³ódzkie;wieluñski;0;0;0;0;0;t1017
³ódzkie;wieruszowski;1;0,24;0;0;0;t1018
³ódzkie;zduñskowolski;2;0,3;0;0;0;t1019
³ódzkie;zgierski;26;1,56;0;0;0;t1020
³ódzkie;brzeziñski;2;0,65;0;0;0;t1021
³ódzkie;£ódŸ;90;1,33;0;0;0;t1061
³ódzkie;Piotrków Trybunalski;3;0,41;0;0;0;t1062
³ódzkie;Skierniewice;0;0;0;0;0;t1063
ma³opolskie;bocheñski;5;0,47;0;0;0;t1201
ma³opolskie;brzeski;3;0,32;0;0;0;t1202
ma³opolskie;chrzanowski;4;0,32;0;0;0;t1203
ma³opolskie;d¹browski;2;0,34;0;0;0;t1204
ma³opolskie;gorlicki;1;0,09;0;0;0;t1205
ma³opolskie;krakowski;16;0,57;0;0;0;t1206
ma³opolskie;limanowski;2;0,15;0;0;0;t1207
ma³opolskie;miechowski;1;0,21;0;0;0;t1208
ma³opolskie;myœlenicki;3;0,23;0;0;0;t1209
ma³opolskie;nowos¹decki;3;0,14;0;0;0;t1210
ma³opolskie;nowotarski;1;0,05;1;0;1;t1211
ma³opolskie;olkuski;1;0,09;0;0;0;t1212
ma³opolskie;oœwiêcimski;4;0,26;0;0;0;t1213
ma³opolskie;proszowicki;0;0;0;0;0;t1214
ma³opolskie;suski;0;0;0;0;0;t1215
ma³opolskie;tarnowski;2;0,1;0;0;0;t1216
ma³opolskie;tatrzañski;2;0,29;0;0;0;t1217
ma³opolskie;wadowicki;12;0,75;0;0;0;t1218
ma³opolskie;wielicki;3;0,23;0;0;0;t1219
ma³opolskie;Kraków;41;0,52;1;1;0;t1261
ma³opolskie;Nowy S¹cz;5;0,6;0;0;0;t1262
ma³opolskie;Tarnów;4;0,37;0;0;0;t1263
mazowieckie;bia³obrzeski;0;0;0;0;0;t1401
mazowieckie;ciechanowski;22;2,47;0;0;0;t1402
mazowieckie;garwoliñski;1;0,09;0;0;0;t1403
mazowieckie;gostyniñski;3;0,67;0;0;0;t1404
mazowieckie;grodziski;19;1,96;0;0;0;t1405
mazowieckie;grójecki;2;0,2;0;0;0;t1406
mazowieckie;kozienicki;2;0,33;0;0;0;t1407
mazowieckie;legionowski;13;1,09;0;0;0;t1408
mazowieckie;lipski;6;1,78;1;0;1;t1409
mazowieckie;³osicki;4;1,3;0;0;0;t1410
mazowieckie;makowski;2;0,45;0;0;0;t1411
mazowieckie;miñski;4;0,26;0;0;0;t1412
mazowieckie;m³awski;3;0,41;0;0;0;t1413
mazowieckie;nowodworski;4;0,5;0;0;0;t1414
mazowieckie;ostro³êcki;5;0,56;0;0;0;t1415
mazowieckie;ostrowski;3;0,42;0;0;0;t1416
mazowieckie;otwocki;24;1,93;0;0;0;t1417
mazowieckie;piaseczyñski;23;1,21;0;0;0;t1418
mazowieckie;p³ocki;6;0,54;0;0;0;t1419
mazowieckie;p³oñski;7;0,81;0;0;0;t1420
mazowieckie;pruszkowski;51;3,06;0;0;0;t1421
mazowieckie;przasnyski;20;3,82;0;0;0;t1422
mazowieckie;przysuski;1;0,24;0;0;0;t1423
mazowieckie;pu³tuski;7;1,35;0;0;0;t1424
mazowieckie;radomski;3;0,2;0;0;0;t1425
mazowieckie;siedlecki;3;0,37;0;0;0;t1426
mazowieckie;sierpecki;10;1,93;0;0;0;t1427
mazowieckie;sochaczewski;3;0,35;0;0;0;t1428
mazowieckie;soko³owski;1;0,19;0;0;0;t1429
mazowieckie;szyd³owiecki;0;0;0;0;0;t1430
mazowieckie;warszawski zachodni;22;1,84;0;0;0;t1432
mazowieckie;wêgrowski;1;0,15;0;0;0;t1433
mazowieckie;wo³omiñski;18;0,72;0;0;0;t1434
mazowieckie;wyszkowski;4;0,54;0;0;0;t1435
mazowieckie;zwoleñski;0;0;0;0;0;t1436
mazowieckie;¿uromiñski;0;0;0;0;0;t1437
mazowieckie;¿yrardowski;6;0,79;0;0;0;t1438
mazowieckie;Ostro³êka;3;0,58;0;0;0;t1461
mazowieckie;P³ock;6;0,5;0;0;0;t1462
mazowieckie;Radom;18;0,85;0;0;0;t1463
mazowieckie;Siedlce;1;0,13;0;0;0;t1464
mazowieckie;Warszawa;201;1,12;7;0;7;t1465
opolskie;brzeski;5;0,56;0;0;0;t1601
opolskie;g³ubczycki;5;1,1;1;0;1;t1602
opolskie;kêdzierzyñsko-kozielski;2;0,21;0;0;0;t1603
opolskie;kluczborski;12;1,84;0;0;0;t1604
opolskie;krapkowicki;9;1,42;0;0;0;t1605
opolskie;namys³owski;6;1,41;0;0;0;t1606
opolskie;nyski;14;1,03;0;0;0;t1607
opolskie;oleski;6;0,94;0;0;0;t1608
opolskie;opolski;15;1,21;0;0;0;t1609
opolskie;prudnicki;3;0,54;0;0;0;t1610
opolskie;strzelecki;4;0,54;0;0;0;t1611
opolskie;Opole;18;1,41;0;0;0;t1661
podkarpackie;bieszczadzki;4;1,85;0;0;0;t1801
podkarpackie;brzozowski;1;0,15;0;0;0;t1802
podkarpackie;dêbicki;2;0,15;0;0;0;t1803
podkarpackie;jaros³awski;2;0,17;1;1;0;t1804
podkarpackie;jasielski;1;0,09;0;0;0;t1805
podkarpackie;kolbuszowski;0;0;0;0;0;t1806
podkarpackie;kroœnieñski;1;0,09;0;0;0;t1807
podkarpackie;le¿ajski;4;0,58;0;0;0;t1808
podkarpackie;lubaczowski;0;0;0;0;0;t1809
podkarpackie;³añcucki;5;0,62;0;0;0;t1810
podkarpackie;mielecki;4;0,29;0;0;0;t1811
podkarpackie;ni¿añski;2;0,3;0;0;0;t1812
podkarpackie;przemyski;2;0,27;0;0;0;t1813
podkarpackie;przeworski;4;0,51;0;0;0;t1814
podkarpackie;ropczycko-sêdziszowski;0;0;0;0;0;t1815
podkarpackie;rzeszowski;3;0,18;0;0;0;t1816
podkarpackie;sanocki;2;0,21;0;0;0;t1817
podkarpackie;stalowowolski;8;0,76;0;0;0;t1818
podkarpackie;strzy¿owski;2;0,33;0;0;0;t1819
podkarpackie;tarnobrzeski;1;0,19;0;0;0;t1820
podkarpackie;leski;1;0,38;0;0;0;t1821
podkarpackie;Krosno;0;0;0;0;0;t1861
podkarpackie;Przemyœl;7;1,16;0;0;0;t1862
podkarpackie;Rzeszów;11;0,56;0;0;0;t1863
podkarpackie;Tarnobrzeg;1;0,21;0;0;0;t1864
podlaskie;augustowski;6;1,04;0;0;0;t2001
podlaskie;bia³ostocki;9;0,6;0;0;0;t2002
podlaskie;bielski;2;0,37;0;0;0;t2003
podlaskie;grajewski;2;0,43;0;0;0;t2004
podlaskie;hajnowski;6;1,42;0;0;0;t2005
podlaskie;kolneñski;2;0,53;0;0;0;t2006
podlaskie;³om¿yñski;4;0,79;0;0;0;t2007
podlaskie;moniecki;0;0;0;0;0;t2008
podlaskie;sejneñski;1;0,5;0;0;0;t2009
podlaskie;siemiatycki;0;0;0;0;0;t2010
podlaskie;sokólski;7;1,06;0;0;0;t2011
podlaskie;suwalski;7;1,97;0;0;0;t2012
podlaskie;wysokomazowiecki;0;0;0;0;0;t2013
podlaskie;zambrowski;1;0,23;1;0;1;t2014
podlaskie;Bia³ystok;32;1,08;0;0;0;t2061
podlaskie;£om¿a;9;1,43;0;0;0;t2062
podlaskie;Suwa³ki;5;0,72;0;0;0;t2063
pomorskie;bytowski;8;1,01;0;0;0;t2201
pomorskie;chojnicki;8;0,82;0;0;0;t2202
pomorskie;cz³uchowski;4;0,72;0;0;0;t2203
pomorskie;gdañski;36;3,02;0;0;0;t2204
pomorskie;kartuski;24;1,7;0;0;0;t2205
pomorskie;koœcierski;5;0,69;1;0;1;t2206
pomorskie;kwidzyñski;16;1,93;0;0;0;t2207
pomorskie;lêborski;11;1,66;2;0;2;t2208
pomorskie;malborski;10;1,58;0;0;0;t2209
pomorskie;nowodworski;7;1,97;0;0;0;t2210
pomorskie;pucki;22;2,52;0;0;0;t2211
pomorskie;s³upski;5;0,51;0;0;0;t2212
pomorskie;starogardzki;28;2,18;0;0;0;t2213
pomorskie;tczewski;34;2,94;0;0;0;t2214
pomorskie;wejherowski;41;1,87;0;0;0;t2215
pomorskie;sztumski;7;1,7;0;0;0;t2216
pomorskie;Gdañsk;196;4,16;1;0;1;t2261
pomorskie;Gdynia;41;1,67;0;0;0;t2262
pomorskie;S³upsk;27;2,99;0;0;0;t2263
pomorskie;Sopot;6;1,69;0;0;0;t2264
œl¹skie;bêdziñski;9;0,61;0;0;0;t2401
œl¹skie;bielski;7;0,42;0;0;0;t2402
œl¹skie;cieszyñski;4;0,22;1;0;1;t2403
œl¹skie;czêstochowski;0;0;0;0;0;t2404
œl¹skie;gliwicki;9;0,78;0;0;0;t2405
œl¹skie;k³obucki;7;0,83;0;0;0;t2406
œl¹skie;lubliniecki;3;0,39;0;0;0;t2407
œl¹skie;miko³owski;3;0,3;0;0;0;t2408
œl¹skie;myszkowski;7;0,99;0;0;0;t2409
œl¹skie;pszczyñski;10;0,9;0;0;0;t2410
œl¹skie;raciborski;1;0,09;0;0;0;t2411
œl¹skie;rybnicki;1;0,13;0;0;0;t2412
œl¹skie;tarnogórski;7;0,5;1;0;1;t2413
œl¹skie;bieruñsko-lêdziñski;2;0,33;0;0;0;t2414
œl¹skie;wodzis³awski;10;0,64;0;0;0;t2415
œl¹skie;zawierciañski;4;0,34;0;0;0;t2416
œl¹skie;¿ywiecki;1;0,07;0;0;0;t2417
œl¹skie;Bielsko-Bia³a;12;0,7;0;0;0;t2461
œl¹skie;Bytom;23;1,4;0;0;0;t2462
œl¹skie;Chorzów;7;0,65;0;0;0;t2463
œl¹skie;Czêstochowa;19;0,87;0;0;0;t2464
œl¹skie;D¹browa Górnicza;8;0,67;0;0;0;t2465
œl¹skie;Gliwice;16;0,9;1;1;0;t2466
œl¹skie;Jastrzêbie-Zdrój;2;0,23;0;0;0;t2467
œl¹skie;Jaworzno;15;1,65;0;0;0;t2468
œl¹skie;Katowice;23;0,79;0;0;0;t2469
œl¹skie;Mys³owice;1;0,13;0;0;0;t2470
œl¹skie;Piekary Œl¹skie;5;0,91;0;0;0;t2471
œl¹skie;Ruda Œl¹ska;9;0,66;0;0;0;t2472
œl¹skie;Rybnik;3;0,22;0;0;0;t2473
œl¹skie;Siemianowice Œl¹skie;4;0,6;0;0;0;t2474
œl¹skie;Sosnowiec;17;0,85;0;0;0;t2475
œl¹skie;Œwiêtoch³owice;1;0,2;0;0;0;t2476
œl¹skie;Tychy;21;1,65;0;0;0;t2477
œl¹skie;Zabrze;8;0,47;0;0;0;t2478
œl¹skie;¯ory;0;0;0;0;0;t2479
œwiêtokrzyskie;buski;2;0,28;0;0;0;t2601
œwiêtokrzyskie;jêdrzejowski;1;0,12;0;0;0;t2602
œwiêtokrzyskie;kazimierski;0;0;0;0;0;t2603
œwiêtokrzyskie;kielecki;7;0,33;0;0;0;t2604
œwiêtokrzyskie;konecki;4;0,5;0;0;0;t2605
œwiêtokrzyskie;opatowski;3;0,58;0;0;0;t2606
œwiêtokrzyskie;ostrowiecki;6;0,55;0;0;0;t2607
œwiêtokrzyskie;piñczowski;1;0,26;0;0;0;t2608
œwiêtokrzyskie;sandomierski;8;1,04;0;0;0;t2609
œwiêtokrzyskie;skar¿yski;1;0,14;0;0;0;t2610
œwiêtokrzyskie;starachowicki;7;0,79;0;0;0;t2611
œwiêtokrzyskie;staszowski;1;0,14;0;0;0;t2612
œwiêtokrzyskie;w³oszczowski;0;0;0;0;0;t2613
œwiêtokrzyskie;Kielce;10;0,51;0;0;0;t2661
warmiñsko-mazurskie;bartoszycki;5;0,88;0;0;0;t2801
warmiñsko-mazurskie;braniewski;3;0,73;0;0;0;t2802
warmiñsko-mazurskie;dzia³dowski;6;0,92;0;0;0;t2803
warmiñsko-mazurskie;elbl¹ski;16;2,8;0;0;0;t2804
warmiñsko-mazurskie;e³cki;3;0,33;0;0;0;t2805
warmiñsko-mazurskie;gi¿ycki;3;0,53;0;0;0;t2806
warmiñsko-mazurskie;i³awski;8;0,86;0;0;0;t2807
warmiñsko-mazurskie;kêtrzyñski;4;0,64;0;0;0;t2808
warmiñsko-mazurskie;lidzbarski;4;0,97;0;0;0;t2809
warmiñsko-mazurskie;mr¹gowski;3;0,6;0;0;0;t2810
warmiñsko-mazurskie;nidzicki;4;1,22;0;0;0;t2811
warmiñsko-mazurskie;nowomiejski;7;1,6;0;0;0;t2812
warmiñsko-mazurskie;olecki;1;0,29;1;1;0;t2813
warmiñsko-mazurskie;olsztyñski;28;2,2;0;0;0;t2814
warmiñsko-mazurskie;ostródzki;21;2,02;0;0;0;t2815
warmiñsko-mazurskie;piski;0;0;0;0;0;t2816
warmiñsko-mazurskie;szczycieñski;0;0;0;0;0;t2817
warmiñsko-mazurskie;go³dapski;0;0;0;0;0;t2818
warmiñsko-mazurskie;wêgorzewski;5;2,22;0;0;0;t2819
warmiñsko-mazurskie;Elbl¹g;24;2,02;0;0;0;t2861
warmiñsko-mazurskie;Olsztyn;43;2,5;0;0;0;t2862
wielkopolskie;chodzieski;6;1,28;0;0;0;t3001
wielkopolskie;czarnkowsko-trzcianecki;3;0,35;0;0;0;t3002
wielkopolskie;gnieŸnieñski;18;1,24;0;0;0;t3003
wielkopolskie;gostyñski;1;0,13;0;0;0;t3004
wielkopolskie;grodziski;8;1,54;0;0;0;t3005
wielkopolskie;jarociñski;3;0,42;0;0;0;t3006
wielkopolskie;kaliski;2;0,24;1;0;1;t3007
wielkopolskie;kêpiñski;3;0,53;0;0;0;t3008
wielkopolskie;kolski;6;0,69;1;0;1;t3009
wielkopolskie;koniñski;8;0,62;0;0;0;t3010
wielkopolskie;koœciañski;8;1,01;0;0;0;t3011
wielkopolskie;krotoszyñski;3;0,39;0;0;0;t3012
wielkopolskie;leszczyñski;8;1,39;0;0;0;t3013
wielkopolskie;miêdzychodzki;0;0;0;0;0;t3014
wielkopolskie;nowotomyski;5;0,66;0;0;0;t3015
wielkopolskie;obornicki;10;1,67;0;0;0;t3016
wielkopolskie;ostrowski;3;0,19;0;0;0;t3017
wielkopolskie;ostrzeszowski;1;0,18;0;0;0;t3018
wielkopolskie;pilski;19;1,4;1;0;1;t3019
wielkopolskie;pleszewski;3;0,48;0;0;0;t3020
wielkopolskie;poznañski;71;1,76;14;0;14;t3021
wielkopolskie;rawicki;4;0,66;0;0;0;t3022
wielkopolskie;s³upecki;10;1,69;1;0;1;t3023
wielkopolskie;szamotulski;9;0,98;0;0;0;t3024
wielkopolskie;œredzki;4;0,68;0;0;0;t3025
wielkopolskie;œremski;3;0,49;0;0;0;t3026
wielkopolskie;turecki;2;0,24;0;0;0;t3027
wielkopolskie;w¹growiecki;4;0,57;0;0;0;t3028
wielkopolskie;wolsztyñski;2;0,35;0;0;0;t3029
wielkopolskie;wrzesiñski;13;1,66;0;0;0;t3030
wielkopolskie;z³otowski;3;0,43;0;0;0;t3031
wielkopolskie;Kalisz;11;1,1;0;0;0;t3061
wielkopolskie;Konin;8;1,09;0;0;0;t3062
wielkopolskie;Leszno;9;1,42;0;0;0;t3063
wielkopolskie;Poznañ;116;2,17;0;0;0;t3064
zachodniopomorskie;bia³ogardzki;19;4,01;0;0;0;t3201
zachodniopomorskie;choszczeñski;13;2,71;0;0;0;t3202
zachodniopomorskie;drawski;8;1,41;0;0;0;t3203
zachodniopomorskie;goleniowski;11;1,34;0;0;0;t3204
zachodniopomorskie;gryficki;6;1;0;0;0;t3205
zachodniopomorskie;gryfiñski;11;1,35;0;0;0;t3206
zachodniopomorskie;kamieñski;14;2,99;0;0;0;t3207
zachodniopomorskie;ko³obrzeski;10;1,26;0;0;0;t3208
zachodniopomorskie;koszaliñski;5;0,75;0;0;0;t3209
zachodniopomorskie;myœliborski;2;0,31;0;0;0;t3210
zachodniopomorskie;policki;12;1,48;0;0;0;t3211
zachodniopomorskie;pyrzycki;4;1,02;0;0;0;t3212
zachodniopomorskie;s³awieñski;3;0,54;0;0;0;t3213
zachodniopomorskie;stargardzki;11;0,92;0;0;0;t3214
zachodniopomorskie;szczecinecki;23;2,97;0;0;0;t3215
zachodniopomorskie;œwidwiñski;3;0,64;1;0;1;t3216
zachodniopomorskie;wa³ecki;35;6,61;0;0;0;t3217
zachodniopomorskie;³obeski;3;0,82;0;0;0;t3218
zachodniopomorskie;Koszalin;26;2,43;0;0;0;t3261
zachodniopomorskie;Szczecin;30;0,75;2;0;2;t3262
zachodniopomorskie;Œwinoujœcie;21;5,14;0;0;0;t3263
